"dci"	"dcirenommer"	"relation"	"code"	"substances"	"validation"
"MAPROTILINE"		"hasform"	"1990"	"CHLORHYDRATE DE MAPROTILINE"	"semiautomatique"
"MAPROTILINE"		"hasform"	"38907"	"MAPROTILINE (RESINATE DE)"	"semiautomatique"
"MARAVIROC"		"same"	"91424"	"MARAVIROC"	"automatique"
"MECLOZINE"		"hasform"	"5541"	"CHLORHYDRATE DE MÉCLOZINE"	"semiautomatique"
"MEDAZEPAM"		"same"	"567"	"MÉDAZÉPAM"	"automatique"
"MEDROGESTONE"		"same"	"2576"	"MÉDROGESTONE"	"automatique"
"MEDROXYPROGESTERONE"		"hasform"	"557"	"MÉDROXYPROGESTÉRONE (ACÉTATE DE)"	"semiautomatique"
"MEDROXYPROGESTERONE"		"hasform"	"557"	"ACÉTATE DE MÉDROXYPROGESTÉRONE"	"semiautomatique"
"MEFENIDRAMIUM"		"hasform"	"1728"	"MÉFÉNIDRAMIUM (MÉTILSULFATE DE)"	"semiautomatique"
"MEFENIDRAMIUM"		"hasform"	"1728"	"MÉTILSULFATE DE MÉFÉNIDRAMIUM"	"semiautomatique"
"MEFLOQUINE"		"same"	"69862"	"MÉFLOQUINE"	"automatique"
"MEFLOQUINE"		"hasform"	"29547"	"CHLORHYDRATE DE MÉFLOQUINE"	"semiautomatique"
"MEFLOQUINE"		"hasform"	"29547"	"MÉFLOQUINE (CHLORHYDRATE DE)"	"semiautomatique"
"MELOXICAM"		"same"	"37441"	"MÉLOXICAM"	"automatique"
"MELPHALAN"		"same"	"2590"	"MELPHALAN"	"automatique"
"MEMANTINE"		"same"	"72074"	"MÉMANTINE"	"automatique"
"MEMANTINE"		"same"	"72074"	"MÉMANTINE BASE"	"automatique"
"MEMANTINE"		"hasform"	"49207"	"CHLORHYDRATE DE MÉMANTINE"	"semiautomatique"
"MEMANTINE"		"hasform"	"49207"	"MÉMANTINE (CHLORHYDRATE DE)"	"semiautomatique"
"MENTHE"		"same"	"190"	"MENTHE POIVRÉE (FEUILLE DE)"	"semiautomatique"
"MENTHE"		"same"	"190"	"FEUILLE DE MENTHE POIVRÉE"	"semiautomatique"
"MENTHE"		"hasform"	"160"	"HUILE ESSENTIELLE DE MENTHE POIVRÉE"	"semiautomatique"
"MENTHE"		"hasform"	"160"	"MENTHE POIVRÉE (HUILE ESSENTIELLE DE)"	"semiautomatique"
"MENTHE"		"hasform"	"25288"	"MENTHE POIVREE (PARTIE AERIENNE DE)"	"semiautomatique"
"MENTHE"		"hasform"	"69790"	"MENTHE POIVREE (FEUILLE ET TIGE DE)"	"semiautomatique"
"MENTHOL RACEMIQUE"		"same"	"60308"	"MENTHOL RACÉMIQUE"	"automatique"
"MENTHOL RACEMIQUE"		"same"	"60308"	"DL-MENTHOL"	"automatique"
"MEPROBAMATE"		"same"	"2606"	"MÉPROBAMATE"	"automatique"
"MEPYRAMINE"		"hasform"	"3921"	"MALÉATE DE MÉPYRAMINE"	"semiautomatique"
"MEQUITAZINE"		"same"	"5007"	"MÉQUITAZINE"	"automatique"
"MERBROMINE"		"hasform"	"2615"	"MERBROMINE SODIQUE"	"semiautomatique"
"MERCAPTOPURINE"		"same"	"2618"	"MERCAPTOPURINE"	"automatique"
"MEROPENEM"		"same"	"60167"	"MÉROPÉNEM ANHYDRE"	"automatique"
"MEROPENEM"		"same"	"60167"	"MÉROPÉNEM"	"automatique"
"MEROPENEM"		"hasform"	"59983"	"MÉROPÉNEM TRIHYDRATÉ"	"semiautomatique"
"MESALAZINE"		"same"	"2640"	"MÉSALAZINE"	"automatique"
"MESALAZINE"		"same"	"2640"	"ACIDE AMINO-5 SALICYLIQUE"	"automatique"
"METFORMINE"		"same"	"4442"	"METFORMINE BASE"	"automatique"
"METFORMINE"		"same"	"4442"	"METFORMINE"	"automatique"
"METFORMINE"		"hasform"	"210"	"METFORMINE (EMBONATE DE)"	"semiautomatique"
"METFORMINE"		"hasform"	"24321"	"CHLORHYDRATE DE METFORMINE"	"semiautomatique"
"METFORMINE"		"hasform"	"24321"	"METFORMINE (CHLORHYDRATE DE)"	"semiautomatique"
"METFORMINE"		"hasform"	"5669"	"METFORMINE (PARACHLOROPHENOXYACETATE DE)"	"semiautomatique"
"METHADONE"		"hasform"	"47784"	"CHLORHYDRATE DE MÉTHADONE"	"semiautomatique"
"METHADONE"		"hasform"	"47784"	"MÉTHADONE (CHLORHYDRATE DE)"	"semiautomatique"
"METHENAMINE"		"same"	"2660"	"MÉTHÉNAMINE"	"automatique"
"METHENAMINE"		"hasform"	"5042"	"ANHYDROMÉTHYLÈNECITRATE MÉTHÉNAMINE"	"semiautomatique"
"METHOTREXATE"		"same"	"2345"	"MÉTHOTREXATE"	"automatique"
"METHOTREXATE"		"hasform"	"30849"	"MÉTHOTREXATE DISODIQUE"	"semiautomatique"
"METHYCLOTHIAZIDE"		"same"	"2350"	"MÉTHYCLOTHIAZIDE"	"automatique"
"METHYLDOPA"		"same"	"2355"	"MÉTHYLDOPA"	"automatique"
"METHYLDOPA"		"same"	"2355"	"MÉTHYLDOPA SESQUIHYDRATÉ"	"automatique"
"METHYLDOPA"		"hasform"	"34537"	"MÉTHYLDOPA ANHYDRE"	"semiautomatique"
"METHYLENECYCLINE"		"hasform"	"3409"	"MÉTHYLÈNECYCLINE (CHLORHYDRATE DE)"	"semiautomatique"
"METHYLERGOMETRINE"		"same"	"18063"	"MÉTHYLERGOMÉTRINE BASE"	"semiautomatique"
"METHYLERGOMETRINE"		"hasform"	"2357"	"MALÉATE DE MÉTHYLERGOMÉTRINE"	"semiautomatique"
"METHYLPHENIDATE"		"same"	"12225"	"MÉTHYLPHÉNIDATE"	"automatique"
"METHYLPHENIDATE"		"hasform"	"5407"	"CHLORHYDRATE DE MÉTHYLPHÉNIDATE"	"semiautomatique"
"METHYLPREDNISOLONE"		"same"	"2361"	"MÉTHYLPREDNISOLONE"	"automatique"
"METHYLPREDNISOLONE"		"hasform"	"3697"	"MÉTHYLPREDNISOLONE (HYDROGÉNOSUCCINATE SODIQUE DE)"	"semiautomatique"
"METHYLPREDNISOLONE"		"hasform"	"3697"	"SUCCINATE DE MÉTHYLPREDNISOLONE ET SODIUM"	"semiautomatique"
"METHYLPREDNISOLONE"		"hasform"	"3927"	"ACÉTATE DE MÉTHYLPREDNISOLONE"	"semiautomatique"
"METHYLPREDNISOLONE"		"hasform"	"7032"	"MÉTHYLPREDNISOLONE (HÉMISUCCINATE DE)"	"semiautomatique"
"METHYLPREDNISOLONE"		"hasform"	"7032"	"HÉMISUCCINATE DE MÉTHYLPREDNISOLONE"	"semiautomatique"
"METHYSERGIDE"		"same"	"83210"	"MÉTHYSERGIDE BASE"	"semiautomatique"
"METHYSERGIDE"		"hasform"	"2366"	"MÉTHYSERGIDE (MALÉATE DE)"	"semiautomatique"
"METIPRANOLOL"		"same"	"1486"	"MÉTIPRANOLOL"	"automatique"
"METOCLOPRAMIDE"		"same"	"10655"	"MÉTOCLOPRAMIDE"	"automatique"
"METOCLOPRAMIDE"		"hasform"	"18055"	"CHLORHYDRATE DE MÉTOCLOPRAMIDE ANHYDRE"	"semiautomatique"
"METOCLOPRAMIDE"		"hasform"	"18055"	"MÉTOCLOPRAMIDE (CHLORHYDRATE DE) ANHYDRE"	"semiautomatique"
"METOCLOPRAMIDE"		"hasform"	"2372"	"METOCLOPRAMIDE (DICHLORHYDRATE DE)"	"semiautomatique"
"METOCLOPRAMIDE"		"hasform"	"726"	"MÉTOCLOPRAMIDE (CHLORHYDRATE DE) MONOHYDRATÉ"	"semiautomatique"
"METOCLOPRAMIDE"		"hasform"	"726"	"MÉTOCLOPRAMIDE (CHLORHYDRATE DE)"	"semiautomatique"
"METOCLOPRAMIDE"		"hasform"	"87182"	"METOCLOPRAMIDE (DICHLORHYDRATE) MONOHYDRATE"	"semiautomatique"
"METOCLOPRAMIDE"		"hasform"	"726"	"CHLORHYDRATE DE MÉTOCLOPRAMIDE"	"semiautomatique"
"METOPIMAZINE"		"same"	"2376"	"MÉTOPIMAZINE"	"automatique"
"METOPROLOL"		"hasform"	"933"	"MÉTOPROLOL (TARTRATE DE)"	"semiautomatique"
"METOPROLOL"		"hasform"	"933"	"TARTRATE DE MÉTOPROLOL"	"semiautomatique"
"METOPROLOL"		"hasform"	"10091"	"MÉTOPROLOL (SUCCINATE DE)"	"semiautomatique"
"METOPROLOL"		"hasform"	"10091"	"SUCCINATE DE MÉTOPROLOL"	"semiautomatique"
"METOPROLOL"		"hasform"	"56570"	"METOPROLOL (FUMARATE DE)"	"semiautomatique"
"METRONIDAZOLE"		"same"	"2382"	"MÉTRONIDAZOLE"	"automatique"
"METRONIDAZOLE"		"hasform"	"1188"	"BENZOATE DE MÉTRONIDAZOLE"	"semiautomatique"
"METRONIDAZOLE"		"hasform"	"1188"	"MÉTRONIDAZOLE (BENZOATE DE)"	"semiautomatique"
"METYRAPONE"		"same"	"31591"	"MÉTYRAPONE"	"automatique"
"MEXILETINE"		"hasform"	"924"	"MEXILÉTINE (CHLORHYDRATE DE)"	"semiautomatique"
"MEZLOCILLINE"		"same"	"40246"	"MEZLOCILLINE"	"automatique"
"MEZLOCILLINE"		"hasform"	"16958"	"MEZLOCILLINE SODIQUE MONOHYDRATÉ"	"semiautomatique"
"MIANSERINE"		"hasform"	"602"	"CHLORHYDRATE DE MIANSÉRINE"	"semiautomatique"
"MIANSERINE"		"hasform"	"602"	"MIANSÉRINE (CHLORHYDRATE DE)"	"semiautomatique"
"MICONAZOLE"		"same"	"600"	"MICONAZOLE"	"automatique"
"MICONAZOLE"		"hasform"	"3026"	"NITRATE DE MICONAZOLE"	"semiautomatique"
"MICONAZOLE"		"hasform"	"3026"	"MICONAZOLE (NITRATE DE)"	"semiautomatique"
"MIDAZOLAM"		"same"	"2667"	"MIDAZOLAM"	"automatique"
"MIDAZOLAM"		"hasform"	"51868"	"CHLORHYDRATE DE MIDAZOLAM"	"semiautomatique"
"MIDAZOLAM"		"hasform"	"51868"	"MIDAZOLAM (CHLORHYDRATE DE)"	"semiautomatique"
"MIDECAMYCINE"		"hasform"	"74801"	"DIACÉTATE DE MIDÉCAMYCINE"	"semiautomatique"
"MIDECAMYCINE"		"hasform"	"74801"	"DIACÉTYLMIDECAMYCINE"	"semiautomatique"
"MIDODRINE"		"hasform"	"98763"	"CHLORHYDRATE DE MIDODRINE"	"semiautomatique"
"MILLEPERTUIS"		"same"	"4235"	"EXTRAIT SEC DE MILLEPERTUIS"	"semiautomatique"
"MILLEPERTUIS"		"same"	"4235"	"MILLEPERTUIS (EXTRAIT SEC DE)"	"semiautomatique"
"MILLEPERTUIS"		"same"	"4235"	"MILLEPERTUIS (SOMMITÉ FLEURIE) (EXTRAIT SEC DE)"	"semiautomatique"
"MILLEPERTUIS"		"hasform"	"5651"	"MILLEPERTUIS (SOMMITE FLEURIE DE)"	"semiautomatique"
"MILNACIPRAN"		"same"	"46403"	"MILNACIPRAN"	"automatique"
"MILNACIPRAN"		"hasform"	"75210"	"CHLORHYDRATE DE MILNACIPRAN"	"semiautomatique"
"MILTEFOSINE"		"same"	"40661"	"MILTÉFOSINE"	"automatique"
"MINOCYCLINE"		"same"	"37703"	"MINOCYCLINE BASE"	"semiautomatique"
"MINOCYCLINE"		"hasform"	"25755"	"MINOCYCLINE (CHLORHYDRATE DE) DIHYDRATÉ"	"semiautomatique"
"MINOCYCLINE"		"hasform"	"3401"	"MINOCYCLINE (CHLORHYDRATE DE)"	"semiautomatique"
"MINOCYCLINE"		"hasform"	"3401"	"CHLORHYDRATE DE MINOCYCLINE"	"semiautomatique"
"MIRTAZAPINE"		"same"	"45485"	"MIRTAZAPINE"	"automatique"
"MITOGUAZONE"		"hasform"	"2392"	"MITOGUAZONE (DICHLORHYDRATE DE) MONOHYDRATÉ"	"semiautomatique"
"MITOMYCINE C"		"same"	"582"	"MITOMYCINE C"	"automatique"
"MITOTANE"		"same"	"84359"	"MITOTANE"	"automatique"
"MITOXANTRONE"		"same"	"50405"	"MITOXANTRONE BASE"	"automatique"
"MITOXANTRONE"		"same"	"50405"	"MITOXANTRONE"	"automatique"
"MITOXANTRONE"		"hasform"	"18851"	"CHLORHYDRATE DE MITOXANTRONE"	"semiautomatique"
"MITOXANTRONE"		"hasform"	"18851"	"MITOXANTRONE (CHLORHYDRATE DE)"	"semiautomatique"
"MIVACURIUM"		"same"	"25017"	"MIVACURIUM"	"automatique"
"MIVACURIUM"		"hasform"	"55432"	"MIVACURIUM (CHLORURE DE)"	"semiautomatique"
"MIZOLASTINE"		"same"	"66292"	"MIZOLASTINE"	"automatique"
"MOCLOBEMIDE"		"same"	"21102"	"MOCLOBÉMIDE"	"automatique"
"MODAFINIL"		"same"	"18254"	"MODAFINIL"	"automatique"
"MOEXIPRIL"		"hasform"	"80137"	"CHLORHYDRATE DE MOEXIPRIL"	"semiautomatique"
"MOLSIDOMINE"		"same"	"1328"	"MOLSIDOMINE"	"automatique"
"MOMETASONE"		"hasform"	"14446"	"FUROATE DE MOMÉTASONE"	"semiautomatique"
"MOMETASONE"		"hasform"	"33681"	"FUROATE DE MOMÉTASONE MONOHYDRATÉ"	"semiautomatique"
"MONMECTITE"		"same"	"60922"	"MONMECTITE"	"automatique"
"MONMECTITE"		"same"	"60922"	"MONTMORILLONITE BEIDELLITIQUE"	"automatique"
"MONTELUKAST"		"same"	"80102"	"MONTÉLUKAST"	"automatique"
"MONTELUKAST"		"same"	"80102"	"MONTÉLUKAST ACIDE"	"automatique"
"MONTELUKAST"		"hasform"	"86162"	"MONTÉLUKAST SODIQUE"	"semiautomatique"
"MORNIFLUMATE"		"same"	"9798"	"MORNIFLUMATE"	"automatique"
"MORPHINE"		"same"	"15686"	"MORPHINE"	"automatique"
"MORPHINE"		"hasform"	"1099"	"MORPHINE (SULFATE DE)"	"semiautomatique"
"MORPHINE"		"hasform"	"1099"	"SULFATE DE MORPHINE"	"semiautomatique"
"MORPHINE"		"hasform"	"585"	"CHLORHYDRATE DE MORPHINE TRIHYDRATÉ"	"semiautomatique"
"MORPHINE"		"hasform"	"585"	"MORPHINE (CHLORHYDRATE DE)"	"semiautomatique"
"MORPHINE"		"hasform"	"585"	"CHLORHYDRATE DE MORPHINE"	"semiautomatique"
"MOXIFLOXACINE"		"same"	"38193"	"MOXIFLOXACINE BASE"	"automatique"
"MOXIFLOXACINE"		"same"	"38193"	"MOXIFLOXACINE"	"automatique"
"MOXIFLOXACINE"		"hasform"	"45328"	"CHLORHYDRATE DE MOXIFLOXACINE"	"semiautomatique"
"MOXONIDINE"		"same"	"76840"	"MOXONIDINE"	"automatique"
"MYCOPHENOLATE MOFETIL"		"same"	"19698"	"MYCOPHÉNOLATE MOFÉTIL"	"automatique"
"MYCOPHENOLATE MOFETIL"		"hasform"	"82477"	"MYCOPHÉNOLATE MOFÉTIL (CHLORHYDRATE DE)"	"semiautomatique"
"MYCOPHENOLATE SODIQUE"		"same"	"62257"	"MYCOPHÉNOLATE SODIQUE"	"automatique"
"MYRISTALKONIUM"	"MIRISTALKONIUM"	"hasform"	"7787"	"MIRISTALKONIUM (CHLORURE DE)"	"manuelle"
"MYRISTALKONIUM"	"MIRISTALKONIUM"	"hasform"	"7787"	"CHLORURE DE MIRISTALKONIUM"	"manuelle"
"NABUMETONE"		"same"	"54655"	"NABUMÉTONE"	"automatique"
"NADOLOL"		"same"	"28609"	"NADOLOL"	"automatique"
"NADOXOLOL"		"hasform"	"840"	"NADOXOLOL (CHLORHYDRATE DE)"	"semiautomatique"
"NADROPARINE CALCIQUE"		"same"	"24513"	"NADROPARINE CALCIQUE "	"automatique"
"NALBUPHINE"		"hasform"	"2338"	"NALBUPHINE (CHLORHYDRATE DE)"	"semiautomatique"
"NALBUPHINE"		"hasform"	"2338"	"CHLORHYDRATE DE NALBUPHINE"	"semiautomatique"
"NALMEFENE"		"same"	"29165"	"NALMÉFÈNE"	"automatique"
"NALMEFENE"		"hasform"	"85057"	"CHLORHYDRATE DE NALMÉFÈNE DIHYDRATÉ"	"semiautomatique"
"NALORPHINE"		"same"	"43003"	"NALORPHINE"	"automatique"
"NALOXONE"		"same"	"65807"	"NALOXONE"	"automatique"
"NALOXONE"		"same"	"65807"	"NALOXONE BASE"	"automatique"
"NALOXONE"		"hasform"	"79853"	"CHLORHYDRATE DE NALOXONE DIHYDRATÉ"	"semiautomatique"
"NALOXONE"		"hasform"	"861"	"NALOXONE (CHLORHYDRATE DE) ANHYDRE"	"semiautomatique"
"NALOXONE"		"hasform"	"861"	"CHLORHYDRATE DE NALOXONE ANHYDRE"	"semiautomatique"
"NALTREXONE"		"hasform"	"11396"	"CHLORHYDRATE DE NALTREXONE"	"semiautomatique"
"NALTREXONE"		"hasform"	"11396"	"NALTREXONE (CHLORHYDRATE DE)"	"semiautomatique"
"NAPHAZOLINE"		"hasform"	"3933"	"NITRATE DE NAPHAZOLINE"	"semiautomatique"
"NAPHAZOLINE"		"hasform"	"3933"	"NAPHAZOLINE (NITRATE DE)"	"semiautomatique"
"NAPROXENE"		"same"	"3271"	"NAPROXÈNE"	"automatique"
"NAPROXENE"		"same"	"3271"	"ACIDE-D-(MÉTHOXY-6 ALPHA-MÉTHYL NAPHTALÈNEACÉTIQUE-2)"	"automatique"
"NAPROXENE"		"hasform"	"12855"	"NAPROXÈNE SODIQUE"	"semiautomatique"
"NARATRIPTAN"		"same"	"39704"	"NARATRIPTAN"	"automatique"
"NARATRIPTAN"		"hasform"	"73086"	"CHLORHYDRATE DE NARATRIPTAN"	"semiautomatique"
"NARATRIPTAN"		"hasform"	"73086"	"NARATRIPTAN (CHLORHYDRATE DE)"	"semiautomatique"
"NATEGLINIDE"		"same"	"43863"	"NATÉGLINIDE"	"automatique"
"NEBIVOLOL"		"same"	"96027"	"NÉBIVOLOL BASE"	"semiautomatique"
"NEBIVOLOL"		"hasform"	"90670"	"CHLORHYDRATE DE NÉBIVOLOL"	"semiautomatique"
"NEBIVOLOL"		"hasform"	"90670"	"NÉBIVOLOL (CHLORHYDRATE DE)"	"semiautomatique"
"NEFOPAM"		"hasform"	"19859"	"NÉFOPAM (CHLORHYDRATE DE)"	"semiautomatique"
"NEFOPAM"		"hasform"	"19859"	"CHLORHYDRATE DE NÉFOPAM"	"semiautomatique"
"NELARABINE"		"same"	"16279"	"NÉLARABINE"	"automatique"
"NELFINAVIR"		"same"	"55048"	"NELFINAVIR BASE"	"semiautomatique"
"NELFINAVIR"		"hasform"	"78529"	"MÉSYLATE DE NELFINAVIR"	"semiautomatique"
"NEOSTIGMINE"		"hasform"	"3633"	"MÉTILSULFATE DE NÉOSTIGMINE"	"semiautomatique"
"NEOSTIGMINE"		"hasform"	"3633"	"NÉOSTIGMINE (MÉTILSULFATE DE)"	"semiautomatique"
"NEOSTIGMINE"		"hasform"	"3637"	"NÉOSTIGMINE (BROMURE DE)"	"semiautomatique"
"NETILMICINE"		"same"	"77886"	"NÉTILMICINE BASE"	"semiautomatique"
"NETILMICINE"		"hasform"	"17814"	"SULFATE DE NÉTILMICINE"	"semiautomatique"
"NETILMICINE"		"hasform"	"17814"	"NÉTILMICINE (SULFATE DE)"	"semiautomatique"
"NEVIRAPINE"		"hasform"	"80180"	"NÉVIRAPINE ANHYDRE"	"semiautomatique"
"NEVIRAPINE"		"hasform"	"18426"	"NÉVIRAPINE HÉMIHYDRATÉE"	"semiautomatique"
"NIALAMIDE"		"same"	"2439"	"NIALAMIDE"	"automatique"
"NIAOULI"		"same"	"152"	"ESSENCE DE NIAOULI"	"semiautomatique"
"NIAOULI"		"same"	"152"	"MELALEUCA VIRIDIFLORA (ESSENCE DE)"	"semiautomatique"
"NIAOULI"		"same"	"152"	"NIAOULI (HUILE ESSENTIELLE DE)"	"semiautomatique"
"NIAOULI"		"same"	"152"	"NIAOULI (ESSENCE DE)"	"semiautomatique"
"NIAOULI"		"same"	"152"	"HUILE ESSENTIELLE DE NIAOULI"	"semiautomatique"
"NIAPRAZINE"		"same"	"3422"	"NIAPRAZINE"	"automatique"
"NICARDIPINE"		"hasform"	"13709"	"NICARDIPINE (CHLORHYDRATE DE)"	"semiautomatique"
"NICARDIPINE"		"hasform"	"13709"	"CHLORHYDRATE DE NICARDIPINE"	"semiautomatique"
"NICORANDIL"		"same"	"76057"	"NICORANDIL"	"automatique"
"NICOTINE"		"same"	"94037"	"S-(-)-NICOTINE"	"automatique"
"NICOTINE"		"same"	"94037"	"NICOTINE"	"automatique"
"NICOTINE"		"hasform"	"30981"	"NICOTINE POLACRILEX"	"semiautomatique"
"NICOTINE"		"hasform"	"30981"	"NICOTINE (RÉSINATE DE)"	"semiautomatique"
"NICOTINE"		"hasform"	"30981"	"NICOTINE (CATIORÉSINE CARBOXYLATE DE)"	"semiautomatique"
"NICOTINE"		"hasform"	"30981"	"NICOTINE (COMPLEXE AVEC LA POLACRILINE)"	"semiautomatique"
"NICOTINE"		"hasform"	"30981"	"RÉSINATE DE NICOTINE"	"semiautomatique"
"NICOTINE"		"hasform"	"30981"	"CATIORÉSINE CARBOXYLATE DE NICOTINE"	"semiautomatique"
"NICOTINE"		"hasform"	"81549"	"NICOTINE-BÉTADEX (COMPLEXE)"	"semiautomatique"
"NICOTINE"		"hasform"	"92098"	"BITARTRATE DE NICOTINE DIHYDRATÉ"	"semiautomatique"
"NICOTINE"		"hasform"	"92098"	"NICOTINE (BITARTRATE DE) DIHYDRATÉ"	"semiautomatique"
"NIFEDIPINE"		"same"	"842"	"NIFÉDIPINE"	"automatique"
"NILOTINIB"		"same"	"71030"	"NILOTINIB"	"automatique"
"NILOTINIB"		"hasform"	"17445"	"CHLORHYDRATE DE NILOTINIB MONOHYDRATÉ"	"semiautomatique"
"NILOTINIB"		"hasform"	"17445"	"NILOTINIB (CHLORHYDRATE DE) MONOHYDRATÉ"	"semiautomatique"
"NIMESULIDE"		"same"	"48903"	"NIMÉSULIDE"	"automatique"
"NIMODIPINE"		"same"	"79486"	"NIMODIPINE"	"automatique"
"NITRAZEPAM"		"same"	"2471"	"NITRAZÉPAM"	"automatique"
"NITRENDIPINE"		"same"	"60311"	"NITRENDIPINE"	"automatique"
"NIZATIDINE"		"same"	"79487"	"NIZATIDINE"	"automatique"
"NOMEGESTROL"		"hasform"	"28293"	"NOMÉGESTROL (ACÉTATE DE)"	"semiautomatique"
"NOMEGESTROL"		"hasform"	"28293"	"ACÉTATE DE NOMÉGESTROL"	"semiautomatique"
"NORADRENALINE"		"same"	"9745"	"NORADRÉNALINE"	"automatique"
"NORADRENALINE"		"hasform"	"2487"	"TARTRATE DE NORADRÉNALINE"	"semiautomatique"
"NORADRENALINE"		"hasform"	"2487"	"NORADRÉNALINE (TARTRATE DE)"	"semiautomatique"
"NORDAZEPAM"		"same"	"11760"	"NORDAZÉPAM"	"automatique"
"NORELGESTROMINE"		"same"	"17048"	"NORELGESTROMINE"	"automatique"
"NOREPINEPHRINE"	"noradrenaline"	"hasform"	"2487"	"NORADRÉNALINE (TARTRATE DE)"	"semiautomatique"
"NOREPINEPHRINE"	"noradrenaline"	"hasform"	"2487"	"TARTRATE DE NORADRÉNALINE"	"semiautomatique"
"NOREPINEPHRINE"	"noradrenaline"	"same"	"9745"	"NORADRÉNALINE"	"manuelle"
"NORETHANDROLONE"		"same"	"2493"	"NORÉTHANDROLONE"	"automatique"
"NORETHISTERONE"		"same"	"2494"	"NORÉTHISTÉRONE"	"automatique"
"NORETHISTERONE"		"hasform"	"12499"	"NORETHISTERONE (ENANTATE DE)"	"semiautomatique"
"NORETHISTERONE"		"hasform"	"3940"	"ACÉTATE DE NORÉTHISTÉRONE"	"semiautomatique"
"NORETHISTERONE"		"hasform"	"3940"	"NORÉTHISTÉRONE (ACÉTATE DE)"	"semiautomatique"
"NORFLOXACINE"		"same"	"15372"	"NORFLOXACINE"	"automatique"
"NORGESTIMATE"		"same"	"4400"	"NORGESTIMATE"	"automatique"
"NORGESTRIENONE"		"same"	"2498"	"NORGESTRIÉNONE"	"automatique"
"NOSCAPINE"		"same"	"2506"	"NOSCAPINE"	"automatique"
"NOSCAPINE"		"hasform"	"3202"	"CATIORÉSINE CARBOXYLATE DE NOSCAPINE"	"semiautomatique"
"OCTREOTIDE"		"same"	"44322"	"OCTRÉOTIDE"	"automatique"
"OCTREOTIDE"		"hasform"	"6494"	"OCTRÉOTIDE (ACÉTATE D')"	"semiautomatique"
"OCTREOTIDE"		"hasform"	"6494"	"ACÉTATE D'OCTRÉOTIDE"	"semiautomatique"
"OFLOXACINE"		"same"	"2754"	"OFLOXACINE"	"automatique"
"OLANZAPINE"		"same"	"17723"	"OLANZAPINE"	"automatique"
"OLANZAPINE"		"hasform"	"43719"	"OLANZAPINE (PAMOATE D') MONOHYDRATÉ"	"semiautomatique"
"OLANZAPINE"		"hasform"	"54402"	"BENZOATE D'OLANZAPINE"	"semiautomatique"
"OLMESARTAN"		"hasform"	"29486"	"OLMÉSARTAN MÉDOXOMIL"	"semiautomatique"
"OLSALAZINE"		"hasform"	"44028"	"CI MORDANT YELLOW 5"	"semiautomatique"
"OLSALAZINE"		"hasform"	"44028"	"OLSALAZINE SODIQUE"	"semiautomatique"
"OLSALAZINE"		"same"	"73141"	"OLSALAZINE BASE"	"semiautomatique"
"OMBITASVIR"		"same"	"85275"	"OMBITASVIR"	"automatique"
"OMEPRAZOLE"		"same"	"4773"	"OMÉPRAZOLE"	"automatique"
"OMEPRAZOLE"		"hasform"	"58713"	"OMÉPRAZOLE MAGNÉSIUM"	"semiautomatique"
"OMEPRAZOLE"		"hasform"	"83438"	"OMÉPRAZOLE SODIQUE"	"semiautomatique"
"ONDANSETRON"		"same"	"42537"	"ONDANSÉTRON"	"automatique"
"ONDANSETRON"		"hasform"	"16951"	"CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ"	"semiautomatique"
"ONDANSETRON"		"hasform"	"16951"	"ONDANSÉTRON (CHLORHYDRATE D') DIHYDRATÉ"	"semiautomatique"
"OPIPRAMOL"		"hasform"	"2520"	"OPIPRAMOL (DICHLORHYDRATE DE)"	"semiautomatique"
"OR"		"same"	"52590"	"OR"	"automatique"
"ORLISTAT"		"same"	"17760"	"ORLISTAT"	"automatique"
"ORNIDAZOLE"		"same"	"974"	"ORNIDAZOLE"	"automatique"
"OXACILLINE"		"hasform"	"5465"	"OXACILLINE SODIQUE"	"semiautomatique"
"OXACILLINE"		"same"	"27707"	"OXACILLINE BASE"	"semiautomatique"
"OXALIPLATINE"		"same"	"42430"	"OXALIPLATINE"	"automatique"
"OXATOMIDE"		"same"	"30920"	"OXATOMIDE"	"automatique"
"OXATOMIDE"		"hasform"	"25029"	"OXATOMIDE MONOHYDRATÉ"	"semiautomatique"
"OXAZEPAM"		"same"	"2533"	"OXAZÉPAM"	"automatique"
"OXCARBAZEPINE"		"same"	"62004"	"OXCARBAZÉPINE"	"automatique"
"OXETORONE"		"hasform"	"111"	"FUMARATE D'OXÉTORONE"	"semiautomatique"
"OXITRIPTAN"		"same"	"3354"	"OXITRIPTAN"	"automatique"
"OXITROPIUM"		"hasform"	"30398"	"BROMURE D'OXITROPIUM"	"semiautomatique"
"OXOMEMAZINE"		"same"	"2543"	"OXOMÉMAZINE"	"automatique"
"OXOMEMAZINE"		"hasform"	"5769"	"OXOMEMAZINE (CHLORHYDRATE D')"	"semiautomatique"
"OXPRENOLOL"		"hasform"	"3616"	"OXPRÉNOLOL (CHLORHYDRATE D')"	"semiautomatique"
"OXYBUTYNINE"		"hasform"	"11401"	"CHLORHYDRATE D'OXYBUTYNINE"	"semiautomatique"
"OXYBUTYNINE"		"same"	"51254"	"OXYBUTYNINE BASE"	"semiautomatique"
"OXYCODONE"		"same"	"46704"	"OXYCODONE"	"automatique"
