dci	dcirenommer	relation	code	substances	validation		
NADROPARINE CALCIQUE			76079	CALCIUM (LÉVOFOLINATE DE)	semiautomatique		
NALBUPHINE			2338	NALBUPHINE (CHLORHYDRATE DE)	semiautomatique		
NALBUPHINE			2338	CHLORHYDRATE DE NALBUPHINE	semiautomatique		
NALMEFENE			85057	CHLORHYDRATE DE NALMÉFÈNE DIHYDRATÉ	semiautomatique		
NALOXONE			79853	CHLORHYDRATE DE NALOXONE DIHYDRATÉ	semiautomatique		
NALOXONE			861	NALOXONE (CHLORHYDRATE DE) ANHYDRE	semiautomatique		
NALOXONE			861	CHLORHYDRATE DE NALOXONE ANHYDRE	semiautomatique		
NALTREXONE			11396	CHLORHYDRATE DE NALTREXONE	semiautomatique		
NALTREXONE			11396	NALTREXONE (CHLORHYDRATE DE)	semiautomatique		
NAPHAZOLINE			3933	NITRATE DE NAPHAZOLINE	semiautomatique		
NAPHAZOLINE			3933	NAPHAZOLINE (NITRATE DE)	semiautomatique		
NAPROXENE			12855	NAPROXÈNE SODIQUE	semiautomatique		
NARATRIPTAN			73086	CHLORHYDRATE DE NARATRIPTAN	semiautomatique		
NARATRIPTAN			73086	NARATRIPTAN (CHLORHYDRATE DE)	semiautomatique		
NEBIVOLOL			96027	NÉBIVOLOL BASE	semiautomatique		
NEBIVOLOL			90670	CHLORHYDRATE DE NÉBIVOLOL	semiautomatique		
NEBIVOLOL			90670	NÉBIVOLOL (CHLORHYDRATE DE)	semiautomatique		
NEFOPAM			19859	NÉFOPAM (CHLORHYDRATE DE)	semiautomatique		
NEFOPAM			19859	CHLORHYDRATE DE NÉFOPAM	semiautomatique		
NELFINAVIR			55048	NELFINAVIR BASE	semiautomatique		
NELFINAVIR			78529	MÉSYLATE DE NELFINAVIR	semiautomatique		
NEOSTIGMINE			3633	MÉTILSULFATE DE NÉOSTIGMINE	semiautomatique		
NEOSTIGMINE			3633	NÉOSTIGMINE (MÉTILSULFATE DE)	semiautomatique		
NEOSTIGMINE			3637	NÉOSTIGMINE (BROMURE DE)	semiautomatique		
NETILMICINE			77886	NÉTILMICINE BASE	semiautomatique		
NETILMICINE			17814	SULFATE DE NÉTILMICINE	semiautomatique		
NETILMICINE			17814	NÉTILMICINE (SULFATE DE)	semiautomatique		
NEVIRAPINE			80180	NÉVIRAPINE ANHYDRE	semiautomatique		
NEVIRAPINE			18426	NÉVIRAPINE HÉMIHYDRATÉE	semiautomatique		
NIAOULI			152	ESSENCE DE NIAOULI	semiautomatique		
NIAOULI			152	MELALEUCA VIRIDIFLORA (ESSENCE DE)	semiautomatique		
NIAOULI			152	NIAOULI (HUILE ESSENTIELLE DE)	semiautomatique		
NIAOULI			152	NIAOULI (ESSENCE DE)	semiautomatique		
NIAOULI			152	HUILE ESSENTIELLE DE NIAOULI	semiautomatique		
NICARDIPINE			13709	NICARDIPINE (CHLORHYDRATE DE)	semiautomatique		
NICARDIPINE			13709	CHLORHYDRATE DE NICARDIPINE	semiautomatique		
NICOTINE			30981	NICOTINE POLACRILEX	semiautomatique		
NICOTINE			30981	NICOTINE (RÉSINATE DE)	semiautomatique		
NICOTINE			30981	NICOTINE (CATIORÉSINE CARBOXYLATE DE)	semiautomatique		
NICOTINE			30981	NICOTINE (COMPLEXE AVEC LA POLACRILINE)	semiautomatique		
NICOTINE			30981	RÉSINATE DE NICOTINE	semiautomatique		
NICOTINE			30981	CATIORÉSINE CARBOXYLATE DE NICOTINE	semiautomatique		
NICOTINE			81549	NICOTINE-BÉTADEX (COMPLEXE)	semiautomatique		
NICOTINE			92098	BITARTRATE DE NICOTINE DIHYDRATÉ	semiautomatique		
NICOTINE			92098	NICOTINE (BITARTRATE DE) DIHYDRATÉ	semiautomatique		
NILOTINIB			17445	CHLORHYDRATE DE NILOTINIB MONOHYDRATÉ	semiautomatique		
NILOTINIB			17445	NILOTINIB (CHLORHYDRATE DE) MONOHYDRATÉ	semiautomatique		
NOMEGESTROL			28293	NOMÉGESTROL (ACÉTATE DE)	semiautomatique		
NOMEGESTROL			28293	ACÉTATE DE NOMÉGESTROL	semiautomatique		
NORADRENALINE			2487	TARTRATE DE NORADRÉNALINE	semiautomatique		
NORADRENALINE			2487	NORADRÉNALINE (TARTRATE DE)	semiautomatique		
NOREPINEPHRINE	noradrenaline		2487	NORADRÉNALINE (TARTRATE DE)	semiautomatique		
NOREPINEPHRINE	noradrenaline		2487	TARTRATE DE NORADRÉNALINE	semiautomatique		
NORETHISTERONE			12499	NORETHISTERONE (ENANTATE DE)	semiautomatique		
NORETHISTERONE			3940	ACÉTATE DE NORÉTHISTÉRONE	semiautomatique		
NORETHISTERONE			3940	NORÉTHISTÉRONE (ACÉTATE DE)	semiautomatique		
NOSCAPINE			3202	CATIORÉSINE CARBOXYLATE DE NOSCAPINE	semiautomatique		
OCTREOTIDE			6494	OCTRÉOTIDE (ACÉTATE D')	semiautomatique		
OCTREOTIDE			6494	ACÉTATE D'OCTRÉOTIDE	semiautomatique		
OLANZAPINE			43719	OLANZAPINE (PAMOATE D') MONOHYDRATÉ	semiautomatique		
OLANZAPINE			54402	BENZOATE D'OLANZAPINE	semiautomatique		
OLMESARTAN			29486	OLMÉSARTAN MÉDOXOMIL	semiautomatique		
OLSALAZINE			44028	CI MORDANT YELLOW 5	semiautomatique		
OLSALAZINE			44028	OLSALAZINE SODIQUE	semiautomatique		
OLSALAZINE			73141	OLSALAZINE BASE	semiautomatique		
OMEPRAZOLE			58713	OMÉPRAZOLE MAGNÉSIUM	semiautomatique		
OMEPRAZOLE			83438	OMÉPRAZOLE SODIQUE	semiautomatique		
ONDANSETRON			16951	CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ	semiautomatique		
ONDANSETRON			16951	ONDANSÉTRON (CHLORHYDRATE D') DIHYDRATÉ	semiautomatique		
OPIPRAMOL			2520	OPIPRAMOL (DICHLORHYDRATE DE)	semiautomatique		
OXACILLINE			5465	OXACILLINE SODIQUE	semiautomatique		
OXACILLINE			27707	OXACILLINE BASE	semiautomatique		
OXATOMIDE			25029	OXATOMIDE MONOHYDRATÉ	semiautomatique		
OXETORONE			111	FUMARATE D'OXÉTORONE	semiautomatique		
OXITROPIUM			30398	BROMURE D'OXITROPIUM	semiautomatique		
OXOMEMAZINE			5769	OXOMEMAZINE (CHLORHYDRATE D')	semiautomatique		
OXPRENOLOL			3616	OXPRÉNOLOL (CHLORHYDRATE D')	semiautomatique		
OXYBUTYNINE			11401	CHLORHYDRATE D'OXYBUTYNINE	semiautomatique		
OXYBUTYNINE			51254	OXYBUTYNINE BASE	semiautomatique		
OXYCODONE			5087	CHLORHYDRATE D'OXYCODONE	semiautomatique		
OXYCODONE			5087	OXYCODONE (CHLORHYDRATE D')	semiautomatique		
OXYMETAZOLINE			5080	CHLORHYDRATE D'OXYMÉTAZOLINE	semiautomatique		
OXYTETRACYCLINE			20651	OXYTÉTRACYCLINE DIHYDRATÉE	semiautomatique		
OXYTETRACYCLINE			3955	OXYTÉTRACYCLINE (CHLORHYDRATE D')	semiautomatique		
OXYTETRACYCLINE			3955	CHLORHYDRATE D'OXYTÉTRACYCLINE	semiautomatique		
PALIPERIDONE			27104	PALMITATE DE PALIPÉRIDONE	semiautomatique		
PANCURONIUM			3488	BROMURE DE PANCURONIUM	semiautomatique		
PANTOPRAZOLE			61182	PANTOPRAZOLE SODIQUE ANHYDRE	semiautomatique		
PANTOPRAZOLE			67373	PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ	semiautomatique		
PARAFFINE			19236	PARAFFINE LIQUIDE	semiautomatique		
PARAFFINE			12566	PARAFFINE LIQUIDE LÉGÈRE	semiautomatique		
PARAFFINE			18620	PARAFFINE SOLIDE	semiautomatique		
PARAFFINE			18620	CIRE DE PARAFFINE	semiautomatique		
PARECOXIB			50124	PARÉCOXIB SODIQUE	semiautomatique		
PAROXETINE			51891	PAROXÉTINE BASE	semiautomatique		
PAROXETINE			18265	CHLORHYDRATE DE PAROXÉTINE HÉMIHYDRATÉ	semiautomatique		
PAROXETINE			31513	MÉSILATE DE PAROXÉTINE	semiautomatique		
PAROXETINE			31513	PAROXÉTINE (MÉSILATE DE)	semiautomatique		
PAROXETINE			47018	CHLORHYDRATE DE PAROXÉTINE ANHYDRE	semiautomatique		
PASIREOTIDE			41583	PAMOATE DE PASIRÉOTIDE	semiautomatique		
PASIREOTIDE			92248	DIASPARTATE DE PASIRÉOTIDE	semiautomatique		
P A S SODIQUE	p a s sodique anhydre		49997	POLYOSIDE(S) DE NEISSERIA MENINGITIDIS GROUPE A	semiautomatique		
P A S SODIQUE	p a s sodique anhydre		3759	CHONDROÏTINE (SULFATE DE) A SODIQUE	semiautomatique		
P A S SODIQUE	p a s sodique anhydre		84780	RÉSINE P-TERT-BUTYLPHÉNOLFORMALDÉHYDE	semiautomatique		
P A S SODIQUE	p a s sodique anhydre		90361	ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE P1A[8] (VIVANT) 	semiautomatique		
P A S SODIQUE	p a s sodique anhydre		71362	PROTÉINE S 	semiautomatique		
P A S SODIQUE	p a s sodique anhydre		52310	CARBOMÈRE 974P	semiautomatique		
P A S SODIQUE	p a s sodique anhydre		19091	CEFTRIAXONE SODIQUE ANHYDRE	semiautomatique		
P A S SODIQUE	p a s sodique anhydre		61182	PANTOPRAZOLE SODIQUE ANHYDRE	semiautomatique		
P A S SODIQUE	p a s sodique anhydre		69076	P A S SODIQUE ANHYDRE	manuelle		
P A S SODIQUE			3759	CHONDROÏTINE (SULFATE DE) A SODIQUE	semiautomatique		
P A S SODIQUE			52037	PHOSPHATE (32P) DE SODIUM	semiautomatique		
P A S SODIQUE			45730	SODIUM 	semiautomatique		
P A S SODIQUE			45730	(S)-LACTATE DE SODIUM	semiautomatique		
P A S SODIQUE			71362	PROTÉINE S 	semiautomatique		
P A S SODIQUE			49997	POLYOSIDE(S) DE NEISSERIA MENINGITIDIS GROUPE A	semiautomatique		
P A S SODIQUE			52310	CARBOMÈRE 974P	semiautomatique		
P A S SODIQUE			90361	ROTAVIRUS RÉASSORTANT HUMAIN-BOVIN DE TYPE P1A[8] (VIVANT) 	semiautomatique		
P A S SODIQUE			84780	RÉSINE P-TERT-BUTYLPHÉNOLFORMALDÉHYDE	semiautomatique		
PAZOPANIB			87477	PAZOPANIB (CHLORHYDRATE DE)	semiautomatique		
PEFLOXACINE			25282	PÉFLOXACINE (MÉSILATE DE) DIHYDRATÉ	semiautomatique		
PEFLOXACINE			25282	MÉSILATE DE PÉFLOXACINE DIHYDRATÉ	semiautomatique		
PEG-INTERFERON ALFA-2A	peginterferon alfa-2a		76196	PEGINTERFÉRON ALFA-2A 	manuelle		
PEG-INTERFERON ALFA-2A	peginterferon alfa-2a		2427	INTERFÉRON ALFA-2A 	semiautomatique		
PEG-INTERFERON ALFA-2A	peginterferon alfa-2a		55385	OCTOCOG ALFA 	semiautomatique		
PEG-INTERFERON ALFA-2A	peginterferon alfa-2a		38880	PEGINTERFÉRON ALFA-2B 	semiautomatique		
PEG-INTERFERON ALFA-2A	peginterferon alfa-2a		63229	PÉGINTERFÉRON BÊTA-1A 	semiautomatique		
PEG-INTERFERON ALFA-2A	peginterferon alfa-2a		35374	AGALSIDASE ALFA 	semiautomatique		
PEG-INTERFERON ALFA-2A	peginterferon alfa-2a		58587	PORACTANT ALFA 	semiautomatique		
PEG-INTERFERON ALFA-2A	peginterferon alfa-2a		38315	ALFA-AMYLASE 	semiautomatique		
PEG-INTERFERON ALFA-2A	peginterferon alfa-2a		80439	MOROCTOCOG ALFA 	semiautomatique		
PEG-INTERFERON ALFA-2A	peginterferon alfa-2a		8173	ÉPOÉTINE ALFA 	semiautomatique		
PEG-INTERFERON ALFA-2A			2427	INTERFÉRON ALFA-2A 	semiautomatique		
PEG-INTERFERON ALFA-2A			37634	INTERFÉRON BÊTA-1B	semiautomatique		
PEG-INTERFERON ALFA-2A			38315	ALFA-AMYLASE 	semiautomatique		
PEG-INTERFERON ALFA-2A			58587	PORACTANT ALFA 	semiautomatique		
PEG-INTERFERON ALFA-2A			47102	INTERFÉRON BÊTA-1A 	semiautomatique		
PEG-INTERFERON ALFA-2A			69007	INTERFÉRON GAMMA-1B	semiautomatique		
PEG-INTERFERON ALFA-2A			59292	INTERFERON ALFACON-1 	semiautomatique		
PEG-INTERFERON ALFA-2A			80439	MOROCTOCOG ALFA 	semiautomatique		
PEMETREXED			62047	PÉMÉTREXED DISODIQUE	semiautomatique		
PENTAMIDINE			6375	PENTAMIDINE (ISÉTIONATE DE)	semiautomatique		
PERGOLIDE			57067	PERGOLIDE BASE	semiautomatique		
PERGOLIDE			7327	PERGOLIDE (MÉSILATE DE)	semiautomatique		
PERGOLIDE			7327	MÉSILATE DE PERGOLIDE	semiautomatique		
PERHEXILINE			3502	PERHEXILINE (MALEATE DE)	semiautomatique		
PERINDOPRIL TERT-BUTYLAMINE		formof	52431	PÉRINDOPRIL	semiautomatique		
PERINDOPRIL TERT-BUTYLAMINE			46744	TOSILATE DE PÉRINDOPRIL	semiautomatique		
PERINDOPRIL TERT-BUTYLAMINE			69916	PÉRINDOPRIL ARGININE	semiautomatique		
PERINDOPRIL TERT-BUTYLAMINE			84780	RÉSINE P-TERT-BUTYLPHÉNOLFORMALDÉHYDE	semiautomatique		
PERPHENAZINE			93659	PERPHÉNAZINE (ÉNANTATE DE)	semiautomatique		
PETHIDINE			2799	CHLORHYDRATE DE PÉTHIDINE	semiautomatique		
PHENIRAMINE			3460	PHÉNIRAMINE (MALÉATE DE)	semiautomatique		
PHENIRAMINE			3460	MALÉATE DE PHÉNIRAMINE	semiautomatique		
PHENOBARBITAL			2826	PHÉNOBARBITAL SODIQUE	semiautomatique		
PHENOPERIDINE			2832	CHLORHYDRATE DE PHENOPERIDINE	semiautomatique		
PHENOXYMETHYLPENICILLINE			3495	BENZATHINE PHÉNOXYMÉTHYLPÉNICILLINE	semiautomatique		
PHENOXYMETHYLPENICILLINE			3504	PHÉNOXYMÉTHYLPÉNICILLINE POTASSIQUE	semiautomatique		
PHENYLBUTAZONE			429	PHÉNYLBUTAZONE-PIPÉRAZINE	semiautomatique		
PHENYLEPHRINE			3088	NÉOSYNÉPHRINE (CHLORHYDRATE DE)	semiautomatique		
PHENYLEPHRINE			3088	CHLORHYDRATE DE PHÉNYLÉPHRINE	semiautomatique		
PHENYLEPHRINE			3088	PHÉNYLÉPHRINE (CHLORHYDRATE DE)	semiautomatique		
PHENYLEPHRINE			3206	HEPARINE PHENYLEPHRINE MEGLUMINE	semiautomatique		
PHENYLTOLOXAMINE			2845	CATIORESINE SULFONATE DE PHENYLTOLOXAMINE	semiautomatique		
PHENYLTOLOXAMINE			4053	PHÉNYLTOLOXAMINE (CITRATE DE)	semiautomatique		
PHENYLTOLOXAMINE			4053	CITRATE DE PHÉNYLTOLOXAMINE	semiautomatique		
PHENYTOINE			381	PHÉNYTOÏNE SODIQUE	semiautomatique		
PILOCARPINE			3085	PILOCARPINE (CHLORHYDRATE DE)	semiautomatique		
PILOCARPINE			3085	CHLORHYDRATE DE PILOCARPINE	semiautomatique		
PILOCARPINE			77	NITRATE DE PILOCARPINE	semiautomatique		
PILOCARPINE			77	PILOCARPINE (NITRATE DE)	semiautomatique		
PIMETHIXENE	pimetixene		5613	PIMÉTIXÈNE	manuelle		
PIOGLITAZONE			17092	PIOGLITAZONE BASE	semiautomatique		
PIOGLITAZONE			31147	PIOGLITAZONE (CHLORHYDRATE DE)	semiautomatique		
PIOGLITAZONE			31147	CHLORHYDRATE DE PIOGLITAZONE	semiautomatique		
PIPAMPERONE			20950	PIPAMPÉRONE BASE	semiautomatique		
PIPAMPERONE			2130	PIPAMPÉRONE (CHLORHYDRATE DE)	semiautomatique		
PIPERACILLINE			19437	PIPÉRACILLINE SODIQUE	semiautomatique		
PIPERAQUINE			21697	PIPÉRAQUINE (TÉTRAPHOSPHATE DE)	semiautomatique		
PIPERAQUINE			76779	PIPÉRAQUINE (TÉTRAPHOSPHATE DE) TÉTRAHYDRATÉ	semiautomatique		
PIPERAZINE			4470	PIPÉRAZINE (CAMSILATE DE)	semiautomatique		
PIPERAZINE			3470	PIPÉRAZINE (CITRATE DE)	semiautomatique		
PIPERAZINE			3483	PIPÉRAZINE (HYDRATE DE)	semiautomatique		
PIPERAZINE			3483	HYDRATE DE PIPÉRAZINE	semiautomatique		
PIPERAZINE			429	PHÉNYLBUTAZONE-PIPÉRAZINE	semiautomatique		
PIPOTIAZINE			3498	PIPOTIAZINE (PALMITATE DE)	semiautomatique		
PIRIBEDIL			630	PIRIBÉDIL (MÉSILATE DE)	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		21962	FERRIQUE (OXYDE) SACCHAROSE	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		30981	CATIORÉSINE CARBOXYLATE DE NICOTINE	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		81549	NICOTINE-BÉTADEX (COMPLEXE)	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		30981	RÉSINATE DE NICOTINE	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		30981	NICOTINE (RÉSINATE DE)	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		65918	PIROXICAM-BÉTACYCLODEXTRINE (COMPLEXE)	manuelle		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		30981	NICOTINE (COMPLEXE AVEC LA POLACRILINE)	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		4206	CHLOROPHYLLINE CUIVRIQUE (COMPLEXE SODIQUE DE)	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		65918	COMPLEXE PIROXICAM-BÉTACYCLODEXTRINE	manuelle		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		30981	NICOTINE POLACRILEX	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		21962	COMPLEXE D'HYDROXYDE FERRIQUE - SACCHAROSE	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		77135	COMPLEXE FER-DEXTRANE	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		30981	NICOTINE (CATIORÉSINE CARBOXYLATE DE)	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		77135	COMPLEXE HYDROXYDE FERRIQUE-DEXTRANE	semiautomatique		
PIROXICAM-BETADEX	piroxicam-betacyclodextrine (complexe)		88477	COMPLEXE SULFATE FERREUX/GLYCINE PENTAHYDRATE	semiautomatique		
PIROXICAM-BETADEX			24247	ÉTHINYLESTRADIOL BÉTADEX-CLATHRATE	semiautomatique		
PIROXICAM-BETADEX			81549	NICOTINE-BÉTADEX (COMPLEXE)	semiautomatique		
PITAVASTATINE			39413	PITAVASTATINE CALCIQUE	semiautomatique		
PIXANTRONE			15285	PIXANTRONE  (DIMALÉATE DE)	semiautomatique		
PIZOTIFENE			26562	PIZOTIFÈNE BASE	semiautomatique		
PIZOTIFENE			86	MALATE DE PIZOTIFÈNE	semiautomatique		
POLYMYXINE B			1823	VITAMINE B1	semiautomatique		
POLYMYXINE B			1823	THIAMINE (CHLORHYDRATE DE)	semiautomatique		
POLYMYXINE B			1823	CHLORHYDRATE DE THIAMINE	semiautomatique		
POLYMYXINE B			2284	VITAMINE B6	semiautomatique		
POLYMYXINE B			2284	PYRIDOXINE	semiautomatique		
POLYMYXINE B			2331	RIBOFLAVINE	semiautomatique		
POLYMYXINE B			2331	DIMÉTHYL-7,8 (D-RIBITYL-1')-10 3H,10H-BENZO[G]PTERIDINEDIONE-2,4	semiautomatique		
POLYMYXINE B			2331	VITAMINE B2	semiautomatique		
POLYMYXINE B			3434	POLYMYXINE B (SULFATE DE)	semiautomatique		
POLYMYXINE B			3434	SULFATE DE POLYMYXINE B	semiautomatique		
POLYMYXINE B			4113	VITAMINE B5	semiautomatique		
POLYMYXINE B			4113	ACIDE PANTOTHÉNIQUE	semiautomatique		
POLYMYXINE B			4113	PANTOTHÉNIQUE (ACIDE)	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		428	CALCIUM (CARBONATE DE)	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		430	CHLORURE DE CALCIUM DIHYDRATÉ	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		5394	CALCIUM (PANTOTHÉNATE DE)	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		2845	CATIORESINE SULFONATE DE PHENYLTOLOXAMINE	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		11456	POLYSTYRÈNE SULFONATE DE CALCIUM	manuelle		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		3767	CALCIUM (GLUCOHEPTOGLUCONATE DE)	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		5394	PANTOTHÉNATE DE CALCIUM	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		428	CARBONATE DE CALCIUM	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		430	CALCIUM (CHLORURE DE) DIHYDRATÉ	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		11456	CALCIUM (POLYSTYRÈNE SULFONATE DE)	manuelle		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		430	CALCIUM (CHLORURE DE)	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)	polystyrene sulfonate de calcium		430	CHLORURE DE CALCIUM	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			25927	POLY(DIMÉTHYLSILOXANE) 100	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			430	CALCIUM (CHLORURE DE) DIHYDRATÉ	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			346	POLY(ALCOOL VINYLIQUE)	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			3767	CALCIUM (GLUCOHEPTOGLUCONATE DE)	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			428	CARBONATE DE CALCIUM	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			428	CALCIUM (CARBONATE DE)	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			430	CHLORURE DE CALCIUM	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			430	CHLORURE DE CALCIUM DIHYDRATÉ	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			430	CALCIUM (CHLORURE DE)	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			432	CALCIUM (GLUCONATE DE)	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			432	GLUCONATE DE CALCIUM	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			76079	LEVOFOLINATE CALCIQUE	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			5394	CALCIUM (PANTOTHÉNATE DE)	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			5394	PANTOTHÉNATE DE CALCIUM	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			76079	LÉVOFOLINATE DE CALCIUM	semiautomatique		
POLY (STYRENESULFONATE DE CALCIUM)			76079	CALCIUM (LÉVOFOLINATE DE)	semiautomatique		
PONATINIB			44076	CHLORHYDRATE DE PONATINIB	semiautomatique		
POTASSIUM			10427	POTASSIUM (PERRHÉNATE DE)	semiautomatique		
POTASSIUM			2905	GAÏACOLSULFONATE DE POTASSIUM	semiautomatique		
POTASSIUM			2905	SULFOGAÏACOL	semiautomatique		
POTASSIUM			29442	CLAVULANATE DE POTASSIUM	semiautomatique		
POTASSIUM			29442	POTASSIUM (CLAVULANATE DE)	semiautomatique		
POTASSIUM			29442	CLAVULANATE POTASSIQUE	semiautomatique		
POTASSIUM			65539	GLYCEROPHOSPHATE DE POTASSIUM ANHYDRE	semiautomatique		
POTASSIUM			93	POTASSIUM (CHLORURE DE)	semiautomatique		
POTASSIUM			95	POTASSIUM (IODURE DE)	semiautomatique		
POTASSIUM			96	POTASSIUM (HYDROXYDE DE)	semiautomatique		
POTASSIUM			93	CHLORURE DE POTASSIUM	semiautomatique		
POTASSIUM			97	PERMANGANATE DE POTASSIUM	semiautomatique		
POTASSIUM			95	IODURE DE POTASSIUM	semiautomatique		
POTASSIUM			96	HYDROXYDE DE POTASSIUM	semiautomatique		
POTASSIUM (CITRATE DE)			855	CITRATE DE POTASSIUM	semiautomatique		
POTASSIUM (CITRATE DE)			29442	CLAVULANATE DE POTASSIUM	semiautomatique		
POTASSIUM (CITRATE DE)			10427	POTASSIUM (PERRHÉNATE DE)	semiautomatique		
POTASSIUM (CITRATE DE)			2905	GAÏACOLSULFONATE DE POTASSIUM	semiautomatique		
POTASSIUM (CITRATE DE)			2905	SULFOGAÏACOL	semiautomatique		
POTASSIUM (CITRATE DE)			29442	POTASSIUM (CLAVULANATE DE)	semiautomatique		
POTASSIUM (CITRATE DE)			29442	CLAVULANATE POTASSIQUE	semiautomatique		
POTASSIUM (CITRATE DE)			93	CHLORURE DE POTASSIUM	semiautomatique		
POTASSIUM (CITRATE DE)			95	IODURE DE POTASSIUM	semiautomatique		
POTASSIUM (CITRATE DE)			65539	GLYCEROPHOSPHATE DE POTASSIUM ANHYDRE	semiautomatique		
POTASSIUM (CITRATE DE)			96	POTASSIUM (HYDROXYDE DE)	semiautomatique		
POTASSIUM (CITRATE DE)			93	POTASSIUM (CHLORURE DE)	semiautomatique		
POTASSIUM (CITRATE DE)			96	HYDROXYDE DE POTASSIUM	semiautomatique		
POTASSIUM (CITRATE DE)			97	PERMANGANATE DE POTASSIUM	semiautomatique		
POTASSIUM (CITRATE DE)			95	POTASSIUM (IODURE DE)	semiautomatique		
POVIDONE IODEE			77753	ALBUMINE HUMAINE IODÉE [125 I] 	semiautomatique		
PRAMIPEXOLE			18827	DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ	semiautomatique		
PRAMIPEXOLE			18827	PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ	semiautomatique		
PRASUGREL			80432	PRASUGREL (CHLORHYDRATE DE)	semiautomatique		
PRAVASTATINE			73208	PRAVASTATINE SODIQUE	semiautomatique		
PRAZOSINE			53450	PRAZOSINE BASE	semiautomatique		
PRAZOSINE			859	PRAZOSINE (CHLORHYDRATE DE)	semiautomatique		
PREDNISOLONE			3478	PHOSPHATE DISODIQUE DE PREDNISOLONE	semiautomatique		
PREDNISOLONE			3478	PREDNISOLONE (PHOSPHATE SODIQUE DE)	semiautomatique		
PREDNISOLONE			3478	PREDNISOLONE (PHOSPHATE DISODIQUE DE)	semiautomatique		
PREDNISOLONE			29286	PREDNISOLONE ESTER MONOPHOSPHORIQUE	semiautomatique		
PREDNISOLONE			3981	PREDNISOLONE (MÉTASULFOBENZOATE SODIQUE DE)	semiautomatique		
PREDNISOLONE			3980	ACÉTATE DE PREDNISOLONE	semiautomatique		
PREDNISOLONE			3981	MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE	semiautomatique		
PREDNISOLONE			500	PREDNISOLONE (CAPROATE DE)	semiautomatique		
PREDNISOLONE			66574	ESTER MONOPHOSPHORIQUE DE PREDNISOLONE	semiautomatique		
