CUI	code	termino	libmatch	score	synonyme_atome	libDB	libDBprefere	lib_atome	lib_CUI	manu
C0056686	DB03490	drugbank	3 pyridin 4 yl 2 4 dihydro indeno 1 2 c pyrazole	0.7890305	furo(3,4-c)pyridin-7-ol, 3-(4-chlorophenyl)-1,3-dihydro-6-methyl-	3-pyridin-4-yl-2,4-dihydro-indeno[1,2-.c.]pyrazole	3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole	cicletanine	cicletanine	0
C0011710	DB01089	drugbank	11 desmethoxyreserpine	0.7865939	11 decorticosterone	11-desmethoxyreserpine	Deserpidine	Desoxycortone	Deoxycorticosterone	0
C0011710	DB01569	drugbank	2454 11 7	0.7865939	11 decorticosterone	2454-11-7	Formebolone	Desoxycortone	Deoxycorticosterone	0
C0011710	DB01089	drugbank	11 demethoxyreserpine	0.7865939	11 decorticosterone	11-demethoxyreserpine	Deserpidine	Desoxycortone	Deoxycorticosterone	0
C0056686	DB02205	drugbank	6 1 1 dimethylallyl 2 1 hydroxy 1 methylethyl 2 3 dihydro 7h furo 3 2 g chromen 7 one	0.77459985	1,3-dihydro-6-methyl-7-hydroxy-3-(4-chlorophenyl)furo(3,4-d)pyridine	6-(1,1-dimethylallyl)-2-(1-hydroxy-1-methylethyl)-2,3-dihydro-7h-furo[3,2-g]chromen-7-one	6-(1,1-Dimethylallyl)-2-(1-Hydroxy-1-Methylethyl)-2,3-Dihydro-7h-Furo[3,2-G]Chromen-7-One	cicletanine	cicletanine	0
C0051247	DB07957	drugbank	methyl 2 acetoxy 2 2 carboxy 4 amino phenyl acetate	0.7736574	2-(4-((2-methyl-2-propenyl)amino)phenyl)propionic acid	methyl(2-acetoxy-2-(2-carboxy-4-amino-phenyl))acetate	METHYL(2-ACETOXY-2-(2-CARBOXY-4-AMINO-PHENYL))ACETATE	alminoprofen	alminoprofen	0
C0042674	DB04930	drugbank	3 2 2 dichloroethenyl 2 2 dimethylcyclopropane carboxylic acid 3 phenoxyphenyl methyl ester	0.7687707	eburnamenine-14-carboxylic acid, 14,15-dihydro-14-hydroxy-, methyl ester, (3alpha,14beta,16alpha)-	3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane carboxylic acid, (3-phenoxyphenyl) methyl ester	Permethrin	Vincamine	Vincamine	0
C0051247	DB02331	drugbank	2s 2 5 benzofuran 2 yl thiophen 2 ylmethyl 2 4 dichloro benzoyl amino 3 phenyl propionic acid	0.76339036	2-(4-((2-methyl-2-propenyl)amino)phenyl)propionic acid	(2s)-2-[(5-benzofuran-2-yl-thiophen-2-ylmethyl)-(2,4-dichloro-benzoyl)-amino]-3-phenyl-propionic acid	(2s)-2-[(5-Benzofuran-2-Yl-Thiophen-2-Ylmethyl)-(2,4-Dichloro-Benzoyl)-Amino]-3-Phenyl-Propionic Acid	alminoprofen	alminoprofen	0
C0056686	DB04060	drugbank	5 methyl 6 oxo 1 6 dihydro pyridin 3 yl 1 2 dideoxy ribofuranose 5 monophosphate	0.7624724	furo(3,4-c)pyridin-7-ol, 3-(4-chlorophenyl)-1,3-dihydro-6-methyl-	(5-methyl-6-oxo-1,6-dihydro-pyridin-3-yl)-1,2-dideoxy-ribofuranose-5-monophosphate	(5-Methyl-6-Oxo-1,6-Dihydro-Pyridin-3-Yl)-1,2-Dideoxy-Ribofuranose-5-Monophosphate	cicletanine	cicletanine	0
C0164858	DB04829	drugbank	n n diethyl 6 methyl 9 10 didehydroergoline 8 carboxamide	0.760792	10h-phenothiazine-10-propanamine, 2-chloro-n,n-diethyl-(9ci)	n,n-diethyl-6-methyl-9,10-didehydroergoline-8-carboxamide	Lysergic Acid Diethylamide	chlorproethazine	chlorproethazine	0
C0066469	DB01659	drugbank	3 1 10 phenanthrol 2 yl l alanine	0.75953186	1-(3-(2-methylsulfonylphenothiazin-10-yl) propyl)isonipecotinamide	3-(1,10-phenanthrol-2-yl)-l-alanine	3-(1,10-Phenanthrol-2-Yl)-L-Alanine	metopimazine	metopimazine	0
C0058895	DB07917	drugbank	4 benzhydryloxy 1 3 1h tetraazol 5 yl propyl piperidine	0.7591872	4-diphenylmethoxy-1-(3-(4-tert-butylbenzoyl)propyl)piperidine	4-(benzhydryloxy)-1-[3-(1h-tetraazol-5-yl)propyl]piperidine	4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE	ebastine	ebastine	0
C0244718	DB07440	drugbank	4 tert butylbenzenesulfonic acid	0.7552463	perindopril tert-butylamine	4-tert-butylbenzenesulfonic acid	4-TERT-BUTYLBENZENESULFONIC ACID	Perindopril tert-butylamine	Perindopril Erbumine	0
C0055775	DB08724	drugbank	5 5 4 5 hydro 4 methyl 2 oxazolyl phenoxy pentyl 3 methyl isoxazole	0.75480217	propanoic acid, 2-(4-(2,2-dichlorocyclopropyl)phenoxy)-2-methyl-	5-(5-(4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole	5-(5-(4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole	ciprofibrate	ciprofibrate	0
C0078836	DB00858	drugbank	2alpha methyldihydrotestosterone	0.75377995	l-proline, 1-(3-(benzoylthio)-2-methyl-1-oxopropyl)-4-(phenylthio)-, (1(r*),2alpha,4alpha)-	2alpha-methyldihydrotestosterone	Drostanolone	zofenopril	zofenopril	0
C0074246	DB09357	drugbank	d + 2 4 dihydroxy n 3 hydroxypropyl 3 3 dimethylbutyramide	0.75037515	1-(2'-hydroxypropyl)-2-methyl-5- nitroimidazole	d(+)-2,4-dihydroxy-n-(3-hydroxypropyl)-3,3-dimethylbutyramide	Dexpanthenol	secnidazole	secnidazole	0
C0071105	DB08761	drugbank	3s 6s 3 6 bis 4 hydroxybenzyl piperazine 2 5 dione	0.7488739	1,3-bis(4-(7'-chloro-4'-quinoline)-1-piperazine)	(3s,6s)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione	(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione	piperaquine	piperaquine	0
C0071126	DB02889	drugbank	4 o 4 6 dideoxy 4 4 5 6 trihydroxy 3 hydroxymethyl cyclohex 2 en 1 yl amino beta d lyxo hexopyranosyl alpha d erythro hexopyranose	0.7429119	(8s,10s)-10-[[3-amino-2,3,6-trideoxy-4-o-(tetrahydro-2h-pyran-3-yl)-alpha-l-lyxo-hexopyranosyl]oxy]-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione	4-o-(4,6-dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-beta-d-lyxo-hexopyranosyl)-alpha-d-erythro-hexopyranose	4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose	Pirarubicin	Pirarubicin	0
C0032036	DB02781	drugbank	4 z 2 3 methylsulfanyl propanoyl 5 oxo 1 2 oxoethyl 1 5 dihydro 4h imidazol 4 ylidene methyl benzenolate	0.73847675	piperidine, 4-(9,10-dihydro-4h-benzo(4,5)cyclohepta(1,2-b)thien-4-ylidene)-1-methyl-	4-{(z)-[2-[3-(methylsulfanyl)propanoyl]-5-oxo-1-(2-oxoethyl)-1,5-dihydro-4h-imidazol-4-ylidene]methyl}benzenolate	4-{(Z)-[2-[3-(Methylsulfanyl)Propanoyl]-5-Oxo-1-(2-Oxoethyl)-1,5-Dihydro-4h-Imidazol-4-Ylidene]Methyl}Benzenolate	Pizotifene	Pizotyline	0
C0071126	DB07357	drugbank	4 amino 2 hexyloxy 6 hydroxymethyl tetrahydro pyran 3 5 diol	0.73463255	(8s,10s)-10-[[3-amino-2,3,6-trideoxy-4-o-(tetrahydro-2h-pyran-3-yl)-alpha-l-lyxo-hexopyranosyl]oxy]-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione	4-amino-2-hexyloxy-6-hydroxymethyl-tetrahydro-pyran-3,5-diol	4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL	Pirarubicin	Pirarubicin	0
C0071126	DB07378	drugbank	4 amino 2 octyloxy 6 hydroxymethyl tetrahydro pyran 3 5 diol	0.73463255	(8s,10s)-10-[[3-amino-2,3,6-trideoxy-4-o-(tetrahydro-2h-pyran-3-yl)-alpha-l-lyxo-hexopyranosyl]oxy]-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione	4-amino-2-octyloxy-6-hydroxymethyl-tetrahydro-pyran-3,5-diol	4-AMINO-2-OCTYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL	Pirarubicin	Pirarubicin	0
C0010137	DB01472	drugbank	formoterol fumarate related compound g	0.73305476	compound e	formoterol fumarate related compound g	4-Methoxyamphetamine	Cortisone	Cortisone	0
C0008214	DB06781	drugbank	difluoroprednisolone butyrate acetate	0.73246783	acetate, chlormadinon	difluoroprednisolone butyrate acetate	Difluprednate	Chlormadinone	Chlormadinone Acetate	0
C0025051	DB07315	drugbank	5 chloro n 4 1r 1 2 dihydroxyethyl phenyl 1h indole 2 carboxamide	0.7283309	1h-1,4-benzodiazepine, 7-chloro-2,3-dihydro-1-methyl-5-phenyl-	5-chloro-n-{4-[(1r)-1,2-dihydroxyethyl]phenyl}-1h-indole-2-carboxamide	5-chloro-N-{4-[(1R)-1,2-dihydroxyethyl]phenyl}-1H-indole-2-carboxamide	medazepam	Medazepam	0
C2725260	DB01253	drugbank	9 10 didehydro n 2 hydroxy 1 methylethyl 6 methylergoline 8beta s carboxamide	0.72711253	(10s)-10-hydroxy-10,11-dihydro-5h-dibenzo(b,f)azepin-5-carboxamide	9,10-didehydro-n-(2-hydroxy-1-methylethyl)-6-methylergoline-8beta(s)-carboxamide	Ergonovine	eslicarbazepine	eslicarbazepine	0
C2725260	DB01253	drugbank	8beta s 9 10 didehydro n 2 hydroxy 1 methylethyl 6 methylergoline 8 carboxamide	0.72711253	(10s)-10-hydroxy-10,11-dihydro-5h-dibenzo(b,f)azepin-5-carboxamide	[8beta(s)]-9,10-didehydro-n-(2-hydroxy-1-methylethyl)-6-methylergoline-8-carboxamide	Ergonovine	eslicarbazepine	eslicarbazepine	0
C0055775	DB08727	drugbank	5 7 5 hydro 4 methyl 2 oxazolyl phenoxy heptyl 3 methyl isoxazole	0.7258345	propanoic acid, 2-(4-(2,2-dichlorocyclopropyl)phenoxy)-2-methyl-	5-(7-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	5-(7-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	ciprofibrate	ciprofibrate	0
C0074246	DB00840	drugbank	hydroxypropyl cellulose type h 	0.72369754	1-(2'-hydroxypropyl)-2-methyl-5- nitroimidazole	hydroxypropyl cellulose (type h)	Hydroxypropyl cellulose	secnidazole	secnidazole	0
C0019497	DB03472	drugbank	cyclohexyl hexyl beta d maltoside	0.72362876	1,3-benzenediol, 4-hexyl-	cyclohexyl-hexyl-beta-d-maltoside	Cyclohexyl-Hexyl-Beta-D-Maltoside	hexylresorcinol	Hexylresorcinol	0
C0077013	DB08268	drugbank	6 amino 4 2 4 methylphenyl ethyl 1 7 dihydro 8h imidazo 4 5 g quinazolin 8 one	0.7196791	6-(2-chlorophenyl)-2,4-dihydro-2-((4-methyl-1-piperazinyl)methylene)-8-nitro-1h-imidazo(1,2-a) (1,4)benzodiazepin-1-one	6-amino-4-[2-(4-methylphenyl)ethyl]-1,7-dihydro-8h-imidazo[4,5-g]quinazolin-8-one	6-AMINO-4-[2-(4-METHYLPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE	Loprazolam	triazulenone	0
C0050461	DB02824	drugbank	n pyridoxyl glycine 5 monophosphate	0.71767855	n-(3-acetylmercapto-2-benzylpropanoyl)glycine benzyl ester	n-pyridoxyl-glycine-5-monophosphate	N-Pyridoxyl-Glycine-5-Monophosphate	racecadotril	racecadotril	0
C0071126	DB03717	drugbank	3 hydroxy 4 3 4 5 trihydroxy tetrahydro pyran 2 yloxy piperidin 2 one	0.71467495	(8s,10s)-10-[[3-amino-2,3,6-trideoxy-4-o-(tetrahydro-2h-pyran-3-yl)-alpha-l-lyxo-hexopyranosyl]oxy]-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione	3-hydroxy-4-(3,4,5-trihydroxy-tetrahydro-pyran-2-yloxy)-piperidin-2-one	3-Hydroxy-4-(3,4,5-Trihydroxy-Tetrahydro-Pyran-2-Yloxy)-Piperidin-2-One	Pirarubicin	Pirarubicin	0
C0077013	DB00724	drugbank	4 amino 1 isobutyl 1h imidazo 4 5 c quinoline	0.71461457	6-(2-chlorophenyl)-2,4-dihydro-2-((4-methyl-1-piperazinyl)methylene)-8-nitro-1h-imidazo(1,2-a) (1,4)benzodiazepin-1-one	4-amino-1-isobutyl-1h-imidazo(4,5-c)quinoline	Imiquimod	Loprazolam	triazulenone	0
C0074246	DB00840	drugbank	cellulose 2 hydroxypropyl ether	0.7139394	1-(2'-hydroxypropyl)-2-methyl-5- nitroimidazole	cellulose, 2-hydroxypropyl ether	Hydroxypropyl cellulose	secnidazole	secnidazole	0
C0074246	DB00840	drugbank	cellulose hydroxypropyl ether	0.7139394	1-(2'-hydroxypropyl)-2-methyl-5- nitroimidazole	cellulose hydroxypropyl ether	Hydroxypropyl cellulose	secnidazole	secnidazole	0
C0006055	DB00004	drugbank	diphtheria toxin precursor	0.7110399	botulin toxin	diphtheria toxin precursor	Denileukin diftitox	Botulinum Toxins	Botulinum Toxins	0
C0071126	DB03524	drugbank	n 3 4 3 amino propyl piperazin 1 yl propyl 3 2 thiophen 2 yl acetylamino 5 3 4 5 trihydroxy 6 hydroxymethyl tetrahydro pyran 2 yloxy benzamide	0.71096206	(8s,10s)-10-[[3-amino-2,3,6-trideoxy-4-o-(tetrahydro-2h-pyran-3-yl)-alpha-l-lyxo-hexopyranosyl]oxy]-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione	n-{3-[4-(3-amino-propyl)-piperazin-1-yl]-propyl}-3-(2-thiophen-2-yl-acetylamino)-5-(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxy)-benzamide	N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide	Pirarubicin	Pirarubicin	0
C1337395	DB05630	drugbank	antimony v derivative of sodium gluconate	0.70755875	sodium salt of mycophenolic acid	antimony (v) derivative of sodium gluconate	Sodium stibogluconate	mycophenolate sodium	mycophenolate sodium	0
C0056396	DB01782	drugbank	2 6 dihydroanthra 1 9 cd pyrazol 6 one	0.7057898	11 beta,17 alpha,21- trihydroxy-6,16 alpha-dimethyl-2'-phenylpregna- 2,4,6-trieno(3,2-c)pyrazol-20-one 21-acetate	2,6-dihydroanthra/1,9-cd/pyrazol-6-one	2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One	cortivazol	cortivazol	0
C0525082	DB03434	drugbank	3 n morpholino propane sulfonic acid	0.70451665	3-morpholino-sydnonimine	3[n-morpholino]propane sulfonic acid	3[N-Morpholino]Propane Sulfonic Acid	linsidomine	linsidomine	0
C0134337	DB01149	drugbank	1 3 4 m chlorophenyl 1 piperazinyl propyl 3 ethyl 4 2 phenoxyethyl delta2 1 2 4 triazolin 5 one	0.7010194	1-(3-(4-(diphenylmethyl)-1-piperazinyl)propyl)-1,3-dihydro-2h-benzimidazol-2-one	1-(3-(4-(m-chlorophenyl)-1-piperazinyl)propyl)-3-ethyl-4-(2-phenoxyethyl)-delta2-1,2,4-triazolin-5-one	Nefazodone	oxatomide	oxatomide	0
C0027556	DB04273	drugbank	8 9 dichloro 2 3 4 5 tetrahydro 1h benzo c azepine	0.69612837	1h-2,5-benzoxazocine, 3,4,5,6-tetrahydro-5-methyl-1-phenyl-	8,9-dichloro-2,3,4,5-tetrahydro-1h-benzo[c]azepine	8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine	nefopam	Nefopam	0
C0124008	DB07676	drugbank	3 3s 3 4 dihydroxybutyl oxy amino 1h 2 h 2 3 biindol 2 one	0.6921298	(2s)-3-amino-n-((1r,2s,3s,4r,5s)-5-amino-4-[(6-amino-6-deoxy-d-glucopyranosyl)oxy]-2-{[3-deoxy-4-c-methyl-3-(methylamino)-l-arabinopyranosyl]oxy}-3-hydroxycyclohexyl)-2-hydroxypropanamide	3-({[(3s)-3,4-dihydroxybutyl]oxy}amino)-1h,2'h-2,3'-biindol-2'-one	3-({[(3S)-3,4-dihydroxybutyl]oxy}amino)-1H,2'H-2,3'-biindol-2'-one	isepamicin	isepamicin	0
C0004886	DB04914	drugbank	gastrin 17 vaccine	0.69188225	bcg vaccine	gastrin 17 vaccine	G17DT	BCG	BCG Vaccine	0
C0005035	DB00481	drugbank	2 4 hydroxyphenyl 6 hydroxybenzo b thien 3 yl 4 2 1 piperidinyl ethoxy phenyl methanone	0.6904551	methanone, (3,5-dibromo-4-hydroxyphenyl)(2-ethyl-3-benzofuranyl)-	(2-(4-hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone	Raloxifene	Benzbromarone	Benzbromarone	0
C0071126	DB03446	drugbank	n benzyl 3 3 4 5 trihydroxy 6 hydroxymethyl tetrahydro pyran 2 yloxy benzamide	0.6881327	(8s,10s)-10-[[3-amino-2,3,6-trideoxy-4-o-(tetrahydro-2h-pyran-3-yl)-alpha-l-lyxo-hexopyranosyl]oxy]-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione	n-benzyl-3-(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxy)-benzamide	3-Benzylaminocarbonylphenyl-Alpha-D-Galactoside	Pirarubicin	Pirarubicin	0
C0077071	DB07287	drugbank	2 2 4 dichlorophenoxy 5 pyridin 2 ylmethyl phenol	0.68242276	6-chloro-5-(2,3-dichlorophenoxy)-2-methylthiobenzimidazole	2-(2,4-dichlorophenoxy)-5-(pyridin-2-ylmethyl)phenol	2-(2,4-DICHLOROPHENOXY)-5-(PYRIDIN-2-YLMETHYL)PHENOL	triclabendazole	triclabendazole	0
C0244718	DB07726	drugbank	2 tert butylbenzene 1 4 diol	0.6785271	perindopril tert-butylamine	2-tert-butylbenzene-1,4-diol	2-tert-butylbenzene-1,4-diol	Perindopril tert-butylamine	Perindopril Erbumine	0
C0063830	DB04561	drugbank	4 acetamido 2 4 didexoy d glycero beta d galacto octopyranosylphosphonic acid	0.6763626	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	4-acetamido-2,4-didexoy-d-glycero-beta-d-galacto-octopyranosylphosphonic acid	4-Acetamido-2,4-Didexoy-D-Glycero-Beta-D-Galacto-Octopyranosylphosphonic Acid	ioxitalamic acid	ioxitalamic acid	0
C0019497	DB06261	drugbank	hexyl 5 amino 4 oxopentanoat hydrochlorid	0.67164314	1,3-benzenediol, 4-hexyl-	hexyl(5-amino-4-oxopentanoat)-hydrochlorid	Hexaminolevulinate	hexylresorcinol	Hexylresorcinol	0
C0006668	DB04899	drugbank	brain natriuretic peptide 32	0.67158705	calcitonin(1-32)	brain natriuretic peptide 32	Nesiritide	Calcitonine	Calcitonin	0
C0055775	DB07201	drugbank	2s 3 9h fluoren 9 ylideneamino oxy 2 methylpropanoic acid	0.6705405	2-(4-(2,2-dichlorocyclopropyl)phenoxy)2-methylpropanoic acid	(2s)-3-[(9h-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid	(2S)-3-[(9H-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid	ciprofibrate	ciprofibrate	0
C0053102	DB03236	drugbank	2s 4 beta alanylamino 2 aminobutanoic acid	0.66396004	4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 3,3-dimethyl-7-oxo-6- ((phenylacetyl)amino)- (2s-(2-alpha,5-alpha,6-beta))-, compd. with n-(phenylmethyl)benzeneethanamine (1:1)	(2s)-4-(beta-alanylamino)-2-aminobutanoic acid	(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid	benethamine penicillin	benethamine penicillin	0
C0117899	DB07450	drugbank	2 4 bromo 2 fluorophenyl methyl 6 fluorospiro isoquinoline 4 1h 3 pyrrolidine 1 2 3 5 2h tetrone	0.66019917	1h-indene-1,3(2h)-dione, 2-(4-fluorophenyl)-	2[4-bromo-2-fluorophenyl)methyl]-6-fluorospiro[isoquinoline-4-(1h),3'-pyrrolidine]-1,2',3,5'(2h)-tetrone	2[4-BROMO-2-FLUOROPHENYL)METHYL]-6-FLUOROSPIRO[ISOQUINOLINE-4-(1H),3'-PYRROLIDINE]-1,2',3,5'(2H)-TETRONE	fluindione	fluindione	0
C0043355	DB07742	drugbank	n 2 3 difluoro benzyl 4 sulfamoyl benzamide	0.65959257	4-chloro-5-sulfamoyl-2',6'-salicyloxylidide	n-(2,3-difluoro-benzyl)-4-sulfamoyl-benzamide	N-(2,3-DIFLUORO-BENZYL)-4-SULFAMOYL-BENZAMIDE	Xipamide	Xipamide	0
C0031432	DB02784	drugbank	n 4 2 2 3 2 bromo acetylamino propionylamino 3 hydroxy propionylamino ethyl phenyl oxalamic acid	0.65853685	4-piperidinecarboxylic acid, 1-(3-hydroxy-3-phenylpropyl)-4-phenyl-, ethyl ester	n-[4-(2-{2-[3-(2-bromo-acetylamino)-propionylamino]-3-hydroxy-propionylamino}-ethyl)-phenyl]-oxalamic acid	N-[4-(2-{2-[3-(2-Bromo-Acetylamino)-Propionylamino]-3-Hydroxy-Propionylamino}-Ethyl)-Phenyl]-Oxalamic Acid	Phenoperidine	Phenoperidine	0
C0006055	DB00048	drugbank	collagenase clostridium histolyticum	0.65765476	clostridium botulinum toxins	collagenase clostridium histolyticum	Collagenase clostridium histolyticum	Botulinum Toxins	Botulinum Toxins	0
C0063830	DB02813	drugbank	2 acetamido 2 deoxy d glucono 1 5 lactone	0.6550314	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	2-acetamido-2-deoxy-d-glucono-1,5-lactone	2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone	ioxitalamic acid	ioxitalamic acid	0
C0007080	DB03405	drugbank	1 n phenylmethoxy carbonyl l leucyl 4 n n phenylmethoxy carbonyl nl leucyl amino 3 pyrrolidinone n	0.6547398	benzenesulfonamide, 4-amino-n-((butylamino)carbonyl)-	1-[n[(phenylmethoxy)carbonyl]-l-leucyl-4-[[n/n-[(phenylmethoxy)carbonyl]-/nl-leucyl]amino]-3-pyrrolidinone/n	1-[N[(Phenylmethoxy)Carbonyl]-L-Leucyl-4-[[N/N-[(Phenylmethoxy)Carbonyl]-/Nl-Leucyl]Amino]-3-Pyrrolidinone/N	Carbutamide	Carbutamide	0
C0063830	DB07960	drugbank	5 acetamido 5 6 dihydro 4 hydroxy 6 isobutoxy 4h pyran 2 carboxylic acid	0.65364814	5-acetamido-n-(2- hydroxyethyl)-2,4,6-triiodoisophthalamic acid	5-acetamido-5,6-dihydro-4-hydroxy-6-isobutoxy-4h-pyran-2-carboxylic acid	5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID	ioxitalamic acid	ioxitalamic acid	0
C0244718	DB07945	drugbank	5 3 carbamoylbenzyl 5 6 7 8 9 10 hexahydrocyclohepta b indole 4 carboxylic acid	0.65278083	1h-indole-2-carboxylic acid, 1-(2-((1-(ethoxycarbonyl)butyl)amino)-1-oxopropyl)octahydro-,(2s-(1(r*(r*))2alpha,3abeta,7abeta))-, compound with 2-methyl-2-propanamine(1:1)	5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid	5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid	Perindopril tert-butylamine	Perindopril Erbumine	0
C2698944	DB02542	drugbank	4s 5 fluoro l leucine	0.65066206	(+/-)-(1r*,3r*,4s*)-menthol	(4s)-5-fluoro-l-leucine	(4s)-5-Fluoro-L-Leucine	RACEMENTHOL	RACEMENTHOL	0
C0165703	DB03388	drugbank	3 2 4 dichlorobenzoyl isopropyl amino 5 phenylthiophene 2 carboxylic acid	0.64340156	1-methyl-3-(2-(n-(1-ethoxycarbonyl-3-phenylpropyl)amino)propionyl)-2-oxoimidazolidine-4-carboxylic acid	3-[(2,4-dichlorobenzoyl)(isopropyl)amino]-5-phenylthiophene-2-carboxylic acid	3-[(2,4-Dichlorobenzoyl)(Isopropyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid	imidapril	imidapril	0
C0165703	DB03647	drugbank	3 isopropyl 4 methylbenzoyl amino 5 phenylthiophene 2 carboxylic acid	0.64340156	1-methyl-3-(2-(n-(1-ethoxycarbonyl-3-phenylpropyl)amino)propionyl)-2-oxoimidazolidine-4-carboxylic acid	3-[isopropyl(4-methylbenzoyl)amino]-5-phenylthiophene-2-carboxylic acid	3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid	imidapril	imidapril	0
C0004886	DB00027	drugbank	bacillus brevis gramicidin d	0.6426517	attenuated bacillus calmette guerin	bacillus brevis gramicidin d	Gramicidin D	BCG	BCG Vaccine	0
C0037962	DB00140	drugbank	7 8 dimethyl 10 d ribo 2 3 4 5 tetrahydroxypentyl isoalloxazine	0.6425619	(4r,5s,6r,7r,9r,10r,11e,13e,16r)-10-{[(2r,5s,6r)-5-(dimethylamino)-6-methyltetrahydro-2h-pyran-2-yl]oxy}-9,16-dimethyl-5-methoxy-2-oxo-7-(2-oxoethyl)oxacyclohexadeca-11,13-dien-6-yl 3,6-dideoxy-4-o-(2,6-dideoxy-3-c-methyl-alpha-l-ribo-hexopyranosyl)-3-(dimethylamino)-alpha-d-glucopyranoside	7,8-dimethyl-10-(d-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine	Riboflavin	Spiramycine	Spiramycin	0
C0165703	DB00777	drugbank	3 propionyl 10 dimethylaminoisopropylphenothiazine	0.6421232	1-methyl-3-(2-(n-(1-ethoxycarbonyl-3-phenylpropyl)amino)propionyl)-2-oxoimidazolidine-4-carboxylic acid	3-propionyl-10-dimethylaminoisopropylphenothiazine	Propiomazine	imidapril	imidapril	0
C0244718	DB02316	drugbank	1 5 carboxypentyl 5 2 6 dichlorobenzyl oxy 1 h indole 2 carboxylic acid	0.64032745	1h-indole-2-carboxylic acid, 1-(2-((1-(ethoxycarbonyl)butyl)amino)-1-oxopropyl)octahydro-,(2s-(1(r*(r*))2alpha,3abeta,7abeta))-, compound with 2-methyl-2-propanamine(1:1)	1-(5-carboxypentyl)-5-[(2,6-dichlorobenzyl)oxy]-1 h-indole-2-carboxylic acid	1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid	Perindopril tert-butylamine	Perindopril Erbumine	0
