"CUI"	"synonymes"
"C0016367"	"flupenthixol antidepressant"
"C0016368"	"1-piperazineethanol, 4-(3-(2-(trifluoromethyl)-10h-phenothiazin-10-yl)propyl)-"
"C0016368"	"1-piperazineethanol, 4-(3-(2-(trifluoromethyl)-10h-phenothiazin-10-yl)propyl)-(9ci)"
"C0016368"	"fluphenazine"
"C0016368"	"flufenazin"
"C0016368"	"fluphenazine (product)"
"C0016368"	"fluphenazine (substance)"
"C0016368"	"fluphenazine [chemical/ingredient]"
"C0016368"	"fluphenazines"
"C0016375"	"2h-1,4-benzodiazepin-2-one, 7-chloro-1-(2-(diethylamino)ethyl)-5-(2-fluorophenyl)-1,3-dihydro-"
"C0016375"	"7-chloro-1-(2-(diethylamino)ethyl)-5-(2-fluorophenyl)-1,3-dihydro-2h-1,4-benzodiazepin-2-one"
"C0016375"	"flurazepam"
"C0016375"	"flurazepam (product)"
"C0016375"	"flurazepam (substance)"
"C0016375"	"flurazepam [chemical/ingredient]"
"C0016377"	"(1,1'-biphenyl)-4-acetic acid, 2-fluoro-alpha-methyl-"
"C0016377"	"2-fluoro-alpha-methyl-(1,1'-biphenyl)-4-acetic acid"
"C0016377"	"2-fluoro-alpha-methyl[1,1'-biphenyl]-4-acetic acid"
"C0016377"	"flurbiprofen"
"C0016377"	"flubiprofen"
"C0016377"	"flurbiprofen (product)"
"C0016377"	"flurbiprofen (substance)"
"C0016377"	"flurbiprofen [chemical/ingredient]"
"C0016377"	"flurbiprofen [oropharyngeal]"
"C0016377"	"flurbiprofen [oropharyngeal] (product)"
"C0016377"	"flurbiprofen [oropharyngeal] (substance)"
"C0016377"	"flurbiprofen product"
"C0016377"	"flurbiprofen product (substance)"
"C0016377"	"fluriproben"
"C0016377"	"flurbiprofen (medication)"
"C0016384"	"2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]propanamide"
"C0016384"	"4'-nitro-3'-trifluoromethylisobutyranilide"
"C0016384"	"alpha,alpha,alpha-trifluoro-2-methy-4'-nitro-m-propionotoluidide"
"C0016384"	"flut"
"C0016384"	"flutamide"
"C0016384"	"flutamide (product)"
"C0016384"	"flutamide (substance)"
"C0016384"	"flutamide [chemical/ingredient]"
"C0016384"	"niftolid"
"C0016384"	"niftolide"
"C0016384"	"propanamide, 2-methyl-n-(4-nitro-3-(trifluoromethyl)phenyl)-"
"C0016384"	"flutamide (medication)"
"C0082607"	"fluticasone"
"C0082607"	"fluticasone (product)"
"C0082607"	"fluticasone (substance)"
"C0082607"	"fluticasone [chemical/ingredient]"
"C0082607"	"fluticasone [nose]"
"C0082607"	"fluticasone [nose] (product)"
"C0082607"	"fluticasone [nose] (substance)"
"C0085228"	"1-pentanone, 5-methoxy-1-(4-(trifluoromethyl)phenyl)-, o-(2-aminoethyl)oxime, (e)-"
"C0085228"	"fluvoxamine"
"C0085228"	"fluoxamine"
"C0085228"	"fluvoxamine (product)"
"C0085228"	"fluvoxamine (substance)"
"C0085228"	"fluvoxamine [chemical/ingredient]"
"C1098510"	"fondaparinux"
"C1098510"	"fondaparinux (product)"
"C1098510"	"fondaparinux (substance)"
"C1098510"	"fondaparinux [chemical/ingredient]"
"C1176315"	"(3-(((4-aminophenyl)sulfonyl)(2-methylpropyl)amino)-1-(phenylmethyl)-2-(phosphonooxy)propyl)carbamic acid c-(tetrahydro-3-furanyl) ester"
"C1176315"	"fosamprenavir"
"C1176315"	"fosamprenavir (product)"
"C1176315"	"fosamprenavir (substance)"
"C1176315"	"fos-amprenavir"
"C1176315"	"fosamprenavir (medication)"
"C1176315"	"fosamprenavir [chemical/ingredient]"
"C0070895"	"carboxyphosphonic acid"
"C0070895"	"foscarnet"
"C0070895"	"foscarnet (product)"
"C0070895"	"foscarnet (substance)"
"C0070895"	"foscarnet [chemical/ingredient]"
"C0070895"	"phgosphonocarboxylic acid"
"C0070895"	"phosphinecarboxylic acid, dihydroxy-, oxide"
"C0070895"	"phosphonoformic acid"
"C0118168"	"fosinopril"
"C0118168"	"fosenopril"
"C0118168"	"fosinopril (product)"
"C0118168"	"fosinopril (substance)"
"C0118168"	"fosinopril [chemical/ingredient]"
"C0118168"	"l-proline, 4-cyclohexyl-1-(((2-methyl-1-(1-oxopropoxy)propoxy)(4-phenylbutyl)phosphinyl)acetyl)-, (1(s*(r*)),2alpha,4beta)-"
"C0118168"	"ace inhibitors fosinopril"
"C0118168"	"fosinopril (medication)"
"C0060696"	"1-[n-(2-chloroethyl)-n-nitrosoureido]ethylphosphonic acid diethyl ester"
"C0060696"	"fotemustine"
"C0060696"	"fotemustine (substance)"
"C0060696"	"[1-[[[(2-chloroethyl)nitrosamino]-carbonyl]amino]ethyl]phosphonic acid diethyl ester"
"C0060696"	"diethyl-1-(3-(2-chloroethyl)-3-nitrosoureido)ethylphosphonate"
"C0060696"	"diethyl[1-[3-(2-chloroethyl)-3-nitrosoureido]ethyl]phosphonate"
"C0060696"	"fotemustine (medication)"
"C0754647"	"3-methylamino-6-carboxamido-1,2,3,4-tetrahydrocarbazole"
"C0754647"	"frovatriptan"
"C0754647"	"frovatriptan (product)"
"C0754647"	"frovatriptan (substance)"
"C0754647"	"frovatriptan product"
"C0754647"	"frovatriptan product (product)"
"C0754647"	"frovatriptan [chemical/ingredient]"
"C0016855"	"2-oxazolidinone, 3-(((5-nitro-2-furanyl)methylene)amino)-"
"C0016855"	"furazolidone"
"C0016855"	"furazolidine"
"C0016855"	"furazolidone (product)"
"C0016855"	"furazolidone (substance)"
"C0016855"	"furazolidone [chemical/ingredient]"
"C0016855"	"nifurazolidone"
"C0016855"	"furazolidone (discontinued)"
"C0016855"	"furazolidone (discontinued) (medication)"
"C0016860"	"benzoic acid, 5-(aminosulfonyl)-4-chloro-2-((2-furanylmethyl)amino)-"
"C0016860"	"frs"
"C0016860"	"furosemide"
"C0016860"	"frusemid"
"C0016860"	"frusemide"
"C0016860"	"furosemide (product)"
"C0016860"	"furosemide (substance)"
"C0016860"	"furosemide [chemical/ingredient]"
"C0016860"	"fursemide"
"C0016860"	"furosemide (medication)"
"C0016967"	"6h-benzofuro(3a,3,2-ef)(2)benzazepin-6-ol, 4a,5,9,10,11,12-hexahydro-3-methoxy-11-methyl-"
"C0016967"	"galantamine"
"C0016967"	"galantamin"
"C0016967"	"galantamine (product)"
"C0016967"	"galantamine (substance)"
"C0016967"	"galantamine [chemical/ingredient]"
"C0016967"	"galanthamine"
"C0016967"	"lycoremine"
"C0017066"	"2'-nor-2'-deoxyguanosine"
"C0017066"	"2'ndg"
"C0017066"	"2-amino-1,9-[[2-hydroxy-1-(hydroxymethyl)ethoxy]methyl]-6h-purin-6-one"
"C0017066"	"6h-purin-6-one, 2-amino-1,9-dihydro-9-((2-hydroxy-1-(hydroxymethyl)ethoxy)methyl)-"
"C0017066"	"9-[(1,3-dihydroxy-2-propoxy)methyl]guanine"
"C0017066"	"dhpg"
"C0017066"	"ganciclovir"
"C0017066"	"gcv"
"C0017066"	"ganciclovir (product)"
"C0017066"	"ganciclovir (substance)"
"C0017066"	"ganciclovir [chemical/ingredient]"
"C0017066"	"ganciclovir [eye]"
"C0017066"	"ganciclovir [eye] (product)"
"C0017066"	"ganciclovir product"
"C0017066"	"gancyclovir"
"C0017066"	"nordeoxyguanosine"
"C0017066"	"dihydroxypropoxymethylguanine"
"C0017066"	"ganciclovir (medication)"
"C1122962"	"4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline"
"C1122962"	"4-(3chloro-4-flurophenylamine)-7-methoxy-6(3-(4morpholinyl)quinazoline"
"C1122962"	"4-quinazolinamine, n-(3-chloro-4-fluorophenyl)-7-methoxy-6-[3-4-morpholin] propoxy]"
"C1122962"	"gefitinib"
"C1122962"	"gefitinib (product)"
"C1122962"	"gefitinib (substance)"
"C1122962"	"n-(3-chloro-4-fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamide"
"C1122962"	"n-(3-chloro-4-fluorophenyl)-7-methoxy-6-[3-(4-morpholin) propoxy]-4-quinazolinamine"
"C1122962"	"gefitinib (medication)"
"C1122962"	"gefitinib [chemical/ingredient]"
"C0045093"	"1-(2-oxo-4-amino-1,2-dihydropyrimidin-1-yl)-2-deoxy-2,2-difluororibose"
"C0045093"	"2',2'-dfdc"
"C0045093"	"2',2'-difluoro-2'-deoxycytidine"
"C0045093"	"2',2'-difluorodeoxycytidine"
"C0045093"	"2'-deoxy-2',2'-difluorocytidine"
"C0045093"	"2'-deoxy-2'-difluorocytidine"
"C0045093"	"2'deoxy-2',2'-difluorocytidine"
"C0045093"	"2,2 difluorodexoycytidine"
"C0045093"	"difluorodeoxycytidine"
"C0045093"	"gemcitabine"
"C0045093"	"gemcitabine (product)"
"C0045093"	"gemcitabine (substance)"
"C0045093"	"dfdc"
"C0045093"	"dfdcyd"
"C0045093"	"gemcitabine [chemical/ingredient]"
"C0017245"	"gemfibrozil"
"C0017245"	"gemfibrosil"
"C0017245"	"gemfibrozil (product)"
"C0017245"	"gemfibrozil (substance)"
"C0017245"	"gemfibrozil [chemical/ingredient]"
"C0017245"	"gemfibrozil product"
"C0017245"	"pentanoic acid, 5-(2,5-dimethylphenoxy)-2,2-dimethyl-"
"C0017245"	"gemfibrozil (lopid)"
"C0017245"	"gemfibrozil (medication)"
"C0017436"	"gentamicins"
"C0017436"	"gentamicins [chemical/ingredient]"
"C0017436"	"gentamycins"
"C0393004"	"5-chloro-2,4-dihydroxypyridinediol"
"C0393004"	"cdhp"
"C0393004"	"chlorodihydroxypyridine"
"C0393004"	"gimeracil"
"C0017628"	"benzamide, 5-chloro-n-(2-(4-((((cyclohexylamino)carbonyl)amino)sulfonyl)phenyl)ethyl)-2-methoxy-"
"C0017628"	"glyburide"
"C0017628"	"glibenclamide"
"C0017628"	"glibenclamide (substance)"
"C0017628"	"glybenclamide"
"C0017628"	"glybenzcyclamide"
"C0017628"	"glyburide (product)"
"C0017628"	"glyburide (substance)"
"C0017628"	"glyburide [chemical/ingredient]"
"C0017628"	"gyburide"
"C0017628"	"glyburide (medication)"
"C0350998"	"1-((1r)-2-endo-hydroxy-3-endo-bornyl)-3-(p-tolylsulfonyl)urea"
"C0350998"	"glibornuride"
"C0350998"	"glibornuride (product)"
"C0350998"	"glibornuride (substance)"
"C0350998"	"urea, 1-(2-hydroxy-3-bornyl)-3-(p-tolylsulfonyl)-, (1r,2r,3s,4s)-"
"C0017631"	"1-(3-azabicyclo(3.3.0)oct-3-yl)-3-(p-tolylsulfonyl)urea"
"C0017631"	"benzenesulfonamide, n-(((hexahydrocyclopenta(c)pyrrol-2(1h)-yl)amino)carbonyl)-4-methyl-"
"C0017631"	"gliclazide"
"C0017631"	"gliclazide (product)"
"C0017631"	"gliclazide (substance)"
"C0017631"	"gliclazide [chemical/ingredient]"
"C0017631"	"gliklazid"
"C0017631"	"glyclazide"
"C0017631"	"glyclizide"
"C0017631"	"gliclazide (medication)"
"C0061323"	"1-(4-(2-(3-ethyl-4-methyl-2-oxo-3-pyrrolinecarboxamido)ethyl)phenylsulfonyl)-3-(4-methylcyclohexyl)urea"
"C0061323"	"glimepiride"
"C0061323"	"glimepiride (product)"
"C0061323"	"glimepiride (substance)"
"C0061323"	"glimepiride (medication)"
"C0061323"	"glimepiride [chemical/ingredient]"
"C0061323"	"glymepiride"
"C0017642"	"glipizide"
"C0017642"	"glidiazinamide"
"C0017642"	"glipizide (product)"
"C0017642"	"glipizide (substance)"
"C0017642"	"glipizide [chemical/ingredient]"
"C0017642"	"glipizide product"
"C0017642"	"glydiazinamide"
"C0017642"	"glypidizine"
"C0017642"	"pyrazinecarboxamide, n-(2-(4-((((cyclohexylamino)carbonyl)amino)sulfonyl)phenyl)ethyl)-5-methyl-"
"C0017642"	"glipizide (medication)"
"C2353893"	"golimumab"
"C2353893"	"golimumab (product)"
"C2353893"	"golimumab (substance)"
"C2353893"	"golimumab (medication)"
"C2353893"	"tumor necrosis factor alpha blockers golimumab"
"C0079466"	"benzeneacetamide, n-(aminoiminomethyl)-2,6-dichloro-"
"C0079466"	"guanfacine"
"C0079466"	"guanfacine (product)"
"C0079466"	"guanfacine (substance)"
"C0079466"	"guanfacine [chemical/ingredient]"
"C0079466"	"guanfacine (medication)"
"C0062092"	"7-chloro-1,3-dihydro-5-phenyl-1- (2,2,2-trifluoroethyl)-2h-1,4-benzodiazepin-2-one"
"C0062092"	"halazepam"
"C0062092"	"halazepam (substance)"
"C0062092"	"halazepam product"
"C0062092"	"halazepam product (product)"
"C0062092"	"halazepam (medication)"
"C0062092"	"halazepam [chemical/ingredient]"
"C0120726"	"halofantrine"
"C0120726"	"halofantrine (product)"
"C0120726"	"halofantrine (substance)"
"C0120726"	"halofantrine (medication)"
"C0120726"	"halofantrine [chemical/ingredient]"
"C0018546"	"1-butanone, 4-(4-(4-chlorophenyl)-4-hydroxy-1-piperidinyl)-1-(4-fluorophenyl)-"
"C0018546"	"4-[4-(4-chlorophenyl)-4-hydroxy-1-piperidinyl]-1-(4-fluorophenyl)-1-butanone"
"C0018546"	"haloperidol"
"C0018546"	"haloperidol (product)"
"C0018546"	"haloperidol (substance)"
"C0018546"	"haloperidol [chemical/ingredient]"
"C0018546"	"haloperidol [antipsychotic]"
"C0018546"	"haloperidol [antipsychotic] (product)"
"C0018546"	"haloperidol [antipsychotic] (substance)"
"C0018546"	"haloperidol [tics, chorea]"
"C0018546"	"haloperidol [tics, chorea] [see d47..]"
"C0018546"	"haloperidol [tics, chorea] [see d47..] (product)"
"C0018546"	"haloperidol [tics, chorea] [see d47..] (substance)"
"C0018546"	"haloperidol (medication)"
"C0018549"	"1,1,1-trifluoro-2-chloro-2-bromoethane"
"C0018549"	"1,1,1-trifluoro-2-bromo-2-chloroethane"
"C0018549"	"ethane, 2-bromo-2-chloro-1,1,1-trifluoro-"
"C0018549"	"halothane"
"C0018549"	"halothane (product)"
"C0018549"	"halothane (substance)"
"C0018549"	"halothane [chemical/ingredient]"
"C0120735"	"10-bromo-11b-(2-fluorophenyl)-2,3,7,11b-tetrahydrooxazolo(3,2-d)(1,4)benzodiazepin-6(5h)-one"
"C0120735"	"haloxazolam"
"C0019469"	"2,4,6(1h,3h,5h)-pyrimidinetrione, 5-(1-cyclohexen-1-yl)-1,5-dimethyl-"
"C0019469"	"enhexymal"
"C0019469"	"erhexymal"
"C0019469"	"hexobarbital"
"C0019469"	"hexobarbital (product)"
"C0019469"	"hexobarbital (substance)"
"C0019469"	"hexobarbital [chemical/ingredient]"
"C0019469"	"hexobarbitone"
"C0019469"	"methexenyl"
"C0019469"	"methylhexabital"
"C0019469"	"hexobarbital (medication)"
"C0019497"	"1,3-benzenediol, 4-hexyl-"
"C0019497"	"4 hexylresorcinol"
"C0019497"	"4-hexylresorcinol"
"C0019497"	"hexylresorcinol"
"C0019497"	"hexylresorcinol (product)"
"C0019497"	"hexylresorcinol (substance)"
"C0019497"	"hexylresorcinol [chemical/ingredient]"
"C0019497"	"hexylresorcinol (medication)"
"C0628458"	"histapyrrodine"
"C0628458"	"n-benzyl-n-(2-(1-pyrrolidinyl)ethyl)anilin"
"C0628458"	"n-phenyl-n-benzyl-1-pyrrolidineethanamine"
"C0062922"	"homatropine"
"C0062922"	"homatropine (product)"
"C0062922"	"homatropine (substance)"
"C0062922"	"homatropine [chemical/ingredient]"
"C0020261"	"2h-1,2,4-benzothiadiazine-7-sulfonamide, 6-chloro-3,4-dihydro-, 1,1-dioxide"
"C0020261"	"6-chloro-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide"
"C0020261"	"dichlothiazide"
"C0020261"	"dihydrochlorothiazide"
"C0020261"	"hctz"
"C0020261"	"hydrochlorothiazide"
"C0020261"	"hydrochlorothiazide (product)"
"C0020261"	"hydrochlorothiazide (substance)"
"C0020261"	"hydrochlorothiazide [chemical/ingredient]"
"C0020261"	"hydrochlorothiazide (medication)"
"C0020268"	"(11beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione"
"C0020268"	"17-hydroxycorticosterone"
"C0020268"	"compound f"
"C0020268"	"compound f preparation"
"C0020268"	"cortisol"
"C0020268"	"cortisol (substance)"
"C0020268"	"cortisol preparation"
"C0020268"	"cortisol product"
"C0020268"	"dihydrocortisone"
"C0020268"	"domolene"
"C0020268"	"hc"
"C0020268"	"hc - hydrocortisone"
"C0020268"	"hydrocortisone"
"C0020268"	"hydrocortisone (substance)"
"C0020268"	"hydrocortisone [chemical/ingredient]"
"C0020268"	"hydrocortisone preparation"
"C0020268"	"hydrocortisone preparation (product)"
"C0020268"	"hydrocortisone preparation (substance)"
"C0020268"	"hydrocortisone product"
"C0020268"	"pregn-4-ene-3,20-dione, 11,17,21-trihydroxy-, (11beta)-"
"C0020268"	"therapeutic hydrocortisone"
"C0020268"	"cortisols"
"C0020268"	"hydrocortisone (medication)"
"C0020268"	"hydrocortisones"
"C0012306"	"(-)-hydromorphone"
"C0012306"	"dihydromorphinone"
"C0012306"	"hydromorphone"
"C0012306"	"hydromorphon"
"C0012306"	"hydromorphone (product)"
"C0012306"	"hydromorphone (substance)"
"C0012306"	"hydromorphone [chemical/ingredient]"
"C0012306"	"morphinan-6-one, 4,5-epoxy-3-hydroxy-17-methyl-, (5alpha)-"
"C0012306"	"hydromorphone (medication)"
"C0063103"	"dihydroquinidine"
"C0063103"	"dihydroquinine"
"C0063103"	"hydroquinidine"
"C0063103"	"hydroquinine"
"C0063105"	"hydrotalcite"
"C0063105"	"hydrotalcite (product)"
"C0063105"	"hydrotalcite (substance)"
"C0020402"	"hu"
"C0020402"	"hyd"
"C0020402"	"hydroxyurea"
"C0020402"	"hydroxycarbamid"
"C0020402"	"hydroxycarbamide"
"C0020402"	"hydroxyurea (product)"
"C0020402"	"hydroxyurea (substance)"
"C0020402"	"hydroxyurea [chemical/ingredient]"
"C0020402"	"urea, hydroxy-"
"C0020402"	"hydroxy urea"
"C0020402"	"hydroxyurea (medication)"
"C0020336"	"hcq"
"C0020336"	"hydroxychloroquine"
"C0020336"	"hydroxychlorochin"
"C0020336"	"hydroxychloroquine (product)"
"C0020336"	"hydroxychloroquine (substance)"
"C0020336"	"hydroxychloroquine [chemical/ingredient]"
"C0020336"	"oxychlorochin"
"C0020336"	"oxychloroquine"
"C0020336"	"ethanol, 2-((4-((7-chloro-4-quinolinyl)amino)pentyl)ethylamino)-"
"C0020387"	"hydroxyprogesterone"
"C0020387"	"hydroxyprogesterone (substance)"
"C0020387"	"hydroxyprogesterones"
"C0020387"	"hydroxyprogesterones [chemical/ingredient]"
"C0020404"	"2-(2-(4-((4-chlorophenyl)phenylmethyl)-1-piperazinyl)ethoxy)ethanol"
"C0020404"	"ethanol, 2-(2-(4-((4-chlorophenyl)phenylmethyl)-1-piperazinyl)ethoxy)-"
"C0020404"	"hydroxyzine"
"C0020404"	"hydroxyzine (product)"
"C0020404"	"hydroxyzine (substance)"
"C0020404"	"hydroxyzine [chemical/ingredient]"
"C1272713"	"ibritumomab"
"C1272713"	"ibritumomab (product)"
"C3501358"	"2-propen-1-one, 1-((3r)-3-(4-amino-3-(4-phenoxyphenyl)-1h-pyrazolo(3,4-d)pyrimidin-1-yl)-1-piperidinyl)-"
"C3501358"	"ibrutinib"
"C3501358"	"ibrutinib (substance)"
"C3501358"	"chemotherapeutics growth-signaling inhibitors ibrutinib"
"C3501358"	"ibrutinib (medication)"
"C0020740"	"(.+ -.)-p-isobutylhydratropic acid"
"C0020740"	"benzeneacetic acid, alpha-methyl-4-(2-methylpropyl)-"
"C0020740"	"ibuprofen"
"C0020740"	"ibuprofen (product)"
"C0020740"	"ibuprofen (substance)"
"C0020740"	"ibuprofen pmr"
"C0020740"	"ibuprofen [chemical/ingredient]"
"C0020740"	"ibuprofen [cns analgesic]"
"C0020740"	"ibuprofen [cns analgesic] [see j28..]"
"C0020740"	"ibuprofen [cns analgesic] [see j28..] (product)"
"C0020740"	"ibuprofen [cns analgesic] [see j28..] (substance)"
"C0020740"	"ibuprofen [musc-skel use 2]"
"C0020740"	"ibuprofen [musc-skel]"
"C0020740"	"ibuprofen [musculoskeletal use 2]"
"C0020740"	"ibuprofen [musculoskeletal use 2] (product)"
"C0020740"	"ibuprofen [musculoskeletal use 2] (substance)"
"C0020740"	"ibuprofen [musculoskeletal use]"
"C0020740"	"ibuprofen [musculoskeletal use] (product)"
"C0020740"	"ibuprofen [musculoskeletal use] (substance)"
"C0020740"	"ibuprofen product"
"C0020740"	"ibuprofen product (substance)"
"C0020740"	"propionic acid-ibuprofen"
"C0020740"	"alpha-methyl-4-(2-methylpropyl)benzeneacetic acid"
"C0020740"	"ibuprofen (otc)"
"C0020740"	"ibuprofen (medication)"
"C0020740"	"ibuprofen products"
"C0020740"	"non-prescription ibuprofen"
"C0020740"	"non-prescription ibuprofen (medication)"
"C0020740"	"p-isobutylhydratropic acid"
"C0020789"	"(1s,3s)-3-acetyl-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-6,11-dioxo-1-naphthacenyl-3-amino-2,3,6-trideoxy-alpha-l-hexopyranoside"
"C0020789"	"(7s-cis)-9-acetyl-7-[(3-amino-2,3,6-trideoxy-alpha-l-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,9,11-trihydroxy-5,12-naphthacenedione"
"C0020789"	"4 demethoxydaunorubicin"
"C0020789"	"4 desmethoxydaunorubicin"
"C0020789"	"4-dmdr"
"C0020789"	"4-demethoxydaunomycin"
"C0020789"	"4-demethoxydaunorubicin"
"C0020789"	"4-desmethoxydaunorubicin"
"C0020789"	"4dmdr"
"C0020789"	"5,12-naphthacenedione, 9-acetyl-7-((3-amino-2,3,6-trideoxy-alpha-l-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,9,11-trihydroxy-, (7s-cis)-"
"C0020789"	"demethoxydaunorubicin 04"
"C0020789"	"dmdr"
"C0020789"	"ida"
"C0020789"	"idarubicin"
"C0020789"	"idarubicin (product)"
"C0020789"	"idarubicin (substance)"
"C0020789"	"idarubicin [chemical/ingredient]"
"C0020823"	"2-oxo-n,3-bis-(2-chloroethyl) tetrahydro-2h-1,3,2-oxazaphosphorin- 2-amine"
"C0020823"	"2h-1,3,2-oxazaphosphorin-2-amine, n,3-bis(2-chloroethyl)tetrahydro-, 2-oxide"
"C0020823"	"3-(2-chloroethyl)-2-[(2-chloroethyl)amino]tetrahydro-2h-1,3,2-oxazaphosphorin-2-oxide"
"C0020823"	"iff"
"C0020823"	"ifo"
"C0020823"	"ifosfamide"
"C0020823"	"ifx"
"C0020823"	"ipp"
"C0020823"	"ifosfamide (product)"
"C0020823"	"ifosfamide (substance)"
"C0020823"	"ifosfamide [chemical/ingredient]"
"C0020823"	"iphosphamid"
"C0020823"	"iphosphamide"
"C0020823"	"iso endoxan"
"C0020823"	"iso-endoxan"
"C0020823"	"isoendoxan"
"C0020823"	"isofosfamide"
"C0020823"	"isophosphamide"
"C0020823"	"n,3-bis(2-chloroethyl)tetrahydro-2h-1,3,2-oxazaphosphorin-2-amine 2-oxide"
"C0020823"	"naxamide"
"C0020823"	"ifosfamide (medication)"
"C0020823"	"ipps"
"C0079594"	"(e)-(3as,4r,5r,6as)-hexahydro-5-hydroxy-4-((e)-(3s,4rs)-3-hydroxy-4-methyl-1-octen-6-ynyl)-delta(sup 2(1h),delta)-pentalenevaleric acid"
"C0079594"	"ciloprost"
"C0079594"	"iloprost"
"C0079594"	"iloprost (product)"
"C0079594"	"iloprost (substance)"
"C0079594"	"iloprost [chemical/ingredient]"
"C0079594"	"pentanoic acid, 5-(hexahydro-5-hydroxy-4-(3-hydroxy-4-methyl-1-octen-6-ynyl)-2(1h)-pentalenylidene)"
"C0079594"	"pentanoic acid, 5-(hexahydro-5-hydroxy-4-(3-hydroxy-4-methyl-1-octen-6-ynyl)-2(1h)-pentalenylidene)-"
"C0079594"	"iloprost (medication)"
"C0079594"	"vasodilators pulmonary iloprost"
"C2711856"	"iloprost trometamol"
"C2711856"	"iloprost trometamol (substance)"
"C0935989"	"4-[(4-methyl-1-piperazinyl)methyl]-n-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]benzamide"
"C0935989"	"alpha-(4-methyl-1-piperazinyl)-3'-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-tolu-p-toluidide"
"C0935989"	"imatinib"
"C0935989"	"imatinib (product)"
"C0935989"	"imatinib (substance)"
"C0935989"	"imatinib (medication)"
"C0165703"	"(s)-3-(n-((s)-1-ethoxycarbonyl-3-phenylpropyl)-l-alanyl)-1-methyl-2-oxoimidazoline-4-carboxylic acid"
"C0165703"	"1-methyl-3-(2-(n-(1-ethoxycarbonyl-3-phenylpropyl)amino)propionyl)-2-oxoimidazolidine-4-carboxylic acid"
"C0165703"	"4-imidazolidinecarboxylic acid, 3-(2-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)-1-methyl-2-oxo-, monohydrochloride, (4s-(3(r*(r*)),4r*))-"
"C0165703"	"imidapril"
"C0165703"	"imidapril (product)"
"C0165703"	"imidapril (substance)"
"C0165703"	"imidapril (medication)"
"C0020933"	"1-azabicyclo(3.2.0)hept-2-ene-2-carboxylic acid, 6-(1-hydroxyethyl)-3-((2-((iminomethyl)amino)ethyl)thio)-7-oxo-, (5r-(5alpha,6alpha(r*)))-"
"C0020933"	"formimidoylthienamycin n"
"C0020933"	"imipenem"
"C0020933"	"imipemide"
"C0020933"	"imipenem (product)"
"C0020933"	"imipenem (substance)"
"C0020933"	"imipenem [chemical/ingredient]"
"C0020933"	"n formimidoylthienamycin"
"C0020933"	"n-f-thienamycin"
"C0020933"	"n-formimidoylthienamycin"
"C0020933"	"n-formimidoythienamycin"
"C0020933"	"antibacterial imipenem"
"C0020933"	"imipenem (medication)"
"C0020934"	"5h-dibenz(b,f)azepine-5-propanamine, 10,11-dihydro-n,n-dimethyl-"
"C0020934"	"imipramine"
"C0020934"	"imidobenzyle"
