"CUI"	"synonymes"	"synonymes"
"C0007257"	"carmustine (substance)"	"carmustine substance "
"C0007257"	"carmustine [chemical/ingredient]"	"carmustine chemical ingredient "
"C0007257"	"fivb"	"fivb"
"C0007257"	"n,n'-bis(2-chloroethyl)-n-nitrosourea"	"n n bis 2 chloroethyl n nitrosourea"
"C0007257"	"urea, n,n'-bis(2-chloroethyl)-n-nitroso-"	"urea n n bis 2 chloroethyl n nitroso "
"C0007257"	"bis chloroethylnitrosourea"	"bis chloroethylnitrosourea"
"C0007257"	"carmustine (medication)"	"carmustine medication "
"C0054826"	"5-(3-(4-piperidino-4-carbamoylpiperidino)propyl)- 10,11-dihydro-5(h)-dibenz(b,f)azepine"	"5 3 4 piperidino 4 carbamoylpiperidino propyl 10 11 dihydro 5 h dibenz b f azepine"
"C0054826"	"carpipramine"	"carpipramine"
"C0054826"	"carbadipimidine"	"carbadipimidine"
"C0007299"	"2(1h)-quinolinone, 5-(3-((1,1-dimethylethyl)amino)-2-hydroxypropoxy)-3,4-dihydro-"	"2 1h quinolinone 5 3 1 1 dimethylethyl amino 2 hydroxypropoxy 3 4 dihydro "
"C0007299"	"carteolol"	"carteolol"
"C0007299"	"carteolol (product)"	"carteolol product "
"C0007299"	"carteolol (substance)"	"carteolol substance "
"C0007299"	"carteolol [chemical/ingredient]"	"carteolol chemical ingredient "
"C0054836"	"carvedilol"	"carvedilol"
"C0054836"	"carvedilol (product)"	"carvedilol product "
"C0054836"	"carvedilol (substance)"	"carvedilol substance "
"C0054836"	"carvedilol (medication)"	"carvedilol medication "
"C0054836"	"carvedilol [chemical/ingredient]"	"carvedilol chemical ingredient "
"C0205704"	"cascara sagrada"	"cascara sagrada"
"C0205704"	"cascara sagrada extract"	"cascara sagrada extract"
"C0205704"	"cascara sagrada oral fluid extract"	"cascara sagrada oral fluid extract"
"C0205704"	"cascara sagrada@@oral@fluid extract"	"cascara sagrada oral fluid extract"
"C0205704"	"cascara"	"cascara"
"C0205704"	"cascara (product)"	"cascara product "
"C0205704"	"cascara (substance)"	"cascara substance "
"C0205704"	"cascara sagrada fluid extract"	"cascara sagrada fluid extract"
"C0205704"	"cascara [chemical/ingredient]"	"cascara chemical ingredient "
"C0205704"	"sacred bark"	"sacred bark"
"C0205704"	"cascara sagrada (medication)"	"cascara sagrada medication "
"C0205704"	"laxatives cascara sagrada"	"laxatives cascara sagrada"
"C0007541"	"(6r,7r)-7-(r)-mandelamido-3-(((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-carboxylic acid"	"6r 7r 7 r mandelamido 3 1 methyl 1h tetrazol 5 yl thio methyl 8 oxo 5 thia 1 azabicyclo 4 2 0 oct 2 ene carboxylic acid"
"C0007541"	"5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-((hydroxyphenylacetyl)amino)-3-(((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-, (6r-(6alpha,7beta(r*)))-"	"5 thia 1 azabicyclo 4 2 0 oct 2 ene 2 carboxylic acid 7 hydroxyphenylacetyl amino 3 1 methyl 1h tetrazol 5 yl thio methyl 8 oxo 6r 6alpha 7beta r "
"C0007541"	"cefamandole"	"cefamandole"
"C0007541"	"cefamandole (product)"	"cefamandole product "
"C0007541"	"cefamandole (substance)"	"cefamandole substance "
"C0007541"	"cefamandole [chemical/ingredient]"	"cefamandole chemical ingredient "
"C0007541"	"cephamandole"	"cephamandole"
"C0538927"	"4-(5-(4-methylphenyl)-3-(trifluoromethyl)-1h-pyrazol-1-yl)benzenesulfonamide"	"4 5 4 methylphenyl 3 trifluoromethyl 1h pyrazol 1 yl benzenesulfonamide"
"C0538927"	"benzenesulfonamide, 4-[5-(4-methylphenyl)-3-(trifluoromethyl)-1h-pyrazol-1-yl]-"	"benzenesulfonamide 4 5 4 methylphenyl 3 trifluoromethyl 1h pyrazol 1 yl "
"C0538927"	"celecoxib"	"celecoxib"
"C0538927"	"celecoxib (product)"	"celecoxib product "
"C0538927"	"celecoxib (substance)"	"celecoxib substance "
"C0538927"	"celecoxib [chemical/ingredient]"	"celecoxib chemical ingredient "
"C0538927"	"celecoxib product"	"celecoxib product"
"C0538927"	"celecoxib product (product)"	"celecoxib product product "
"C0538927"	"celecoxib (medication)"	"celecoxib medication "
"C0055021"	"celiprolol"	"celiprolol"
"C0055021"	"celiprolol (product)"	"celiprolol product "
"C0055021"	"celiprolol (substance)"	"celiprolol substance "
"C0055021"	"celiprolol [chemical/ingredient]"	"celiprolol chemical ingredient "
"C0055021"	"n'-(3-acetyl-4-(3-((1,1-dimethylethyl)amino)-2-hydroxypropoxy)phenyl)-n,n-diethylurea"	"n 3 acetyl 4 3 1 1 dimethylethyl amino 2 hydroxypropoxy phenyl n n diethylurea"
"C0055021"	"urea, n'-(3-acetyl-4-(3-((1,1-dimethylethyl)amino)-2-hydroxypropoxy)phenyl)-n,n-diethyl-"	"urea n 3 acetyl 4 3 1 1 dimethylethyl amino 2 hydroxypropoxy phenyl n n diethyl "
"C3818721"	"2,4-pyrimidinediamine, 5-chloro-n4-(2-((1-methylethyl)sulfonyl)phenyl)-n2-(5-methyl-2-(1-methylethoxy)-4-(4-piperidinyl)phenyl)-"	"2 4 pyrimidinediamine 5 chloro n4 2 1 methylethyl sulfonyl phenyl n2 5 methyl 2 1 methylethoxy 4 4 piperidinyl phenyl "
"C3818721"	"5-chloro-n2-(2-isopropoxy-5-methyl-4-(piperidin-4-yl)phenyl)-n4-(2-(isopropylsulfonyl)phenyl)pyrimidine-2,4-diamine"	"5 chloro n2 2 isopropoxy 5 methyl 4 piperidin 4 yl phenyl n4 2 isopropylsulfonyl phenyl pyrimidine 2 4 diamine"
"C3818721"	"ceritinib"	"ceritinib"
"C3818721"	"ceritinib (product)"	"ceritinib product "
"C3818721"	"ceritinib (substance)"	"ceritinib substance "
"C3818721"	"ceritinib (medication)"	"ceritinib medication "
"C3818721"	"chemotherapeutics growth-signaling inhibitors ceritinib"	"chemotherapeutics growth signaling inhibitors ceritinib"
"C1872109"	"certolizumab"	"certolizumab"
"C1872109"	"certolizumab pegol"	"certolizumab pegol"
"C1872109"	"czp"	"czp"
"C1872109"	"certolizumab pegol [chemical/ingredient]"	"certolizumab pegol chemical ingredient "
"C1872109"	"certolizumab pegols"	"certolizumab pegols"
"C1872109"	"certolizumab pegol (product)"	"certolizumab pegol product "
"C1872109"	"certolizumab pegol (substance)"	"certolizumab pegol substance "
"C1872109"	"pegol, certolizumab"	"pegol certolizumab"
"C1872109"	"pegols, certolizumab"	"pegols certolizumab"
"C1872109"	"certolizumab pegol (medication)"	"certolizumab pegol medication "
"C0055155"	"benzenemethanaminium, n-hexadecyl, n,n-dimethyl-"	"benzenemethanaminium n hexadecyl n n dimethyl "
"C0055155"	"benzylhexadecyldimethylammonium"	"benzylhexadecyldimethylammonium"
"C0055155"	"cetalkonium"	"cetalkonium"
"C0055155"	"cetalkonium (product)"	"cetalkonium product "
"C0055155"	"cetalkonium (substance)"	"cetalkonium substance "
"C0055155"	"cetyldimethylbenzylammnoium"	"cetyldimethylbenzylammnoium"
"C0055155"	"cetyldimethylbenzylammonium"	"cetyldimethylbenzylammonium"
"C0055155"	"cetyldimethylbenzylammonium (substance)"	"cetyldimethylbenzylammonium substance "
"C0995188"	"anti-egfr monoclonal antibody"	"anti egfr monoclonal antibody"
"C0995188"	"anti-epidermal growth factor receptor monoclonal antibody"	"anti epidermal growth factor receptor monoclonal antibody"
"C0995188"	"cetuximab"	"cetuximab"
"C0995188"	"cetuximab (product)"	"cetuximab product "
"C0995188"	"cetuximab (substance)"	"cetuximab substance "
"C0995188"	"cetuximab [chemical/ingredient]"	"cetuximab chemical ingredient "
"C0995188"	"chimeric anti-egfr monoclonal antibody"	"chimeric anti egfr monoclonal antibody"
"C0995188"	"chimeric moab c225"	"chimeric moab c225"
"C0995188"	"chimeric monoclonal antibody c225"	"chimeric monoclonal antibody c225"
"C0995188"	"immunoglobulin g1, anti-(human epidermal growth factor receptor) (human-mouse monoclonal c225 gamma1-chain), disulfide with human-mouse monoclonal c225 kappa-chain, dimer"	"immunoglobulin g1 anti human epidermal growth factor receptor human mouse monoclonal c225 gamma1 chain disulfide with human mouse monoclonal c225 kappa chain dimer"
"C0995188"	"cetuximab (medication)"	"cetuximab medication "
"C1828842"	"charbon active"	"charbon active"
"C0008163"	".gamma.-(p-bis(2-chloroethyl)aminophenyl)butyric acid"	"gamma p bis 2 chloroethyl aminophenyl butyric acid"
"C0008163"	".gamma.-[p-di(2-chloroethyl)aminophenyl]butyric acid"	"gamma p di 2 chloroethyl aminophenyl butyric acid"
"C0008163"	".gamma.-[p-bis(2-chloroethyl)aminophenyl]butyric acid"	"gamma p bis 2 chloroethyl aminophenyl butyric acid"
"C0008163"	"4-(bis(2-chloroethyl)amino)benzenebutanoic acid"	"4 bis 2 chloroethyl amino benzenebutanoic acid"
"C0008163"	"4-[bis(2-chloroethyl)amino]benzenebutanoic acid"	"4 bis 2 chloroethyl amino benzenebutanoic acid"
"C0008163"	"4-[p-[bis(2-chloroethyl)amino]phenyl]butyric acid"	"4 p bis 2 chloroethyl amino phenyl butyric acid"
"C0008163"	"benzenebutanoic acid, 4-(bis(2-chloroethyl)amino)-"	"benzenebutanoic acid 4 bis 2 chloroethyl amino "
"C0008163"	"benzenebutanoic acid, 4-[bis(2-chloroethyl)amino]- (9ci)"	"benzenebutanoic acid 4 bis 2 chloroethyl amino 9ci "
"C0008163"	"butyric acid, 4-(p-[bis(2-chloroethyl)amino]phenyl)-"	"butyric acid 4 p bis 2 chloroethyl amino phenyl "
"C0008163"	"butyric acid, 4-(p-bis(2-chloroethyl)aminophenyl)-"	"butyric acid 4 p bis 2 chloroethyl aminophenyl "
"C0008163"	"cbl"	"cbl"
"C0008163"	"chl"	"chl"
"C0008163"	"chlorambucil"	"chlorambucil"
"C0008163"	"clb"	"clb"
"C0008163"	"chlorambucil (product)"	"chlorambucil product "
"C0008163"	"chlorambucil (substance)"	"chlorambucil substance "
"C0008163"	"chlorambucil [chemical/ingredient]"	"chlorambucil chemical ingredient "
"C0008163"	"chlorambucilum"	"chlorambucilum"
"C0008163"	"chloraminophen"	"chloraminophen"
"C0008163"	"chloraminophene"	"chloraminophene"
"C0008163"	"chlorbutin"	"chlorbutin"
"C0008163"	"chlorbutine"	"chlorbutine"
"C0008163"	"chloroambucil"	"chloroambucil"
"C0008163"	"chlorobutin"	"chlorobutin"
"C0008163"	"chlorobutine"	"chlorobutine"
"C0008163"	"n,n-di-(2-chloroethyl)-p-aminophenylbutyric acid"	"n n di 2 chloroethyl p aminophenylbutyric acid"
"C0008163"	"n,n-di-2-chloroethyl-.gamma.-p-aminophenylbutyric acid"	"n n di 2 chloroethyl gamma p aminophenylbutyric acid"
"C0008163"	"n,n-di-2-chloroethyl-gamma-p-aminophenylbutyric acid"	"n n di 2 chloroethyl gamma p aminophenylbutyric acid"
"C0008163"	"phenylbutyric acid nitrogen mustard"	"phenylbutyric acid nitrogen mustard"
"C0008163"	"butyric acid, 4-(p-bis(2-chloroethyl)aminophenyl)"	"butyric acid 4 p bis 2 chloroethyl aminophenyl "
"C0008163"	"chlorambucil (medication)"	"chlorambucil medication "
"C0008163"	"chlorbutinum"	"chlorbutinum"
"C0008163"	"gamma-(p-bis(2-chloroethyl)aminophenyl)butyric acid"	"gamma p bis 2 chloroethyl aminophenyl butyric acid"
"C0008163"	"gamma-[p-di(2-chloroethyl)aminophenyl]butyric acid"	"gamma p di 2 chloroethyl aminophenyl butyric acid"
"C0008163"	"p-(n, n-di-2-chloroethyl)aminophenyl butyric acid"	"p n n di 2 chloroethyl aminophenyl butyric acid"
"C0008163"	"p-n, n-di-(.beta.-chloroethyl)aminophenyl butyric acid"	"p n n di beta chloroethyl aminophenyl butyric acid"
"C0008163"	"p-n, n-di-(beta-chloroethyl)aminophenyl butyric acid"	"p n n di beta chloroethyl aminophenyl butyric acid"
"C0008163"	"para-n,n-di(b-chloroethyl)aminophenylbutyric acid"	"para n n di b chloroethyl aminophenylbutyric acid"
"C0008188"	"3h-1,4-benzodiazepin-2-amine, 7-chloro-n-methyl-5-phenyl, 4-oxide"	"3h 1 4 benzodiazepin 2 amine 7 chloro n methyl 5 phenyl 4 oxide"
"C0008188"	"3h-1,4-benzodiazepin-2-amine, 7-chloro-n-methyl-5-phenyl-, 4-oxide"	"3h 1 4 benzodiazepin 2 amine 7 chloro n methyl 5 phenyl 4 oxide"
"C0008188"	"7 chloro n methyl 5 phenyl 3h 1,4 benzodiazepin 2 amine 4 oxide"	"7 chloro n methyl 5 phenyl 3h 1 4 benzodiazepin 2 amine 4 oxide"
"C0008188"	"7-chloro-n-methyl-5-phenyl-3h-1,4-benzodiazepin-2-amine 4-oxide"	"7 chloro n methyl 5 phenyl 3h 1 4 benzodiazepin 2 amine 4 oxide"
"C0008188"	"chlordiazepoxide"	"chlordiazepoxide"
"C0008188"	"chlordiazepoxide (product)"	"chlordiazepoxide product "
"C0008188"	"chlordiazepoxide (substance)"	"chlordiazepoxide substance "
"C0008188"	"chlordiazepoxide [chemical/ingredient]"	"chlordiazepoxide chemical ingredient "
"C0008188"	"methaminodiazepoxide"	"methaminodiazepoxide"
"C0008188"	"chlordiazepoxide (discontinued)"	"chlordiazepoxide discontinued "
"C0008188"	"chlordiazepoxide (discontinued) (medication)"	"chlordiazepoxide discontinued medication "
"C0008214"	"17-(acetyloxy)-6-chloropregna-4,6-diene-3,20-dione"	"17 acetyloxy 6 chloropregna 4 6 diene 3 20 dione"
"C0008214"	"acetate, chlormadinon"	"acetate chlormadinon"
"C0008214"	"acetate, chlormadinone"	"acetate chlormadinone"
"C0008214"	"chlormadinone acetate"	"chlormadinone acetate"
"C0008214"	"chlormadinon acetate"	"chlormadinon acetate"
"C0008214"	"chlormadinone acetate [chemical/ingredient]"	"chlormadinone acetate chemical ingredient "
"C0008214"	"pregna-4,6-diene-3,20-dione, 17-(acetyloxy)-6-chloro-"	"pregna 4 6 diene 3 20 dione 17 acetyloxy 6 chloro "
"C0008214"	"chlormadinone acetate (medication)"	"chlormadinone acetate medication "
"C0008214"	"oral contraceptives chlormadinone acetate"	"oral contraceptives chlormadinone acetate"
"C0025033"	"bis(2-chloroethyl)methylamine"	"bis 2 chloroethyl methylamine"
"C0025033"	"chloramin"	"chloramin"
"C0025033"	"chlorethazine"	"chlorethazine"
"C0025033"	"chlormethine"	"chlormethine"
"C0025033"	"ethanamine, 2-chloro-n-(2-chloroethyl)-n-methyl-"	"ethanamine 2 chloro n 2 chloroethyl n methyl "
"C0025033"	"hn 2"	"hn 2"
"C0025033"	"hn2"	"hn2"
"C0025033"	"hn<sub>2</sub>"	"hn<sub>2< sub>"
"C0025033"	"hn>2<"	"hn>2<"
"C0025033"	"mechlorethamine"	"mechlorethamine"
"C0025033"	"mechlorethamine (product)"	"mechlorethamine product "
"C0025033"	"mechlorethamine (substance)"	"mechlorethamine substance "
"C0025033"	"mechlorethamine [chemical/ingredient]"	"mechlorethamine chemical ingredient "
"C0025033"	"methylbis(beta-chloroethyl)amine"	"methylbis beta chloroethyl amine"
"C0025033"	"methylchlorethamine"	"methylchlorethamine"
"C0025033"	"mustard"	"mustard"
"C0025033"	"mustine"	"mustine"
"C0025033"	"nh-2"	"nh 2"
"C0025033"	"nh2"	"nh2"
"C0025033"	"nm"	"nm"
"C0025033"	"nitrogen mustard"	"nitrogen mustard"
"C0025033"	"chloromethine"	"chloromethine"
"C0025033"	"ethanamine,2-chloro-n-(2-chloroethyl)-n-methyl"	"ethanamine 2 chloro n 2 chloroethyl n methyl"
"C0008269"	"1,4-pentanediamine, n4-(7-chloro-4-quinolinyl)-n1,n1-diethyl-"	"1 4 pentanediamine n4 7 chloro 4 quinolinyl n1 n1 diethyl "
"C0008269"	"chloroquine"	"chloroquine"
"C0008269"	"chingamin"	"chingamin"
"C0008269"	"chlorochin"	"chlorochin"
"C0008269"	"chloroquine (product)"	"chloroquine product "
"C0008269"	"chloroquine (substance)"	"chloroquine substance "
"C0008269"	"chloroquine [chemical/ingredient]"	"chloroquine chemical ingredient "
"C0008269"	"chloroquine [anti-malarial]"	"chloroquine anti malarial "
"C0008269"	"chloroquine [anti-malarial] (product)"	"chloroquine anti malarial product "
"C0008269"	"chloroquine [anti-malarial] (substance)"	"chloroquine anti malarial substance "
"C0008269"	"chloroquine [musculo-skeletal]"	"chloroquine musculo skeletal "
"C0008269"	"chloroquine [musculo-skeletal] (product)"	"chloroquine musculo skeletal product "
"C0008269"	"chloroquine [musculo-skeletal] (substance)"	"chloroquine musculo skeletal substance "
"C0008269"	"khingamin"	"khingamin"
"C0008269"	"chloroquine (medication)"	"chloroquine medication "
"C0008269"	"chloroquine products"	"chloroquine products"
"C0008281"	"2-pyridinepropanamine, gamma-(4-chlorophenyl)-n,n-dimethyl-"	"2 pyridinepropanamine gamma 4 chlorophenyl n n dimethyl "
"C0008281"	"3-(p-chlorophenyl)-3-(2-pyridyl)-n,n-dimethylpropylamine"	"3 p chlorophenyl 3 2 pyridyl n n dimethylpropylamine"
"C0008281"	"4-chloropheniramine"	"4 chloropheniramine"
"C0008281"	"chlorpheniramine"	"chlorpheniramine"
"C0008281"	"chloropheniramine"	"chloropheniramine"
"C0008281"	"chlorophenylpyridamine"	"chlorophenylpyridamine"
"C0008281"	"chlorphenamine"	"chlorphenamine"
"C0008281"	"chlorpheniramine (allergy)"	"chlorpheniramine allergy "
"C0008281"	"chlorpheniramine (product)"	"chlorpheniramine product "
"C0008281"	"chlorpheniramine (substance)"	"chlorpheniramine substance "
"C0008281"	"chlorpheniramine [chemical/ingredient]"	"chlorpheniramine chemical ingredient "
"C0008281"	"chlorprophenpyridamine"	"chlorprophenpyridamine"
"C0008281"	"antihistamines chlorpheniramines"	"antihistamines chlorpheniramines"
"C0008281"	"chlorpheniramine (medication)"	"chlorpheniramine medication "
"C0008281"	"chlorpheniramines"	"chlorpheniramines"
"C0008281"	"chlorpheniramines (medication)"	"chlorpheniramines medication "
"C0055468"	"2-(1-(p-chlorophenyl)-1-phenylethoxy)-n,n-dimethylethylamine"	"2 1 p chlorophenyl 1 phenylethoxy n n dimethylethylamine"
"C0055468"	"chlorphenoxamine"	"chlorphenoxamine"
"C0055468"	"chlorphenoxamine (substance)"	"chlorphenoxamine substance "
"C0055468"	"contristamine"	"contristamine"
"C0164858"	"10h-phenothiazine-10-propanamine, 2-chloro-n,n-diethyl-(9ci)"	"10h phenothiazine 10 propanamine 2 chloro n n diethyl 9ci "
"C0164858"	"2-chloro-10-(3-diethylaminopropyl)phenothiazine"	"2 chloro 10 3 diethylaminopropyl phenothiazine"
"C0164858"	"3-chloro-10-(3-diethylaminopropyl)phenothiazine"	"3 chloro 10 3 diethylaminopropyl phenothiazine"
"C0164858"	"chlorproethazine"	"chlorproethazine"
"C0008286"	"10h-phenothiazine-10-propanamine, 2-chloro-n,n-dimethyl-"	"10h phenothiazine 10 propanamine 2 chloro n n dimethyl "
"C0008286"	"2-chloro-10-(3-(dimethylamino)propyl)phenothiazine"	"2 chloro 10 3 dimethylamino propyl phenothiazine"
"C0008286"	"chlorpromazine"	"chlorpromazine"
"C0008286"	"cpz - chlorpromazine"	"cpz chlorpromazine"
"C0008286"	"chlorpromazine (product)"	"chlorpromazine product "
"C0008286"	"chlorpromazine (substance)"	"chlorpromazine substance "
"C0008286"	"chlorpromazine [chemical/ingredient]"	"chlorpromazine chemical ingredient "
"C0008286"	"chlorpromazines"	"chlorpromazines"
"C0008286"	"chlorpromazines (medication)"	"chlorpromazines medication "
"C0008287"	"4-chloro-4-((propylamino)carbonyl)benzenesulfonamide"	"4 chloro 4 propylamino carbonyl benzenesulfonamide"
"C0008287"	"benzenesulfonamide, 4-chloro-n-((propylamino)carbonyl)-"	"benzenesulfonamide 4 chloro n propylamino carbonyl "
"C0008287"	"chlorpropamide"	"chlorpropamide"
"C0008287"	"chlorpropamide (product)"	"chlorpropamide product "
"C0008287"	"chlorpropamide (substance)"	"chlorpropamide substance "
"C0008287"	"chlorpropamide [chemical/ingredient]"	"chlorpropamide chemical ingredient "
"C0008287"	"clorpropamid"	"clorpropamid"
"C0008287"	"urea, 1-((p-chlorophenyl)sulfonyl)-3-propyl-"	"urea 1 p chlorophenyl sulfonyl 3 propyl "
"C0008294"	"benzenesulfonamide, 2-chloro-5-(2,3-dihydro-1-hydroxy-3-oxo-1h-isoindol-1-yl)-"	"benzenesulfonamide 2 chloro 5 2 3 dihydro 1 hydroxy 3 oxo 1h isoindol 1 yl "
"C0008294"	"benzenesulfonamide, 2-chloro-5-(1-hydroxy-3-oxo-1-isoindolinyl)-"	"benzenesulfonamide 2 chloro 5 1 hydroxy 3 oxo 1 isoindolinyl "
"C0008294"	"chlorthalidone"	"chlorthalidone"
"C0008294"	"chlorphthalidolone"	"chlorphthalidolone"
"C0008294"	"chlortalidone"	"chlortalidone"
"C0008294"	"chlorthalidone (product)"	"chlorthalidone product "
"C0008294"	"chlorthalidone (substance)"	"chlorthalidone substance "
"C0008294"	"chlorthalidone [chemical/ingredient]"	"chlorthalidone chemical ingredient "
"C0008294"	"oxodoline"	"oxodoline"
"C0008294"	"phthalamudine"	"phthalamudine"
"C0008294"	"chlorthalidone (medication)"	"chlorthalidone medication "
"C0008293"	"(4s,4as,5as,6s,12as,z)-2-[amino(hydroxy)methylene]-7-chloro-4-(dimethylamino)-6,10,11,12a-tetrahydroxy-6-methyl-4a,5,5a,6-tetrahydrotetracene-1,3,12(2h,4h,12ah)-trione"	"4s 4as 5as 6s 12as z 2 amino hydroxy methylene 7 chloro 4 dimethylamino 6 10 11 12a tetrahydroxy 6 methyl 4a 5 5a 6 tetrahydrotetracene 1 3 12 2h 4h 12ah trione"
"C0008293"	"2-naphthacenecarboxamide, 7-chloro-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-, (4s-(4alpha,4aalpha,5aalpha,6beta,12aalpha))-"	"2 naphthacenecarboxamide 7 chloro 4 dimethylamino 1 4 4a 5 5a 6 11 12a octahydro 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 4s 4alpha 4aalpha 5aalpha 6beta 12aalpha "
"C0008293"	"7-chlorotetracycline"	"7 chlorotetracycline"
"C0008293"	"chlortetracycline"	"chlortetracycline"
"C0008293"	"chlorotetracycline"	"chlorotetracycline"
"C0008293"	"chlortetracycline (product)"	"chlortetracycline product "
"C0008293"	"chlortetracycline (substance)"	"chlortetracycline substance "
"C0008293"	"chlortetracycline [chemical/ingredient]"	"chlortetracycline chemical ingredient "
"C0008293"	"chlortetracycline (discontinued)"	"chlortetracycline discontinued "
"C0008293"	"chlortetracycline (discontinued) (medication)"	"chlortetracycline discontinued medication "
"C0008318"	"(3 beta,5z,7e)-9,10-secocholesta-5,7,10(19)-trien-3-ol"	"3 beta 5z 7e 9 10 secocholesta 5 7 10 19 trien 3 ol"
"C0008318"	"(3beta,5z,7e)-9,10-secocholesta-5,7,10(19)-trien-3-ol"	"3beta 5z 7e 9 10 secocholesta 5 7 10 19 trien 3 ol"
"C0008318"	"9,10-secocholesta-5,7,10(19)-trien-3-beta-ol"	"9 10 secocholesta 5 7 10 19 trien 3 beta ol"
"C0008318"	"9,10-secocholesta-5,7,10(19)-trien-3-ol"	"9 10 secocholesta 5 7 10 19 trien 3 ol"
"C0008318"	"9,10-secocholesta-5,7,10(19)-trien-3-ol, (3beta,5z,7e)-"	"9 10 secocholesta 5 7 10 19 trien 3 ol 3beta 5z 7e "
"C0008318"	"activated 7-dehydrocholesterol"	"activated 7 dehydrocholesterol"
"C0008318"	"activated 7-dehydrocholesterol (substance)"	"activated 7 dehydrocholesterol substance "
