"PHA_CIP_C13"	"PHA_NOM_PA"	"PHA_ATC_L07"	"PHA_MED_COM"	"PHA_FRM_LIB"	"total"
"3400934555404"	"METFORMINE"	"METFORMINE"	"METFORMINE NOR"	""	1195
"3400934557415"	"FLUCONAZOLE"	"FLUCONAZOLE"	"TRIFLUCAN"	"GELULE"	535
"3400934557583"	"FLUCONAZOLE"	"FLUCONAZOLE"	"TRIFLUCAN"	"GELULE"	181
"3400934563157"	"ALPRAZOLAM"	"ALPRAZOLAM"	"ALPRAZOLAM ARROW"	"COMPRIME"	4584
"3400934563218"	"ALPRAZOLAM"	"ALPRAZOLAM"	"ALPRAZOLAM ARROW"	"COMPRIME"	2827
"3400934563676"	"TRIMETAZIDINE"	"TRIMETAZIDINE"	"TRIMETAZIDINE EG"	"COMPRIME"	223
"3400934565458"	"CLARITHROMYCINE"	"CLARITHROMYCINE"	"ZECLAR"	"GRANULES"	1097
"3400934565519"	"CLARITHROMYCINE"	"CLARITHROMYCINE"	"ZECLAR"	"GRANULES"	128
"3400934565687"	"ESTRADIOL"	"ESTRADIOL"	"CLIMARA"	""	176
"3400934566578"	"ACECLOFENAC"	"ACECLOFENAC"	"CARTREX"	"COMPRIME"	4634
"3400934566929"	"CLARITHROMYCINE"	"CLARITHROMYCINE"	"NAXY"	"GRANULES"	267
"3400934567001"	"CLARITHROMYCINE"	"CLARITHROMYCINE"	"CLARITHROMYCINE ABBOTT"	"GRANULES"	17
"3400934568350"	"LOPERAMIDE"	"LOPERAMIDE"	"LOPERAMIDE EG"	"GELULE"	1797
"3400934568701"	"NIFEDIPINE"	"NIFEDIPINE"	"NIFEDIPINE MYLAN"	"COMPRIME"	676
"3400934569180"	"PIROXICAM"	"PIROXICAM"	"PIROXICAM EG"	"GELULE"	225
"3400934569241"	"TRIMETAZIDINE"	"TRIMETAZIDINE"	"TRIMETAZIDINE EG"	"SOLUTION"	1
"3400934572661"	"CANDESARTAN"	"CANDESARTAN"	"ATACAND"	"COMPRIME"	2
"3400934573552"	"PILOCARPINE"	"PILOCARPINE"	"PILO"	"COLLYRE"	53
"3400934573613"	"PILOCARPINE"	"PILOCARPINE"	"PILO"	"COLLYRE"	360
"3400934573842"	"BISOPROLOL + HYDROCHLOROTHIAZIDE"	"BISOPROLOL ET THIAZIDIQUES"	"WYTENS"	"COMPRIME"	98
"3400934574382"	"BISOPROLOL + HYDROCHLOROTHIAZIDE"	"BISOPROLOL ET THIAZIDIQUES"	"WYTENS"	"COMPRIME"	124
"3400934574962"	"BISOPROLOL + HYDROCHLOROTHIAZIDE"	"BISOPROLOL ET THIAZIDIQUES"	"WYTENS"	"COMPRIME"	136
"3400934581717"	"NICERGOLINE"	"NICERGOLINE"	"NICERGOLINE RPG"	"GELULE"	52
"3400934582028"	"MEPROBAMATE"	"MEPROBAMATE"	"EQUANIL"	"COMPRIME"	4
"3400934582196"	"MEPROBAMATE"	"MEPROBAMATE"	"EQUANIL"	"COMPRIME"	9
"3400934584329"	"MELPHALAN"	"MELPHALAN"	"ALKERAN"	""	1
"3400934586101"	"LEVOBUNOLOL"	"LEVOBUNOLOL"	"BETAGAN"	"COLLYRE"	31
"3400934586798"	"MIGLITOL"	"MIGLITOL"	"DIASTABOL"	"COMPRIME"	339
"3400934586859"	"MIGLITOL"	"MIGLITOL"	"DIASTABOL"	"COMPRIME"	483
"3400934589522"	"BISOPROLOL + HYDROCHLOROTHIAZIDE"	"BISOPROLOL ET THIAZIDIQUES"	"LODOZ"	"COMPRIME"	266
"3400934589751"	"BISOPROLOL + HYDROCHLOROTHIAZIDE"	"BISOPROLOL ET THIAZIDIQUES"	"LODOZ"	"COMPRIME"	54
"3400934590061"	"BISOPROLOL + HYDROCHLOROTHIAZIDE"	"BISOPROLOL ET THIAZIDIQUES"	"LODOZ"	"COMPRIME"	274
"3400934590290"	"BISOPROLOL + HYDROCHLOROTHIAZIDE"	"BISOPROLOL ET THIAZIDIQUES"	"LODOZ"	"COMPRIME"	73
"3400934590580"	"BISOPROLOL + HYDROCHLOROTHIAZIDE"	"BISOPROLOL ET THIAZIDIQUES"	"LODOZ"	"COMPRIME"	286
"3400934590702"	"BISOPROLOL + HYDROCHLOROTHIAZIDE"	"BISOPROLOL ET THIAZIDIQUES"	"LODOZ"	"COMPRIME"	96
"3400934591761"	"CROMOGLICIQUE ACIDE"	"CROMOGLICIQUE ACIDE"	"CROMOPTIC"	"COLLYRE"	545
"3400934593482"	"CALCIUM CARBONATE"	"CALCIUM CARBONATE"	"CALPRIMUM"	"COMPRIME"	234
"3400934595325"	"DILTIAZEM"	"DILTIAZEM"	"DILTIAZEM MYLAN"	"GELULE"	423
"3400934595493"	"DILTIAZEM"	"DILTIAZEM"	"DILTIAZEM MYLAN"	"GELULE"	425
"3400934595554"	"DILTIAZEM"	"DILTIAZEM"	"DILTIAZEM MYLAN GENERIQUES"	""	466
"3400934599057"	"SODIUM DIHYDROGENOPHOSPHATE DODECAHYDRATE+ SODIUM HYDROGENOPHOSPHATE DIHYDRATE"	"SELS MINERAUX EN ASSOCIATION"	"FLEETPHOSPHOSODA"	"SOLUTION"	1610
"3400934600500"	"IOHEXOL"	"IOHEXOL"	"OMNIPAQUE"	"SOLUTION"	39
"3400934600678"	"IOHEXOL"	"IOHEXOL"	"OMNIPAQUE"	""	2
"3400934600739"	"IOHEXOL"	"IOHEXOL"	"OMNIPAQUE"	"SOLUTION"	74
"3400934601101"	"IOHEXOL"	"IOHEXOL"	"OMNIPAQUE"	"SOLUTION"	225
"3400934601798"	"TETRAZEPAM"	"TETRAZEPAM"	"TETRAZEPAM MYLAN"	"COMPRIME"	8201
"3400934605703"	"ACICLOVIR"	"ACICLOVIR"	"ACICLOVIR MYLAN"	"COMPRIME"	1320
"3400934606182"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"INIPOMP"	"POUDRE"	94
"3400934606533"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"EUPANTOL"	"POUDRE"	118
"3400934608773"	"MAGNESIUM PIDOLATE"	"MAGNESIUM PIDOLATE"	"MAG 2"	"COMPRIME"	1787
"3400934609725"	"BECLOMETASONE"	"BECLOMETASONE"	"BEMEDREX EASYHALER"	"POUDRE"	60
"3400934610493"	"LACTOBACILLUS CASEI, ESTRIOL ET PROGESTERONE"	"PROGESTERONE ET ESTROGENE"	"FLORGYNAL"	"GELULE"	2404
"3400934610554"	"ESTRADIOL"	"ESTRADIOL"	"FEMSEPT"	"DISPOSITIF"	43
"3400934610615"	"ESTRADIOL"	"ESTRADIOL"	"FEMSEPT"	"DISPOSITIF"	64
"3400934610783"	"ESTRADIOL"	"ESTRADIOL"	"FEMSEPT"	"DISPOSITIF"	354
"3400934611094"	"TIAPRIDE"	"TIAPRIDE"	"TIAPRIDAL"	"SOLUTION"	1432
"3400934611445"	"NEVIRAPINE"	"NEVIRAPINE"	"VIRAMUNE"	"COMPRIME"	905
"3400934612855"	"MONTELUKAST"	"MONTELUKAST"	"SINGULAIR"	"COMPRIME"	6700
"3400934614118"	"MONTELUKAST"	"MONTELUKAST"	"SINGULAIR"	"COMPRIME"	31444
"3400934615467"	"PARACETAMOL"	"PARACETAMOL"	"DOLIPRANE"	"SUSPENSION"	174125
"3400934624223"	"AMPHOTERICINE B"	"AMPHOTERICINE B"	"FUNGIZONE"	"SUSPENSION"	1632
"3400934625923"	"LETROZOLE"	"LETROZOLE"	"LETROZOLE ARROW"	"COMPRIME"	222
"3400934626234"	"LETROZOLE"	"LETROZOLE"	"LETROZOLE ISOMED"	"COMPRIME"	18
"3400934626524"	"CEFTRIAXONE"	"CEFTRIAXONE"	"CEFTRIAXONE CRISTERS"	"POUDRE"	116
"3400934626753"	"CEFTRIAXONE"	"CEFTRIAXONE"	"CEFTRIAXONE EVOLUGEN"	"POUDRE"	69
"3400934627583"	"RILUZOLE"	"RILUZOLE"	"RILUZOLE BIOGARAN"	"COMPRIME"	37
"3400934627873"	"LEVOTHYROXINE SODIQUE"	"LEVOTHYROXINE SODIQUE"	"LEVOTHYROX"	"COMPRIME"	4077
"3400934627934"	"LEVOTHYROXINE SODIQUE"	"LEVOTHYROXINE SODIQUE"	"LEVOTHYROX"	"COMPRIME"	7395
"3400934628184"	"CEFPODOXIME"	"CEFPODOXIME"	"CEFPODOXIME MYLAN PHARMA"	"COMPRIME"	3241
"3400934628245"	"REPAGLINIDE"	"REPAGLINIDE"	"REPAGLINIDE TEVA"	"COMPRIME"	266
"3400934628474"	"REPAGLINIDE"	"REPAGLINIDE"	"REPAGLINIDE TEVA"	"COMPRIME"	4
"3400934628535"	"REPAGLINIDE"	"REPAGLINIDE"	"REPAGLINIDE TEVA"	"COMPRIME"	479
"3400934630194"	"CICLOSPORINE"	"CICLOSPORINE"	"SANDIMMUN"	"CAPSULE MOLLE"	4
"3400934630255"	"CICLOSPORINE"	"CICLOSPORINE"	"SANDIMMUN"	"CAPSULE MOLLE"	54
"3400934630316"	"CICLOSPORINE"	"CICLOSPORINE"	"SANDIMMUN"	"CAPSULE MOLLE"	73
"3400934630484"	"CICLOSPORINE"	"CICLOSPORINE"	"NEORAL"	"CAPSULE MOLLE"	1027
"3400934630545"	"CICLOSPORINE"	"CICLOSPORINE"	"NEORAL"	"CAPSULE MOLLE"	1739
"3400934630606"	"CICLOSPORINE"	"CICLOSPORINE"	"NEORAL"	"CAPSULE MOLLE"	955
"3400934630774"	"CICLOSPORINE"	"CICLOSPORINE"	"NEORAL"	"CAPSULE MOLLE"	713
"3400934631436"	"REPAGLINIDE"	"REPAGLINIDE"	"REPAGLINIDE TEVA"	"COMPRIME"	20
"3400934631665"	"REPAGLINIDE"	"REPAGLINIDE"	"REPAGLINIDE TEVA"	"COMPRIME"	581
"3400934631726"	"REPAGLINIDE"	"REPAGLINIDE"	"REPAGLINIDE TEVA"	"COMPRIME"	51
"3400934631955"	"FOSINOPRIL + HYDROCHLOROTHIAZIDE"	"FOSINOPRIL ET DIURETIQUES"	"FOSINOPRIL HYDROCHLOROTHIAZIDE CRISTERS"	"COMPRIME"	1
"3400934633157"	"CICLOSPORINE"	"CICLOSPORINE"	"NEORAL"	"SOLUTION"	61
"3400934638879"	"ACICLOVIR"	"ACICLOVIR"	"ACICLOVIR MYLAN"	"COMPRIME"	158
"3400934639012"	"ACICLOVIR"	"ACICLOVIR"	"ACICLOVIR RPG"	""	1
"3400934639302"	"TAMOXIFENE"	"TAMOXIFENE"	"TAMOXIFENE BIOGARAN"	"COMPRIME"	105
"3400934639470"	"TAMOXIFENE"	"TAMOXIFENE"	"TAMOXIFENE BIOGARAN"	"COMPRIME"	2469
"3400934640889"	"LOPERAMIDE"	"LOPERAMIDE"	"LOPERAMIDE QUALIMED"	""	241
"3400934641022"	"PREDNISONE"	"PREDNISONE"	"PREDNISONE ZENTIVA"	"COMPRIME"	4587
"3400934641190"	"PREDNISONE"	"PREDNISONE"	"PREDNISONE ZENTIVA"	"COMPRIME"	3464
"3400934641251"	"PREDNISONE"	"PREDNISONE"	"PREDNISONE ZENTIVA"	"COMPRIME"	3584
"3400934642203"	"NARATRIPTAN"	"NARATRIPTAN"	"NARAMIG"	"COMPRIME"	2025
"3400934644214"	"NAFTIDROFURYL"	"NAFTIDROFURYL"	"NAFTIDROFURYL MYLAN"	"GELULE"	153
"3400934644382"	"NAFTIDROFURYL"	"NAFTIDROFURYL"	"NAFTIDROFURYL MYLAN"	"COMPRIME"	2638
"3400934645624"	"NICOTINE"	"NICOTINE"	"NIQUITIN"	"DISPOSITIF"	2
"3400934646683"	"INDOMETACINE"	"INDOMETACINE"	"INDOCOLLYRE"	"COLLYRE"	5663
"3400934648694"	"VERAPAMIL"	"VERAPAMIL"	"VERAPAMIL TEVA"	"COMPRIME"	1902
"3400934648816"	"VERAPAMIL"	"VERAPAMIL"	"VERAPAMIL TEVA"	"COMPRIME"	327
"3400934650185"	"NABUMETONE"	"NABUMETONE"	"NABUCOX"	"COMPRIME"	2655
"3400934653728"	"CITALOPRAM"	"CITALOPRAM"	"SEROPRAM"	"SOLUTION"	645
"3400934653896"	"SALBUTAMOL"	"SALBUTAMOL"	"ASMASAL CLICKHALER"	"POUDRE"	260
"3400934654039"	"TRAMADOL"	"TRAMADOL"	"ZAMUDOL"	"GELULE"	2869
"3400934654329"	"TRAMADOL"	"TRAMADOL"	"ZAMUDOL"	"GELULE"	956
"3400934654558"	"TRAMADOL"	"TRAMADOL"	"ZAMUDOL"	"GELULE"	438
"3400934654787"	"TRAMADOL"	"TRAMADOL"	"ZAMUDOL"	"GELULE"	407
"3400934655678"	"VENLAFAXINE"	"VENLAFAXINE"	"EFFEXOR"	"GELULE"	6416
"3400934656330"	"VENLAFAXINE"	"VENLAFAXINE"	"EFFEXOR"	"GELULE"	4739
"3400934656798"	"VENLAFAXINE"	"VENLAFAXINE"	"VENLAFAXINE WYETH"	"GELULE"	3399
"3400934658570"	"ZOLPIDEM"	"ZOLPIDEM"	"STILNOX"	"COMPRIME"	17381
"3400934659003"	"FLUCONAZOLE"	"FLUCONAZOLE"	"FLUCONAZOLE PFIZER"	"GELULE"	10
"3400934659171"	"FLUCONAZOLE"	"FLUCONAZOLE"	"FLUCONAZOLE PFIZER"	"GELULE"	76
"3400934659522"	"BUFLOMEDIL"	"BUFLOMEDIL"	"FONZYLANE"	"COMPRIME"	382
"3400934660061"	"RANITIDINE"	"RANITIDINE"	"RANITIDINE MYLAN"	"COMPRIME"	901
"3400934661822"	"VENLAFAXINE"	"VENLAFAXINE"	"VENLAFAXINE WYETH"	"GELULE"	1952
"3400934662713"	"ZIDOVUDINE ET LAMIVUDINE"	"ZIDOVUDINE ET LAMIVUDINE"	"COMBIVIR"	"COMPRIME"	570
"3400934665325"	"ALLOPURINOL"	"ALLOPURINOL"	"ALLOPURINOL BIOGARAN"	"COMPRIME"	2323
"3400934665905"	"METFORMINE"	"METFORMINE"	"METFORMINE EG"	""	602
"3400934666674"	"ESTRADIOL"	"ESTRADIOL"	"PROVAMES"	"COMPRIME"	2238
"3400934669927"	"CAPTOPRIL"	"CAPTOPRIL"	"CAPTOPRIL ZYDUS"	"COMPRIME"	31
"3400934670008"	"CAPTOPRIL"	"CAPTOPRIL"	"CAPTOPRIL ZYDUS"	"COMPRIME"	26
"3400934670176"	"CAPTOPRIL"	"CAPTOPRIL"	"CAPTOPRIL QUALIMED"	""	5
"3400934670237"	"CAPTOPRIL"	"CAPTOPRIL"	"CAPTOPRIL QUALIMED"	""	15
"3400934670527"	"SPIRONOLACTONE"	"SPIRONOLACTONE"	"SPIRONOLACTONE PFIZER (ex Practon Gé)"	"COMPRIME"	628
"3400934671357"	"NAPROXENE"	"NAPROXENE"	"NAPROXENE TEVA"	""	1
"3400934671647"	"NAPROXENE"	"NAPROXENE"	"NAPROXENE TEVA"	""	2
"3400934671708"	"NAPROXENE"	"NAPROXENE"	"NAPROXENE SODIQUE TEVA"	"COMPRIME"	33
"3400934671876"	"NAPROXENE"	"NAPROXENE"	"NAPROXENE SODIQUE TEVA"	""	25
"3400934672248"	"NAPROXENE"	"NAPROXENE"	"NAPROXENE SODIQUE TEVA"	"COMPRIME"	20548
"3400934675720"	"LERCANIDIPINE"	"LERCANIDIPINE"	"LERCANIDIPINE EG"	"COMPRIME"	953
"3400934676031"	"LERCANIDIPINE"	"LERCANIDIPINE"	"LERCANIDIPINE EG"	"COMPRIME"	247
"3400934677212"	"LERCANIDIPINE"	"LERCANIDIPINE"	"LERCANIDIPINE EG"	"COMPRIME"	680
"3400934677670"	"LERCANIDIPINE"	"LERCANIDIPINE"	"LERCANIDIPINE EG"	"COMPRIME"	176
"3400934679162"	"CLOPIDOGREL"	"CLOPIDOGREL"	"CLOPIDOGREL ISOMED"	"COMPRIME"	567
"3400934680861"	"CHLORHEXIDINE/CHLOROBUTANOL"	"DIVERS STOMATO LOCAL (ANTIINFECTIEUX OU ANTISEPTIQUES)"	"CHLORHEXIDINE/CHLOROBUTANOL APIFRANCE"	"SOLUTION"	5318
"3400934681462"	"CHLORHEXIDINE/CHLOROBUTANOL"	"DIVERS STOMATO LOCAL (ANTIINFECTIEUX OU ANTISEPTIQUES)"	"CHLORHEXIDINE/CHLOROBUTANOL ZENTIVA"	"SOLUTION"	2834
"3400934681813"	"CHLORHEXIDINE/CHLOROBUTANOL"	"DIVERS STOMATO LOCAL (ANTIINFECTIEUX OU ANTISEPTIQUES)"	"CHLORHEXIDINE/CHLOROBUTANOL ARROW"	"SOLUTION"	2390
"3400934682124"	"CHLORHEXIDINE/CHLOROBUTANOL"	"DIVERS STOMATO LOCAL (ANTIINFECTIEUX OU ANTISEPTIQUES)"	"CHLORHEXIDINE/CHLOROBUTANOL PHR LAB"	"SOLUTION"	425
"3400934682872"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE RATIOPHARM"	"COMPRIME"	102
"3400934683183"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE RATIOPHARM"	"COMPRIME"	6
"3400934683763"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE RATIOPHARM"	"COMPRIME"	67
"3400934684074"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE RATIOPHARM"	"COMPRIME"	4
"3400934684593"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE RATIOPHARM"	"COMPRIME"	81
"3400934684883"	"VALSARTAN + HYDROCHLOROTHIAZIDE"	"VALSARTAN ET DIURETIQUES"	"VALSARTAN/HYDROCHLOROTHIAZIDE RATIOPHARM"	"COMPRIME"	11
"3400934685194"	"DOMPERIDONE"	"DOMPERIDONE"	"DOMPERIDONE TEVA"	"COMPRIME"	1301
"3400934685774"	"DOMPERIDONE"	"DOMPERIDONE"	"DOMPERIDONE ZENTIVA"	"COMPRIME"	767
"3400934688096"	"ACICLOVIR"	"ACICLOVIR"	"ACICLOVIR CRISTERS"	"COMPRIME"	33
"3400934689048"	"PERINDOPRIL"	"PERINDOPRIL"	"PERINDOPRIL ZENTIVA"	"COMPRIME"	69
"3400934689918"	"PERINDOPRIL"	"PERINDOPRIL"	"PERINDOPRIL ZENTIVA"	"COMPRIME"	46
"3400934690686"	"PERINDOPRIL"	"PERINDOPRIL"	"PERINDOPRIL ZENTIVA"	"COMPRIME"	235
"3400934691928"	"GLUCOSAMINE"	"GLUCOSAMINE"	"STRUCTOFLEX"	"GELULE"	6266
"3400934692239"	"CROMOGLICIQUE ACIDE"	"CROMOGLICIQUE ACIDE"	"CROMOFREE"	"COLLYRE"	300
"3400934693359"	"VENLAFAXINE"	"VENLAFAXINE"	"VENLAFAXINE BLUEFISH"	"GELULE"	5
"3400934696831"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE SANDOZ"	"COMPRIME"	223
"3400934697371"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE SANDOZ"	"COMPRIME"	111
"3400934698613"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE SANDOZ"	"COMPRIME"	211
"3400934699092"	"IRBESARTAN + HYDROCHLOROTHIAZIDE"	"IRBESARTAN ET DIURETIQUES"	"IRBESARTAN/HYDROCHLOROTHIAZIDE SANDOZ"	"COMPRIME"	85
"3400934702785"	"NICOTINE"	"NICOTINE"	"NIQUITIN"	"COMPRIME"	1
"3400934702846"	"NICOTINE"	"NICOTINE"	"NIQUITIN"	"COMPRIME"	6
"3400934703386"	"VALACICLOVIR"	"VALACICLOVIR"	"VALACICLOVIR CRISTERS"	"COMPRIME"	113
"3400934705229"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"PANTOPRAZOLE ISOMED"	"COMPRIME"	222
"3400934705519"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"PANTOPRAZOLE ISOMED"	"COMPRIME"	1081
"3400934706639"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"PANTOPRAZOLE ISOMED"	"COMPRIME"	10
"3400934706868"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"PANTOPRAZOLE ISOMED"	"COMPRIME"	53
"3400934707230"	"PANTOPRAZOLE"	"PANTOPRAZOLE"	"PANTOPRAZOLE ISOMED"	"COMPRIME"	686
"3400934712722"	"OLANZAPINE"	"OLANZAPINE"	"OLANZAPINE ZYDUS"	"COMPRIME"	70
"3400934713842"	"INDAPAMIDE"	"INDAPAMIDE"	"INDAPAMIDE ZYDUS"	"COMPRIME"	312
"3400934714443"	"FENOFIBRATE"	"FENOFIBRATE"	"FENOFIBRATE CRISTERS"	"GELULE"	29
"3400934715563"	"AMIFAMPRIDINE"	"AMIFAMPRIDINE"	"FIRDAPSE"	"COMPRIME"	5
"3400934717635"	"RIVASTIGMINE"	"RIVASTIGMINE"	"RIVASTIGMINE SANDOZ"	"GELULE"	3
"3400934717864"	"RIVASTIGMINE"	"RIVASTIGMINE"	"RIVASTIGMINE SANDOZ"	"GELULE"	6
"3400934717925"	"RIVASTIGMINE"	"RIVASTIGMINE"	"RIVASTIGMINE SANDOZ"	"GELULE"	3
"3400934718175"	"RIVASTIGMINE"	"RIVASTIGMINE"	"RIVASTIGMINE SANDOZ"	"GELULE"	17
"3400934718236"	"RIVASTIGMINE"	"RIVASTIGMINE"	"RIVASTIGMINE SANDOZ"	"GELULE"	4
"3400934718465"	"RIVASTIGMINE"	"RIVASTIGMINE"	"RIVASTIGMINE SANDOZ"	"GELULE"	10
"3400934718816"	"PHOSPHATE MONOSODIQUE MONOHYDRATE+ PHOSPHATE DISODIQUE ANHYDRE"	"SELS MINERAUX EN ASSOCIATION"	"COLOKIT"	"COMPRIME"	1022
"3400934718984"	"KETOPROFENE"	"KETOPROFENE"	"KETOPROFENE ZENTIVA"	"COMPRIME"	12124
"3400934730061"	"LACTULOSE"	"LACTULOSE"	"LACTULOSE BIOGARAN"	"SOLUTION"	4148
"3400934730580"	"PARACETAMOL"	"PARACETAMOL"	"PARACETAMOL EG"	"COMPRIME"	376
"3400934731181"	"TRIMEBUTINE"	"TRIMEBUTINE"	"TRIMEBUTINE MYLAN"	"COMPRIME"	3928
"3400934731242"	"PIROXICAM"	"PIROXICAM"	"PIROXICAM MYLAN"	"SUPPOSITOIRE"	3
"3400934731532"	"PIROXICAM"	"PIROXICAM"	"PIROXICAM MYLAN"	"SOLUTION"	2
"3400934732652"	"SODIUM BORATE + ACIDE BORIQUE"	"SODIUM BORATE"	"DACRYOSERUM"	"SOLUTION"	10635
"3400934732881"	"NADROPARINE"	"NADROPARINE"	"FRAXODI"	"SOLUTION"	121
"3400934733024"	"NADROPARINE"	"NADROPARINE"	"FRAXODI"	"SOLUTION"	105
"3400934733192"	"NADROPARINE"	"NADROPARINE"	"FRAXODI"	"SOLUTION"	84
"3400934733314"	"NADROPARINE"	"NADROPARINE"	"FRAXODI"	"SOLUTION"	92
"3400934733482"	"NADROPARINE"	"NADROPARINE"	"FRAXODI"	"SOLUTION"	24
"3400934733604"	"NADROPARINE"	"NADROPARINE"	"FRAXODI"	"SOLUTION"	28
"3400934733772"	"CALCIUM + VITAMINE D3"	"CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS"	"CALCIUM VITAMINE D3 MYLAN"	"COMPRIME"	3863
"3400934734434"	"ZOLMITRIPTAN"	"ZOLMITRIPTAN"	"ZOMIG"	"COMPRIME"	1
"3400934734953"	"DEXAMETHASONE ET ANTIINFECTIEUX"	"DEXAMETHASONE ET ANTIINFECTIEUX"	"FRAKIDEX"	"COLLYRE"	1365
"3400934736216"	"AMISULPRIDE"	"AMISULPRIDE"	"SOLIAN"	"COMPRIME"	464
"3400934737046"	"SUMATRIPTAN"	"SUMATRIPTAN"	"IMIGRANE"	"COMPRIME"	564
"3400934738227"	"DIHYDROERGOTAMINE"	"DIHYDROERGOTAMINE"	"DIERGOSPRAY"	"SOLUTION"	203
"3400934739866"	"LEVOCABASTINE"	"LEVOCABASTINE"	"LEVOPHTA"	"COLLYRE"	3142
"3400934741128"	"GADOBENIQUE ACIDE"	"GADOBENIQUE ACIDE"	"MULTIHANCE"	"SOLUTION"	2
"3400934741296"	"GADOBENIQUE ACIDE"	"GADOBENIQUE ACIDE"	"MULTIHANCE"	"SOLUTION"	55
"3400934741357"	"GADOBENIQUE ACIDE"	"GADOBENIQUE ACIDE"	"MULTIHANCE"	"SOLUTION"	557
"3400934741418"	"GADOBENIQUE ACIDE"	"GADOBENIQUE ACIDE"	"MULTIHANCE"	"SOLUTION"	402
"3400934741708"	"INTERFERON BETA-1A"	"INTERFERON BETA-1A"	"REBIF"	"SOLUTION"	170
"3400934742309"	"BROMOCRIPTINE"	"BROMOCRIPTINE"	"PARLODEL"	"GELULE"	123
"3400934742828"	"BROMOCRIPTINE"	"BROMOCRIPTINE"	"PARLODEL"	"GELULE"	48
"3400934744198"	"ACETYLSALICYLATE DE LYSINE"	"ACETYLSALICYLIQUE ACIDE"	"KARDEGIC"	"POUDRE"	316396
"3400934745140"	"CALCIUM + VITAMINE D3"	"CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS"	"DENSICAL VITAMINE D3"	"COMPRIME"	1040
"3400934746840"	"RIVASTIGMINE"	"RIVASTIGMINE"	"EXELON"	"GELULE"	53
"3400934746901"	"RIVASTIGMINE"	"RIVASTIGMINE"	"EXELON"	"GELULE"	232
"3400934747151"	"RIVASTIGMINE"	"RIVASTIGMINE"	"EXELON"	"GELULE"	63
"3400934747212"	"RIVASTIGMINE"	"RIVASTIGMINE"	"EXELON"	"GELULE"	395
"3400934747441"	"RIVASTIGMINE"	"RIVASTIGMINE"	"EXELON"	"GELULE"	82
"3400934747960"	"RANITIDINE"	"RANITIDINE"	"RANITIDINE MYLAN"	"COMPRIME"	600
"3400934748271"	"DOXYCYCLINE"	"DOXYCYCLINE"	"TOLEXINE"	"COMPRIME"	9353
"3400934748561"	"ZOPICLONE"	"ZOPICLONE"	"IMOVANE"	"COMPRIME"	11128
"3400934748790"	"NIFEDIPINE"	"NIFEDIPINE"	"NIFEDIPINE MYLAN"	"COMPRIME"	28
"3400934749162"	"NAFTIDROFURYL"	"NAFTIDROFURYL"	"NAFTIDROFURYL MYLAN"	"COMPRIME"	2978
"3400934750922"	"IBUPROFENE"	"IBUPROFENE"	"SPIFEN"	"GRANULES"	1679
"3400934751233"	"FENOFIBRATE"	"FENOFIBRATE"	"FENOFIBRATE RATIOPHARM"	"GELULE"	503
"3400934751691"	"CAPTOPRIL"	"CAPTOPRIL"	"CAPTOPRIL MYLAN"	"COMPRIME"	609
"3400934751981"	"CAPTOPRIL"	"CAPTOPRIL"	"CAPTOPRIL MYLAN"	"COMPRIME"	103
"3400934752872"	"CAPTOPRIL"	"CAPTOPRIL"	"CAPTOPRIL MYLAN"	"COMPRIME"	473
"3400934753183"	"CAPTOPRIL"	"CAPTOPRIL"	"CAPTOPRIL MYLAN"	"COMPRIME"	46
"3400934754944"	"CALCIUM FOLINATE"	"CALCIUM FOLINATE"	"LEDERFOLINE"	"COMPRIME"	503
