code	termino	synonyme	"synonyme"
DB03273	drugbank	3'-Oxo-Adenosine	"3 oxo adenosine"
DB03274	drugbank	2'-5'dideoxyuridine	"2 5 dideoxyuridine"
DB03275	drugbank	2-Amino-3-Mercapto-Propionamide	"2 amino 3 mercapto propionamide"
DB03276	drugbank	4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid	"4 10s 14s 18s 18 2 amino 2 oxoethyl 14 1 naphthylmethyl 8 17 20 trioxo 7 16 19 triazaspiro 5 14 icos 11 en 10 yl benzylphosphonic acid"
DB03277	drugbank	Amylotriose	"amylotriose"
DB03278	drugbank	D-Treitol	"d treitol"
DB03279	drugbank	Dodecyl-Alpha-D-Maltoside	"dodecyl alpha d maltoside"
DB03280	drugbank	P1-(5'-Adenosyl)P5-(5'-Thymidyl)Pentaphosphate	"p1 5 adenosyl p5 5 thymidyl pentaphosphate"
DB03281	drugbank	2'-Deoxymaltose	"2 deoxymaltose"
DB03283	drugbank	beta-L-fucose	"beta l fucose"
DB03284	drugbank	2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid	"2 6 anhydro 3 deoxy d erythro hex 2 enonic acid"
DB03285	drugbank	2',4,4'-Trihydroxychalcone	"2 4 4 trihydroxychalcone"
DB03286	drugbank	C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide	"c 1 azido alpha d glucopyranosyl formamide"
DB03287	drugbank	4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid	"4 2 amino ethoxy 2 3 hydroxy 2 methyl 5 phosphonooxymethyl pyridin 4 ylmethyl amino but 3 enoic acid"
DB03288	drugbank	5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide	"5 chloro 1h indole 2 carboxylic acid cyclopentyl 2 hydroxy ethyl carbamoyl methyl amide"
DB03289	drugbank	Thiarsa Dihydroxy Cysteine	"thiarsa dihydroxy cysteine"
DB03290	drugbank	L-Naphthyl-1-Acetamido Boronic Acid Alanine	"l naphthyl 1 acetamido boronic acid alanine"
DB03291	drugbank	4-Deoxy-4-Amino-Beta-D-Glucose	"4 deoxy 4 amino beta d glucose"
DB03292	drugbank	D-2-Amino-3-Phosphono-Propionic Acid	"d 2 amino 3 phosphono propionic acid"
DB03293	drugbank	9-Methyl Uric Acid	"9 methyl uric acid"
DB03294	drugbank	1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide	"1 methyl 3 oxo 1 3 dihydro benzo c isothiazole 5 sulfonic acid amide"
DB03295	drugbank	Glutathionylspermidine	"glutathionylspermidine"
DB03296	drugbank	Lactose Sialic Acid	"lactose sialic acid"
DB03297	drugbank	Benzylsulfinic Acid	"benzylsulfinic acid"
DB03298	drugbank	Phenylphosphate	"phenylphosphate"
DB03299	drugbank	N-Succinyl Phenylglycine	"n succinyl phenylglycine"
DB03300	drugbank	Pterin Cytosine Dinucleotide	"pterin cytosine dinucleotide"
DB03301	drugbank	2-Allyl-6-Methyl-Phenol	"2 allyl 6 methyl phenol"
DB03302	drugbank	4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One	"4 5 6 7 tetrachloro 3h isobenzofuran 1 one"
DB03303	drugbank	D-2-Keto-3-Deoxygluconate	"d 2 keto 3 deoxygluconate"
DB03304	drugbank	7-Deaza-7-Aminomethyl-Guanine	"7 deaza 7 aminomethyl guanine"
DB03305	drugbank	N5-Iminoethyl-L-Ornithine	"n5 iminoethyl l ornithine"
DB03306	drugbank	RU78300	"ru78300"
DB03307	drugbank	4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide	"4 6 amino 4 pyrimidinyl amino benzenesulfonamide"
DB03308	drugbank	L-Leucyl-Hydroxylamine	"l leucyl hydroxylamine"
DB03309	drugbank	N-Cyclohexyltaurine	"n cyclohexyltaurine"
DB03310	drugbank	Oxidized Glutathione Disulfide	"oxidized glutathione disulfide"
DB03311	drugbank	3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide	"3 3 5 dibromo 4 hydroxy benzoyl 2 ethyl benzofuran 6 sulfonic acid 4 thiazol 2 ylsulfamoyl phenyl amide"
DB03312	drugbank	5-Bromovinyldeoxyuridine	"5 bromovinyldeoxyuridine"
DB03313	drugbank	Cephalosporin C	"cephalosporin c"
DB03314	drugbank	Fluorotryptophane	"fluorotryptophane"
DB03315	drugbank	Guanosine-3'-Monophosphate	"guanosine 3 monophosphate"
DB03316	drugbank	1,4-Diethylene Dioxide	"1 4 diethylene dioxide"
DB03317	drugbank	Heme C	"heme c"
DB03318	drugbank	6-Hydro-1-Methyladenosine-5'-Monophosphate	"6 hydro 1 methyladenosine 5 monophosphate"
DB03319	drugbank	(S)-ATPA	" s atpa"
DB03320	drugbank	3-Amino-Alanine	"3 amino alanine"
DB03321	drugbank	4-Amino-2-Deoxy-2,3-Dehydro-N-Neuraminic Acid	"4 amino 2 deoxy 2 3 dehydro n neuraminic acid"
DB03322	drugbank	1-(Isopropylamino)-3-(1-Naphthyloxy)-2-Propanol	"1 isopropylamino 3 1 naphthyloxy 2 propanol"
DB03323	drugbank	Maltose	"maltose"
DB03325	drugbank	Tyrosyladenylate	"tyrosyladenylate"
DB03326	drugbank	deoxycytidylyl-3',5'-guanosine	"deoxycytidylyl 3 5 guanosine"
DB03327	drugbank	{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid	" 1 3 hydroxy methyl 5 phosphonooxy methyl pyridin 4 ylmethyl amino ethyl phosphonic acid"
DB03328	drugbank	dioxothiomolybdenum(VI) ion	"dioxothiomolybdenum vi ion"
DB03329	drugbank	2-Pyridinethiol	"2 pyridinethiol"
DB03330	drugbank	S-(N-Hydroxy-N-Iodophenylcarbamoyl)Glutathione	"s n hydroxy n iodophenylcarbamoyl glutathione"
DB03331	drugbank	N-Naphthalen-1-Ylmethyl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine	"n naphthalen 1 ylmethyl 2 3 5 dimethoxybenzamido 2 deoxy adenosine"
DB03332	drugbank	5,6-Cyclic-Tetrahydropteridine	"5 6 cyclic tetrahydropteridine"
DB03333	drugbank	(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester	" 4 sulfamoyl phenyl thiocarbamic acid o 2 thiophen 3 yl ethyl ester"
DB03335	drugbank	1-Bromopropane-2-Ol	"1 bromopropane 2 ol"
DB03336	drugbank	BIA	"bia"
DB03337	drugbank	1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea	"1 2 amidinophenyl 3 phenoxyphenyl urea"
DB03338	drugbank	Heptyl-Beta-D-Glucopyranoside	"heptyl beta d glucopyranoside"
DB03339	drugbank	3-Iodo-Benzyl Alcohol	"3 iodo benzyl alcohol"
DB03340	drugbank	3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid	"3 1 amino 2 carboxy ethyl hydroxy phosphinoyl 2 methyl propionic acid"
DB03341	drugbank	Coa-S-Acetyl 5-Bromotryptamine	"coa s acetyl 5 bromotryptamine"
DB03342	drugbank	4-(Acetylamino)-3-Guanidinobenzoic Acid	"4 acetylamino 3 guanidinobenzoic acid"
DB03343	drugbank	Malate Like Intermediate	"malate like intermediate"
DB03344	drugbank	Inositol-(1,3,4,5,6)-Pentakisphosphate	"inositol 1 3 4 5 6 pentakisphosphate"
DB03345	drugbank	Beta-Mercaptoethanol	"beta mercaptoethanol"
DB03346	drugbank	3,5,3',5'-Tetrachloro-Biphenyl-4,4'-Diol	"3 5 3 5 tetrachloro biphenyl 4 4 diol"
DB03347	drugbank	Triethyl Phosphate	"triethyl phosphate"
DB03348	drugbank	Huperzine B	"huperzine b"
DB03349	drugbank	8-Bromo-Adenosine-5'-Monophosphate	"8 bromo adenosine 5 monophosphate"
DB03350	drugbank	Cobalt Hexammine Ion	"cobalt hexammine ion"
DB03351	drugbank	Sri-9439	"sri 9439"
DB03352	drugbank	S-Arsonocysteine	"s arsonocysteine"
DB03353	drugbank	2-Iminobiotin	"2 iminobiotin"
DB03354	drugbank	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole	"2 beta d glucopyranosyl 5 methyl 1 3 4 oxadiazole"
DB03355	drugbank	5'-O-(N-(L-Threonyl)-Sulfamoyl)Adenosine	"5 o n l threonyl sulfamoyl adenosine"
DB03357	drugbank	(S)-Mandelic Acid	" s mandelic acid"
DB03358	drugbank	7n-Methyl-8-Hydroguanosine-5'-Triphosphate	"7n methyl 8 hydroguanosine 5 triphosphate"
DB03359	drugbank	M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene	"m n n n trimethylammonio 2 2 2 trifluoro 1 1 dihydroxyethylbenzene"
DB03360	drugbank	N-Acetylproline	"n acetylproline"
DB03361	drugbank	2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate	"2 9as 9a 1s 1 hydroxyethyl 2 7 dimethyl 9a 10 dihydro 5h pyrimido 4 5 d 1 3 thiazolo 3 2 a pyrimidin 8 yl ethyl trihydrogen diphosphate"
DB03362	drugbank	N-Dimethyl-Lysine	"n dimethyl lysine"
DB03363	drugbank	3-Acetylpyridine Adenine Dinucleotide	"3 acetylpyridine adenine dinucleotide"
DB03364	drugbank	N-Carbamyl-D-Methionine	"n carbamyl d methionine"
DB03365	drugbank	4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline	"4 3 hydroxyanilino 6 7 dimethoxyquinazoline"
DB03367	drugbank	PF-00356231	"pf 00356231"
DB03368	drugbank	5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione	"5 methyl 5 4 phenoxy phenyl pyrimidine 2 4 6 trione"
DB03369	drugbank	9-Aminophenanthrene	"9 aminophenanthrene"
DB03370	drugbank	FR239087	"fr239087"
DB03371	drugbank	Modified Ribosylated Glutamyl Ester	"modified ribosylated glutamyl ester"
DB03372	drugbank	3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One	"3 mercapto 1 1 3 4 9 tetrahydro b carbolin 2 yl propan 1 one"
DB03373	drugbank	ZK-806711	"zk 806711"
DB03374	drugbank	3,5-Diiodotyrosine	"3 5 diiodotyrosine"
DB03376	drugbank	'5'-O-(N-(L-Alanyl)-Sulfamoyl)Adenosine	" 5 o n l alanyl sulfamoyl adenosine"
DB03378	drugbank	4-Amino-1-[(1s,3r,4r,7s)-7-Hydroxy-1-(Hydroxymethyl)-2,5-Dioxabicyclo[2.2.1]Hept-3-Yl]-5-Methylpyrimidin-2(1h)-One	"4 amino 1 1s 3r 4r 7s 7 hydroxy 1 hydroxymethyl 2 5 dioxabicyclo 2 2 1 hept 3 yl 5 methylpyrimidin 2 1h one"
DB03379	drugbank	2-Carboxyethylphosphonic Acid	"2 carboxyethylphosphonic acid"
DB03380	drugbank	L-Tyrosinamide	"l tyrosinamide"
DB03381	drugbank	Hexadecanal	"hexadecanal"
DB03382	drugbank	S-Oxy Cysteine	"s oxy cysteine"
DB03383	drugbank	5-Chloro-1h-Indole-2-Carboxylic Acid [1-(4-Fluorobenzyl)-2-(4-Hydroxypiperidin-1yl)-2-Oxoethyl]Amide	"5 chloro 1h indole 2 carboxylic acid 1 4 fluorobenzyl 2 4 hydroxypiperidin 1yl 2 oxoethyl amide"
DB03384	drugbank	Fica	"fica"
DB03385	drugbank	4-Methylimidazole	"4 methylimidazole"
DB03386	drugbank	4-Fluorotryptophane	"4 fluorotryptophane"
DB03387	drugbank	N-Hydroxy-N-Isopropyloxamic Acid	"n hydroxy n isopropyloxamic acid"
DB03388	drugbank	3-[(2,4-Dichlorobenzoyl)(Isopropyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid	"3 2 4 dichlorobenzoyl isopropyl amino 5 phenylthiophene 2 carboxylic acid"
DB03389	drugbank	alpha-D-Xylopyranose	"alpha d xylopyranose"
DB03390	drugbank	N-Propyl-Tartramic Acid	"n propyl tartramic acid"
DB03391	drugbank	Chromophore (Met-Tyr-Gly)	"chromophore met tyr gly "
DB03392	drugbank	(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester	" 3 4 5 trihydroxy 6 hydroxymethyl tetrahydro pyran 2 yl phosphoramidic acid dimethyl ester"
DB03393	drugbank	(3s,6s,9r,10r,11s,12s,13e,15e,18s,21s)-18-{(1e,3e,7s,8s)-9-[(2s,3r,4s,5s,6r,9s,11s)-9-Ethyl-4-Hydroxy-3,5,11-Trimethyl-8-Oxo-1-Oxa-7-Azaspiro[5.5]Undec-2-Yl]-8-Hydroxy-1,7-Dimethylnona-1,3-Dienyl}-10,12-Dihydroxy-3-(3-Hydroxybenzyl)-6-Isopropyl-11-Methyl-	" 3s 6s 9r 10r 11s 12s 13e 15e 18s 21s 18 1e 3e 7s 8s 9 2s 3r 4s 5s 6r 9s 11s 9 ethyl 4 hydroxy 3 5 11 trimethyl 8 oxo 1 oxa 7 azaspiro 5 5 undec 2 yl 8 hydroxy 1 7 dimethylnona 1 3 dienyl 10 12 dihydroxy 3 3 hydroxybenzyl 6 isopropyl 11 methyl "
DB03395	drugbank	Enalkiren	"enalkiren"
DB03396	drugbank	(E)-(2r,3r,4s,5r)-3,4,5-Trihydroxy-2-Methoxy-8,8-Dimethyl-Non-6-Enoic Acid ((3s,6r)-6-Hydroxy-2-Oxo-Azepan-3-Yl)-Amide	" e 2r 3r 4s 5r 3 4 5 trihydroxy 2 methoxy 8 8 dimethyl non 6 enoic acid 3s 6r 6 hydroxy 2 oxo azepan 3 yl amide"
DB03397	drugbank	Uridine-Diphosphate-N-Acetylglucosamine	"uridine diphosphate n acetylglucosamine"
DB03399	drugbank	Ethyl Isocyanide	"ethyl isocyanide"
DB03400	drugbank	3-(P-Tolyl)Propionic Acid	"3 p tolyl propionic acid"
DB03401	drugbank	D-Myo-Inositol-1,4,5-Triphosphate	"d myo inositol 1 4 5 triphosphate"
DB03402	drugbank	1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate	"1 2 di 1 3 7 11 15 tetramethyl hexadecane sn glycero 3 phosphate"
DB03403	drugbank	Cytidine-5'-Monophosphate	"cytidine 5 monophosphate"
DB03404	drugbank	Hemin	"hemin"
DB03405	drugbank	1-[N[(Phenylmethoxy)Carbonyl]-L-Leucyl-4-[[N/N-[(Phenylmethoxy)Carbonyl]-/Nl-Leucyl]Amino]-3-Pyrrolidinone/N	"1 n phenylmethoxy carbonyl l leucyl 4 n n phenylmethoxy carbonyl nl leucyl amino 3 pyrrolidinone n"
DB03406	drugbank	O1-Methyl-4-Deoxy-4-Thio-Alpha-D-Glucose	"o1 methyl 4 deoxy 4 thio alpha d glucose"
DB03407	drugbank	4-Nitrocatechol	"4 nitrocatechol"
DB03408	drugbank	gamma-Glutamylcysteine	"gamma glutamylcysteine"
DB03409	drugbank	Octahydroindole-2-Carboxylic Acid	"octahydroindole 2 carboxylic acid"
DB03410	drugbank	4-hydroxycoumarin	"4 hydroxycoumarin"
DB03411	drugbank	2-Hydroxymethyl-Pyrrolidine-3,4-Diol	"2 hydroxymethyl pyrrolidine 3 4 diol"
DB03412	drugbank	6-Hydroxy-L-Norleucine	"6 hydroxy l norleucine"
DB03413	drugbank	Deoxyuridine-5'-Diphosphate	"deoxyuridine 5 diphosphate"
DB03414	drugbank	5-Thio-a/B-D-Mannopyranosylamine	"5 thio a b d mannopyranosylamine"
DB03415	drugbank	3-Thiaoctanoyl-Coenzyme A	"3 thiaoctanoyl coenzyme a"
DB03416	drugbank	Thiamin Phosphate	"thiamin phosphate"
DB03417	drugbank	1-(4-Tert-Butylcarbamoyl-Piperazine-1-Carbonyl)-3-(3-Guanidino-Propyl)-4-Oxo-Azetidine-2-Carboxylic Acid	"1 4 tert butylcarbamoyl piperazine 1 carbonyl 3 3 guanidino propyl 4 oxo azetidine 2 carboxylic acid"
DB03418	drugbank	Diacetyldeuteroheme	"diacetyldeuteroheme"
DB03419	drugbank	Uracil	"uracil"
DB03420	drugbank	2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid	"2 4 deoxy 4 guanidino 5 n acetyl neuraminic acid"
DB03421	drugbank	2-Phenethyl-2,3-Dihydro-Phthalazine-1,4-Dione	"2 phenethyl 2 3 dihydro phthalazine 1 4 dione"
DB03422	drugbank	1,3-Thiazole-4-Carboxylic Acid	"1 3 thiazole 4 carboxylic acid"
DB03423	drugbank	S-Adenosyl-L-Homoselenocysteine	"s adenosyl l homoselenocysteine"
DB03424	drugbank	Ubenimex	"ubenimex"
DB03425	drugbank	2s,4r-4-Methylglutamate	"2s 4r 4 methylglutamate"
DB03426	drugbank	Digalactosyl Diacyl Glycerol (Dgdg)	"digalactosyl diacyl glycerol dgdg "
DB03427	drugbank	Delta-(L-Alpha-Aminoadipoyl)-L-Cysteinyl-D-Vinylglycine	"delta l alpha aminoadipoyl l cysteinyl d vinylglycine"
DB03428	drugbank	SU9516	"su9516"
DB03429	drugbank	Cardiolipin	"cardiolipin"
DB03430	drugbank	(2s)-Hydroxy(4-Hydroxyphenyl)Ethanenitrile	" 2s hydroxy 4 hydroxyphenyl ethanenitrile"
DB03432	drugbank	Beta-Amino Isobutyrate	"beta amino isobutyrate"
DB03433	drugbank	{3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid	" 3 3 hydroxy 2 methyl 5 phosphonooxymethyl pyridin 4 ylmethyl amino 2 methyl propyl phosphonic acid"
DB03434	drugbank	3[N-Morpholino]Propane Sulfonic Acid	"3 n morpholino propane sulfonic acid"
DB03435	drugbank	Uridine-5'-Diphosphate	"uridine 5 diphosphate"
DB03436	drugbank	Gallichrome	"gallichrome"
DB03437	drugbank	2-{1-[2-(2-Amino-Thiazol-4-Yl)-2-Methoxyimino-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid	"2 1 2 2 amino thiazol 4 yl 2 methoxyimino acetylamino 2 oxo ethyl 5 5 dimethyl thiazolidine 4 carboxylic acid"
DB03438	drugbank	Lysophosphatidylglycerol	"lysophosphatidylglycerol"
DB03439	drugbank	4,6-Dideoxy-4-Amino-Alpha-D-Glucose	"4 6 dideoxy 4 amino alpha d glucose"
DB03440	drugbank	N-Hexadecanoylglycine	"n hexadecanoylglycine"
DB03441	drugbank	2-Benzyl-3-Iodopropanoic Acid	"2 benzyl 3 iodopropanoic acid"
DB03442	drugbank	2-[5-Hydroxy-3-Methyl-1-(2-Methyl-4-Sulfo-Phenyl)-1h-Pyrazol-4-Ylazo]-4-Sulfo-Benzoic Acid	"2 5 hydroxy 3 methyl 1 2 methyl 4 sulfo phenyl 1h pyrazol 4 ylazo 4 sulfo benzoic acid"
DB03443	drugbank	Bis(5-Amidino-Benzimidazolyl)Methanone Zinc	"bis 5 amidino benzimidazolyl methanone zinc"
DB03444	drugbank	(3e)-6'-Bromo-2,3'-Biindole-2',3(1h,1'h)-Dione 3-Oxime	" 3e 6 bromo 2 3 biindole 2 3 1h 1 h dione 3 oxime"
DB03445	drugbank	Tazobactam Trans-Enamine Intermediate	"tazobactam trans enamine intermediate"
DB03446	drugbank	3-Benzylaminocarbonylphenyl-Alpha-D-Galactoside	"3 benzylaminocarbonylphenyl alpha d galactoside"
DB03447	drugbank	Uridylyl-2'-5'-Phospho-Adenosine	"uridylyl 2 5 phospho adenosine"
DB03448	drugbank	2'-Deoxyuridine 3'-Monophosphate	"2 deoxyuridine 3 monophosphate"
DB03449	drugbank	N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine	"n 4 2 3 chlorophenylmethyl amino ethyl phenyl 2 thiophecarboxamidine"
DB03450	drugbank	Cephalothin Group	"cephalothin group"
DB03451	drugbank	1-alpha, 25-dihydroxyl-20-epi-22-oxa-24, 26 ,27-trihomovitamin D3	"1 alpha 25 dihydroxyl 20 epi 22 oxa 24 26 27 trihomovitamin d3"
DB03452	drugbank	3-Trimethylsilylsuccinic Acid	"3 trimethylsilylsuccinic acid"
DB03453	drugbank	(R)—N[2-[1-(aminoiminomethyl)-3-piperidinyl]-1-oxoethyl]-4-(phenylethynyl)-l-phenylalanine methylester	" r n 2 1 aminoiminomethyl 3 piperidinyl 1 oxoethyl 4 phenylethynyl l phenylalanine methylester"
DB03454	drugbank	3-methyl-benzene-1,2-diol	"3 methyl benzene 1 2 diol"
DB03455	drugbank	(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid	" 1h indol 3 yl 2 mercapto ethoxyimino acetic acid"
DB03456	drugbank	N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide	"n2 benzyloxy carbonyl n1 3s 1 cyanopyrrolidin 3 yl l leucinamide"
DB03458	drugbank	N(4)-adenosyl-N(4)-methyl-2,4-diaminobutanoic acid	"n 4 adenosyl n 4 methyl 2 4 diaminobutanoic acid"
DB03459	drugbank	Sparfosic acid	"sparfosic acid"
DB03460	drugbank	Violaxanthin	"violaxanthin"
DB03461	drugbank	2'-Monophosphoadenosine 5'-Diphosphoribose	"2 monophosphoadenosine 5 diphosphoribose"
DB03462	drugbank	Thymine	"thymine"
DB03464	drugbank	Formycin-5'-Monophosphate	"formycin 5 monophosphate"
DB03465	drugbank	2-Phospho-D-Glyceric Acid	"2 phospho d glyceric acid"
DB03466	drugbank	BMS184394	"bms184394"
DB03467	drugbank	Naringenin	"naringenin"
DB03468	drugbank	1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide	"1 2 3 4 tetrahydro isoquinoline 7 sulfonic acid amide"
DB03469	drugbank	Heme D	"heme d"
DB03470	drugbank	Trypanothione	"trypanothione"
DB03471	drugbank	6-Phenyl-4(R)-(7-Phenyl-Heptanoylamino)-Hexanoic Acid	"6 phenyl 4 r 7 phenyl heptanoylamino hexanoic acid"
DB03472	drugbank	Cyclohexyl-Hexyl-Beta-D-Maltoside	"cyclohexyl hexyl beta d maltoside"
DB03473	drugbank	N5-Methylglutamine	"n5 methylglutamine"
DB03474	drugbank	Reactive Red 1 Dye	"reactive red 1 dye"
DB03475	drugbank	1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One	"1 4 carboxy 2 3 pentylamino phenyl 5 5 di hydroxymethyl pyrrolidin 2 one"
DB03476	drugbank	Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine	"trans 6 2 phenylcyclopropyl naphthalene 2 carboxamidine"
DB03477	drugbank	1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole	"1 phenylsulfonamide 3 trifluoromethyl 5 parabromophenylpyrazole"
DB03478	drugbank	2'-O-Acetyl Adenosine-5-Diphosphoribose	"2 o acetyl adenosine 5 diphosphoribose"
DB03479	drugbank	8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione	"8 9 10 trihydroxy 7 hydroxymethyl 3 methyl 6 oxa 1 3 diaza spiro 4 5 decane 2 4 dione"
DB03480	drugbank	Brequinar Analog	"brequinar analog"
DB03481	drugbank	5,10-Dimethylene Tetrahydromethanopterin	"5 10 dimethylene tetrahydromethanopterin"
DB03482	drugbank	8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide	"8 demethyl 8 dimethylamino flavin adenine dinucleotide"
DB03483	drugbank	4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid	"4 benzoylamino 4 1 1 carbamoyl 2 4 difluoro phosphono methyl phenyl ethylcarbamoyl 2 4 difluoro phosphono methyl phenyl ethylcarbamoyl butyric acid"
DB03484	drugbank	L-Alpha-Glycerophosphorylethanolamine	"l alpha glycerophosphorylethanolamine"
DB03485	drugbank	Alpha-D-Fucose	"alpha d fucose"
DB03486	drugbank	Phosphomethylphosphonic Acid Guanosyl Ester	"phosphomethylphosphonic acid guanosyl ester"
DB03487	drugbank	3-Aminosuccinimide	"3 aminosuccinimide"
DB03488	drugbank	Uridine-5'-Diphosphate-2-Deoxy-2-Fluoro-Alpha-D-Galactose	"uridine 5 diphosphate 2 deoxy 2 fluoro alpha d galactose"
DB03489	drugbank	2-Keto-3-Deoxygluconate	"2 keto 3 deoxygluconate"
DB03490	drugbank	3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole	"3 pyridin 4 yl 2 4 dihydro indeno 1 2 c pyrazole"
DB03491	drugbank	2'-Deoxyguanosine-5'-Diphosphate	"2 deoxyguanosine 5 diphosphate"
DB03492	drugbank	Lambda-Bis(2,2'-Bipyridine)Imidazole Osmium (Ii)	"lambda bis 2 2 bipyridine imidazole osmium ii "
DB03493	drugbank	7-Methylguanosine	"7 methylguanosine"
DB03494	drugbank	CRA_10950	"cra 10950"
DB03495	drugbank	4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose	"4 6 dideoxy 4 4 5 6 trihydroxy 3 hydroxymethyl cyclohex 2 en 1 yl amino alpha d lyxo hexopyranosyl 1 >4 alpha d threo hexopyranosyl 1 >6 alpha l threo hexopyranose"
DB03496	drugbank	Flavopiridol	"flavopiridol"
DB03497	drugbank	O-Sulfo-L-Serine	"o sulfo l serine"
DB03498	drugbank	Mercaptomethyl Phosphonate	"mercaptomethyl phosphonate"
DB03499	drugbank	Malate Ion	"malate ion"
DB03500	drugbank	Tricosanoic Acid	"tricosanoic acid"
DB03501	drugbank	Uridine Diphosphate Galactose	"uridine diphosphate galactose"
DB03502	drugbank	(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate	" 4s 4 2s 2 amino 3 oxopropyl sulfanyl l homoserinate"
DB03503	drugbank	4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid	"4 acetyl 4 guanidino 6 methyl propyl carboxamide 4 5 dihydro 2h pyran 2 carboxylic acid"
DB03504	drugbank	9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine	"9 butyl 8 2 chloro 3 4 5 trimethoxy benzyl 9h purin 6 ylamine"
DB03505	drugbank	2,6-Diaminoquinazolin-4(3h)-One	"2 6 diaminoquinazolin 4 3h one"
DB03506	drugbank	9-Deazaadenine	"9 deazaadenine"
